"","Player","Team.x","Position","n","min_total","mean_minutes","mean_xFpts","sd_xFpts","median_xFpts","mean_fpts","sd_fpts","median_ftps","total_xFpts","total_fpts","mean_xCS","xCS","CS"
"1","Aaron Connolly","BHA","F",11,864,78.5454545454545,4.82727272727273,5.30680523650358,3.4,6.54545454545455,9.03452972061785,2.5,53.1,72,0.450909090909091,4.96,5
"2","Aaron Cresswell","WHU","D",30,2679,89.3,5.08533333333333,5.0449542790952,4.82,4.7,7.41544287979135,4,152.56,141,0.165333333333333,4.96,5
"3","Aaron Mooy","BHA","M",22,1861,84.5909090909091,9.27363636363636,6.18902680668397,8.55,8.97727272727273,7.44260142808387,7,204.02,197.5,0.323636363636364,7.12,6
"4","Aaron Wan-Bissaka","MUN","D",34,3027,89.0294117647059,9.53176470588235,5.98021914597351,9.81,8.63235294117647,6.68592916813772,8.625,324.08,293.5,0.490588235294118,16.68,12
"5","Abdoulaye Doucoure","WAT","M",36,3122,86.7222222222222,7.27444444444444,5.48457079682602,6.86,7.11111111111111,6.83281066526079,5.25,261.88,256,0.291111111111111,10.48,10
"6","Adam Masina","WAT","D",19,1675,88.1578947368421,8.17631578947368,5.96138892329102,6.22,7.72368421052632,6.67702046868072,5.5,155.35,146.75,0.315789473684211,6,6
"7","Adam Smith","BOU","D",24,2060,85.8333333333333,4.76208333333333,5.5331781724797,3.555,3.61458333333333,6.70454873439548,3.375,114.29,86.75,0.243333333333333,5.84,4
"8","Adam Webster","BHA","D",29,2610,90,7.13620689655172,6.19940804420246,6.6,7.04310344827586,7.95132203897488,6.25,206.95,204.25,0.23448275862069,6.8,5
"9","Adama Traore","WOL","F",26,2268,87.2307692307692,14.4115384615385,6.01187670685798,13.65,15.3461538461538,8.28102557751059,12.5,374.7,399,0.441538461538462,11.48,7
"10","Adrian Mariappa","WAT","D",15,1330,88.6666666666667,2.30866666666667,7.59471796397871,0.25,1.81666666666667,8.3492229464498,0.75,34.63,27.25,0.138666666666667,2.08,3
"11","Ahmed El Mohamady","AVL","D",10,873,87.3,9.485,9.03144168385584,7.3,8.375,7.31650531333095,7,94.85,83.75,0.12,1.2,2
"12","Ainsley Maitland-Niles","ARS","M",14,1260,90,7.10714285714286,4.18089874138495,7.04,7.10714285714286,4.74008508292906,6.5,99.5,99.5,0.342857142857143,4.8,3
"13","Alex Iwobi","EVE","M",17,1352,79.5294117647059,8.78235294117647,4.28633807785236,7.06,7.58823529411765,4.21023787227948,6,149.3,129,0.282352941176471,4.8,4
"14","Alex Oxlade-Chamberlain","LIV","M",17,1204,70.8235294117647,6.72588235294118,3.63740817551373,6.7,7.29411764705882,5.22631210657134,6,114.34,124,0.402352941176471,6.84,9
"15","Alexander Tettey","NOR","M",26,2235,85.9615384615385,4.01,2.32363336178494,3.9,3.94230769230769,3.21971092825714,3.5,104.26,102.5,0.236923076923077,6.16,5
"16","Alexandre Lacazette","ARS","F",19,1566,82.4210526315789,8.65263157894737,5.10744211051684,9.9,9.1578947368421,7.73888563536075,7.5,164.4,174,0.218947368421053,4.16,6
"17","Allan Saint-Maximin","NEW","M",21,1756,83.6190476190476,12.7809523809524,5.36255713700274,13.2,13.4047619047619,5.6449513895583,12.5,268.4,281.5,0.228571428571429,4.8,8
"18","Andre Gomes","EVE","M",15,1336,89.0666666666667,4.224,4.5049826383049,3.88,4.1,5.31910303931566,4,63.36,61.5,0.357333333333333,5.36,5
"19","Andreas Christensen","CHE","D",18,1620,90,8.28944444444445,4.96662327260948,8.175,4.84722222222222,4.02669300244602,4.375,149.21,87.25,0.408888888888889,7.36,3
"20","Andreas Pereira","MUN","M",17,1338,78.7058823529412,8.28941176470588,3.42685801899538,8.04,7.64705882352941,4.87584834247575,6,140.92,130,0.465882352941176,7.92,6
"21","Andrew Robertson","LIV","D",34,3037,89.3235294117647,10.9747058823529,7.75291938573996,10.12,11.3382352941176,7.24252026726518,11.125,373.14,385.5,0.454117647058824,15.44,13
"22","Andriy Yarmolenko","WHU","F",8,612,76.5,10.0375,4.55190305570884,10.5,11.125,6.69621428228561,12.75,80.3,89,0.16,1.28,3
"23","Andros Townsend","CRY","M",13,1094,84.1538461538462,6.82461538461538,3.79718451703499,7.3,6.61538461538461,4.2532039205455,6.5,88.72,86,0.209230769230769,2.72,3
"24","Angelo Ogbonna","WHU","D",31,2787,89.9032258064516,4.66774193548387,4.6111601647,3.65,5.12903225806452,5.36068674384089,5.25,144.7,159,0.167741935483871,5.2,7
"25","Anthony Martial","MUN","F",31,2632,84.9032258064516,9.89032258064516,7.02359617473887,9.5,12.5322580645161,8.78534336634125,13,306.6,388.5,0.458064516129032,14.2,14
"26","Antonio Rudiger","CHE","D",18,1620,90,7.78333333333333,4.51940001223484,7.225,5.47222222222222,7.9464609625962,4.25,140.1,98.5,0.577777777777778,10.4,5
"27","Anwar El Ghazi","AVL","M",20,1632,81.6,9.528,4.47897732688354,9.5,9,5.81965815599435,7.5,190.56,180,0.188,3.76,4
"28","Arnaut Danjuma Groeneveld","BOU","F",5,367,73.4,6.12,3.82713992427766,5,6,5.7987067523716,3.5,30.6,30,0.336,1.68,2
"29","Arthur Masuaku","WHU","D",9,766,85.1111111111111,4.67333333333333,5.41372330286652,3.65,6.83333333333333,7.99022840724844,5.25,42.06,61.5,0.0622222222222222,0.56,2
"30","Ashley Barnes","BUR","F",16,1269,79.3125,6.7375,6.21577294737616,5.8,7,8.5107774811314,3.75,107.8,112,0.4825,7.72,8
"31","Ashley Westwood","BUR","M",35,3150,90,6.73714285714286,4.64359430476295,6.1,7.34285714285714,5.07266525340567,6.5,235.8,257,0.337142857142857,11.8,15
"32","Aymeric Laporte","MCI","D",11,910,82.7272727272727,7.44181818181818,4.95461768087472,7.7,8.95454545454546,5.7072521648099,9.25,81.86,98.5,0.56,6.16,7
"33","Ayoze Perez","LEI","M",24,1788,74.5,9.35,6.78286331740576,6.98,10.6458333333333,10.982673277433,5.5,224.4,255.5,0.433333333333333,10.4,10
"34","Ben Chilwell","LEI","D",26,2330,89.6153846153846,9.75423076923077,7.88307360010138,8.85,10.5096153846154,10.3374273320858,10.25,253.61,273.25,0.367692307692308,9.56,9
"35","Ben Davies","TOT","D",16,1415,88.4375,6.55125,3.3769609118259,6.135,6.03125,5.35558509097434,4.125,104.82,96.5,0.295,4.72,4
"36","Ben Godfrey","NOR","M",29,2596,89.5172413793103,2.93448275862069,2.59936748653384,2.5,2.68965517241379,2.36195210239119,2.5,85.1,78,0.193103448275862,5.6,3
"37","Ben Mee","BUR","D",32,2880,90,8.5909375,6.35101026221864,8.28,8.3203125,8.99758802245214,7.375,274.91,266.25,0.33625,10.76,13
"38","Ben Osborn","SHU","M",5,420,84,8.832,5.2183637282198,11.52,6.8,4.32434966208793,8.5,44.16,34,0.512,2.56,2
"39","Benjamin Mendy","MCI","D",15,1289,85.9333333333333,9.59733333333333,5.83699098933036,9.98,9.86666666666667,5.26347477116274,10.25,143.96,148,0.517333333333333,7.76,8
"40","Bernard","EVE","M",11,848,77.0909090909091,9.37454545454545,6.43256770448063,9.38,11.2727272727273,8.19866951512145,12,103.12,124,0.392727272727273,4.32,9
"41","Bernardo","BHA","D",8,631,78.875,7.19,7.93256038651546,4.25,7,7.70783460420073,6.125,57.52,56,0.14,1.12,1
"42","Bernardo Silva","MCI","M",19,1596,84,13.2115789473684,6.48186981181433,13.8,13.4473684210526,9.36585811581694,11.5,251.02,255.5,0.564210526315789,10.72,8
"43","Billy Sharp","SHU","F",7,487,69.5714285714286,7.05714285714286,6.42621120693916,6.5,7.35714285714286,7.59777536363049,5,49.4,51.5,0.331428571428571,2.32,3
"44","Bjorn Engels","AVL","D",16,1402,87.625,4.031875,4.20644302429816,3.265,4.609375,5.66713386554438,4.375,64.51,73.75,0.11,1.76,3
"45","Brandon Williams","MUN","D",11,929,84.4545454545455,6.59545454545455,6.47021539616165,7.76,8.38636363636364,8.52229695883366,9.75,72.55,92.25,0.4,4.4,5
"46","Bruno Fernandes","MUN","M",14,1192,85.1428571428571,13.9542857142857,7.96423323296166,12.44,17.9285714285714,10.5353929919346,16.25,195.36,251,0.482857142857143,6.76,9
"47","Bukayo Saka","ARS","M",16,1337,83.5625,6.81375,4.71182183449247,4.94,7.84375,5.09155755475015,7,109.02,125.5,0.345,5.52,7
"48","Caglar Soyuncu","LEI","D",34,3037,89.3235294117647,7.98,5.46105051499002,8.11,7.61764705882353,6.36551888376247,7.375,271.32,259,0.38,12.92,12
"49","Callum Hudson-Odoi","CHE","F",7,596,85.1428571428571,12.1857142857143,6.25711024127181,15.2,12.1428571428571,7.34117546056877,15.5,85.3,85,0.605714285714286,4.24,2
"50","Callum Wilson","BOU","F",32,2815,87.96875,6.665625,5.23749566941079,6.7,6.65625,6.88082597723793,3.75,213.3,213,0.2,6.4,4
"51","Calum Chambers","ARS","D",11,990,90,7.94818181818182,6.39342602707159,6.32,5.79545454545455,6.45059898557702,5,87.43,63.75,0.370909090909091,4.08,3
"52","Cedric Soares","ARS","D",17,1474,86.7058823529412,8.42705882352941,5.93640649373201,9.19,6.91176470588235,5.39454381214728,6,143.26,117.5,0.374117647058823,6.36,4
"53","Cenk Tosun","CRY","F",5,383,76.6,7.74,5.17136345657506,8.3,6.9,8.04207684618843,5.5,38.7,34.5,0.224,1.12,2
"54","Cesar Azpilicueta","CHE","D",36,3230,89.7222222222222,13.1966666666667,7.6115149608997,11.845,10.4444444444444,8.44945287981736,9.125,475.08,376,0.457777777777778,16.48,8
"55","Charlie Taylor","BUR","D",20,1800,90,6.8385,6.92444204478447,7.125,8.8375,7.92741537158765,11.125,136.77,176.75,0.266,5.32,10
"56","Che Adams","SOU","F",12,881,73.4166666666667,6.51666666666667,2.56331934424996,6.35,7.16666666666667,6.56552058911253,4.5,78.2,86,0.303333333333333,3.64,4
"57","Cheikhou Kouyate","CRY","M",29,2393,82.5172413793103,5.57379310344828,3.38223976276193,5.6,5.70689655172414,4.10251935091482,5,161.64,165.5,0.304827586206897,8.84,10
"58","Chris Basham","SHU","D",35,3016,86.1714285714286,8.624,4.16376187373587,9.36,8.58571428571429,5.05409809590447,9.75,301.84,300.5,0.338285714285714,11.84,12
"59","Chris Mepham","BOU","D",10,900,90,8.084,7.10166991316518,7.65,5.9,6.28843736109731,5,80.84,59,0.284,2.84,1
"60","Chris Wood","BUR","F",27,2278,84.3703703703704,9.3037037037037,6.91795220264369,8.7,9.87037037037037,8.21536154056322,10,251.2,266.5,0.362962962962963,9.8,11
"61","Christian Atsu","NEW","M",8,629,78.625,5.775,6.87295112326991,2.74,6.6875,8.276202976866,2.5,46.2,53.5,0.25,2,3
"62","Christian Benteke","CRY","F",13,1123,86.3846153846154,13.1153846153846,4.04986546151971,13.8,10.8076923076923,4.96881299347264,10.5,170.5,140.5,0.323076923076923,4.2,5
"63","Christian Fuchs","LEI","D",8,719,89.875,7.2,4.82595660391358,6.335,6.8125,6.01003624899931,5.125,57.6,54.5,0.35,2.8,2
"64","Christian Kabasele","WAT","D",25,2206,88.24,5.9672,6.49938363744337,6.26,5.24,7.58200995778824,6.25,149.18,131,0.3072,7.68,7
"65","Christian Pulisic","CHE","M",19,1569,82.5789473684211,11.86,7.26361709710343,12.68,12.8684210526316,10.3492379017104,11.5,225.34,244.5,0.444210526315789,8.44,6
"66","Christoph Zimmermann","NOR","D",15,1350,90,4.594,3.96251867954137,4.11,3.81666666666667,4.74291451485667,3.25,68.91,57.25,0.224,3.36,3
"67","Ciaran Clark","NEW","D",13,1143,87.9230769230769,4.48846153846154,3.86656575907235,3.25,6.94230769230769,7.04461514662814,5,58.35,90.25,0.123076923076923,1.6,4
"68","Conor Coady","WOL","D",38,3420,90,4.55026315789474,3.77127441850723,4.725,2.83552631578947,5.07653462211763,2,172.91,107.75,0.483157894736842,18.36,13
"69","Conor Hourihane","AVL","M",14,1090,77.8571428571429,8.21571428571429,4.85116435553318,7.91,9.25,7.60503375808014,8,115.02,129.5,0.251428571428571,3.52,6
"70","Craig Cathcart","WAT","D",27,2425,89.8148148148148,4.60851851851852,4.68294179705918,3.97,4.13888888888889,5.15357107953261,3.75,124.43,111.75,0.328888888888889,8.88,9
"71","Craig Dawson","WAT","D",25,2250,90,6.4884,7.71545779587965,5.4,4.69,7.81034303557362,3.5,162.21,117.25,0.2464,6.16,4
"72","Dale Stephens","BHA","M",28,2476,88.4285714285714,5.09142857142857,2.81779755638745,5.55,4.80357142857143,2.80983486306081,5.25,142.56,134.5,0.277142857142857,7.76,6
"73","Dan Burn","BHA","D",31,2790,90,9.2741935483871,5.58470039434737,9.35,8.30645161290323,6.35862592514405,9.75,287.5,257.5,0.309677419354839,9.6,9
"74","Dan Gosling","BOU","M",12,994,82.8333333333333,5.36166666666667,4.41730858685639,4.15,5.79166666666667,5.53689416276824,3.25,64.34,69.5,0.236666666666667,2.84,2
"75","Dani Ceballos","ARS","M",17,1364,80.2352941176471,7.58352941176471,4.46910637205089,8.2,7.79411764705882,6.09574345222091,7,128.92,132.5,0.254117647058824,4.32,7
"76","Daniel James","MUN","M",24,2073,86.375,7.25666666666667,5.73447747262625,6.15,7.25,6.65288430421102,5.75,174.16,174,0.523333333333333,12.56,7
"77","Danny Ings","SOU","F",31,2635,85,11.4193548387097,6.446726267641,10.8,13.2096774193548,8.33244081241944,13,354,409.5,0.341935483870968,10.6,6
"78","Danny Rose","NEW","D",19,1643,86.4736842105263,4.61894736842105,5.71101459631283,6.59,3.73684210526316,5.1393590744281,5,87.76,71,0.345263157894737,6.56,5
"79","Danny Rose","TOT/NEW","D",1,74,74,6.87,NA,6.87,-0.75,NA,-0.75,6.87,-0.75,0.72,0.72,0
"80","Danny Welbeck","WAT","F",7,612,87.4285714285714,9.4,6.74512169398497,7.6,8.5,8.81286937760152,4,65.8,59.5,0.228571428571429,1.6,1
"81","Daryl Janmaat","WAT","D",7,596,85.1428571428571,5.66285714285714,5.69105061854638,6.47,8.28571428571429,8.96919330661507,12.25,39.64,58,0.32,2.24,4
"82","David Brooks","BOU","M",6,400,66.6666666666667,5.20333333333333,3.3599384915005,4.16,4.5,2.86356421265527,3.25,31.22,27,0.32,1.92,1
"83","David Luiz","ARS","D",31,2760,89.0322580645161,4.21161290322581,4.70455530790757,3.55,4.43548387096774,6.09096589970736,2,130.56,137.5,0.250322580645161,7.76,8
"84","David McGoldrick","SHU","F",20,1591,79.55,10.61,6.96335521063472,10.65,8.45,7.31418952591828,7.25,212.2,169,0.4,8,8
"85","David Silva","MCI","M",18,1491,82.8333333333333,13.9933333333333,5.7081613399021,14.09,16.1388888888889,9.15841874926715,16.5,251.88,290.5,0.537777777777778,9.68,9
"86","Davinson Sanchez","TOT","D",26,2340,90,4.64423076923077,4.86888831096128,4.505,3.95192307692308,5.04728601862884,3.125,120.75,102.75,0.276923076923077,7.2,4
"87","Davy Propper","BHA","M",30,2659,88.6333333333333,6.63066666666667,3.6203476050801,5.79,6.36666666666667,3.77818906933972,5.5,198.92,191,0.304,9.12,6
"88","DeAndre Yedlin","NEW","D",8,720,90,2.58,4.27496700070806,2.87,3.4375,6.56118184040476,3.875,20.64,27.5,0.13,1.04,1
"89","Declan Rice","WHU","M",38,3420,90,7.23526315789474,4.11810618822838,7.33,7.84210526315789,4.86730024390276,7.5,274.94,298,0.153684210526316,5.84,7
"90","Dejan Lovren","LIV","D",8,720,90,9.4075,4.55452914298347,8.325,7,3.80554107284928,7.125,75.26,56,0.295,2.36,0
"91","Dele Alli","TOT","M",20,1720,86,10.219,6.23613400821543,10.87,11.65,8.8289297199604,10.25,204.38,233,0.284,5.68,4
"92","Dennis Praet","LEI","M",10,749,74.9,4.482,2.42603380025918,4.69,6,4.02768199119819,5,44.82,60,0.332,3.32,2
"93","Diego Rico","BOU","D",26,2289,88.0384615384615,9.51307692307692,5.21259763974222,10.11,9.67307692307692,7.04228983739282,10.25,247.34,251.5,0.278461538461538,7.24,6
"94","Diogo Jota","WOL","F",27,2123,78.6296296296296,9.45185185185185,6.0087993406062,9,8.68518518518519,8.59466308928009,5.5,255.2,234.5,0.496296296296296,13.4,11
"95","Divock Origi","LIV","F",6,400,66.6666666666667,6.73333333333333,7.09159126477737,2.75,12.3333333333333,10.5245744173656,10,40.4,74,0.546666666666667,3.28,2
"96","Djibril Sidibe","EVE","D",19,1631,85.8421052631579,9.9678947368421,6.06439937389367,9.3,9.9078947368421,8.22226420488729,11,189.39,188.25,0.328421052631579,6.24,5
"97","Dominic Calvert-Lewin","EVE","F",30,2530,84.3333333333333,9.78333333333333,7.73358476602755,7.15,9.23333333333333,9.27615903468573,5.5,293.5,277,0.290666666666667,8.72,8
"98","Dominic Solanke","BOU","F",17,1386,81.5294117647059,5.76470588235294,4.43437441705008,4.6,6.29411764705882,7.28667195880905,3,98,107,0.225882352941176,3.84,1
"99","Douglas Luiz","AVL","M",26,2273,87.4230769230769,5.37,4.64732611293849,4.11,5.32692307692308,4.97180512026026,3.5,139.62,138.5,0.196923076923077,5.12,7
"100","Dwight Gayle","NEW","F",8,603,75.375,8.7,6.54566377731963,6.25,8.25,5.88581830698648,8.75,69.6,66,0.45,3.6,4
"101","Dwight McNeil","BUR","M",37,3285,88.7837837837838,9.79783783783784,5.80756553276994,9.54,9.93243243243243,6.83756186460146,9,362.52,367.5,0.338378378378378,12.52,16
"102","Eddie Nketiah","ARS","F",5,427,85.4,7.5,4.01497197997695,7,5.7,5.54075807087803,3.5,37.5,28.5,0.432,2.16,3
"103","Emerson","CHE","D",10,900,90,14.31,6.69120484085058,13.665,8.7,5.3069660719557,7.25,143.1,87,0.5,5,1
"104","Emil Krafth","NEW","D",11,930,84.5454545454545,2.13,3.12877611854859,2.97,2.20454545454545,5.69629065908046,2,23.43,24.25,0.189090909090909,2.08,3
"105","Emiliano Buendia","NOR","M",26,2259,86.8846153846154,13.2284615384615,7.11915764247861,11.94,12.8076923076923,7.1806363549158,12.25,343.94,333,0.224615384615385,5.84,3
"106","Enda Stevens","SHU","D",35,3121,89.1714285714286,7.68485714285714,5.58176462263691,8.6,9.67857142857143,4.90631774159732,9.5,268.97,338.75,0.329142857142857,11.52,12
"107","Eric Dier","TOT","D",14,1230,87.8571428571429,7.70214285714286,5.46299745641449,6.4,8.26785714285714,5.1724717771791,9,107.83,115.75,0.32,4.48,3
"108","Eric Garcia","MCI","D",6,522,87,8.49833333333333,6.42210687132086,6.74,8.625,4.70571461098099,9,50.99,51.75,0.573333333333333,3.44,4
"109","Erik Lamela","TOT","M",12,944,78.6666666666667,7.90666666666667,3.29908343561534,8.49,8.54166666666667,5.51221096266913,7,94.88,102.5,0.206666666666667,2.48,5
"110","Erik Pieters","BUR","D",19,1684,88.6315789473684,8.44473684210526,6.05022990235454,8.9,8.06578947368421,9.60860512237134,7.5,160.45,153.25,0.336842105263158,6.4,6
"111","Etienne Capoue","WAT","M",29,2574,88.7586206896552,6.6648275862069,3.52690335714496,5.7,6.74137931034483,4.59934135357439,5.5,193.28,195.5,0.292413793103448,8.48,8
"112","Ezri Konsa Ngoyo","AVL","D",20,1757,87.85,5.3985,5.60732535453214,4.205,5.2125,6.74452750871323,6.75,107.97,104.25,0.256,5.12,5
"113","Fabian Balbuena","WHU","D",13,1170,90,7.55076923076923,6.56688086986313,7.7,7.19230769230769,7.64795305277405,7,98.16,93.5,0.104615384615385,1.36,3
"114","Fabian Delph","EVE","M",13,1125,86.5384615384615,4.46307692307692,2.09952131296392,4.74,4.11538461538461,2.08320512426011,4.5,58.02,53.5,0.409230769230769,5.32,2
"115","Fabian Schar","NEW","D",17,1513,89,6.73235294117647,5.3312106146397,7.22,7.48529411764706,8.02703955207574,8.75,114.45,127.25,0.188235294117647,3.2,4
"116","Fabinho","LIV","M",22,1951,88.6818181818182,6.80090909090909,4.04569837292343,5.08,7.68181818181818,6.08382996253076,5.75,149.62,169,0.414545454545455,9.12,6
"117","Federico Fernandez","NEW","D",29,2595,89.4827586206897,4.64586206896552,4.70362741269315,6,5.49137931034483,7.41333341454915,5,134.73,159.25,0.223448275862069,6.48,8
"118","Felipe Anderson","WHU","M",17,1318,77.5294117647059,11.5517647058824,7.1844695657492,12.82,11.5,7.53533343655077,12,196.38,195.5,0.145882352941176,2.48,7
"119","Fernandinho","MCI","D",25,2202,88.08,6.664,5.99238266468356,7,5.42,6.6288196536035,7,166.6,135.5,0.448,11.2,9
