,Player,#,Nation,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Date,Team,Opponent
353,Felipe Anderson,8.0,br BRA,AM,4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/26/20,West Ham,Aston Villa
354,Declan Rice,41.0,eng ENG,DM,90,2,1,1,1,0,1,2,50.0,1,16,3,18.8,8,8,0,0,0,0,0,2,,0,0,07/26/20,West Ham,Aston Villa
355,Tomas Soucek,28.0,cz CZE,DM,90,4,4,2,2,0,0,1,0.0,1,17,7,41.2,8,7,2,0,0,0,0,0,,3,0,07/26/20,West Ham,Aston Villa
356,Ben Johnson,53.0,eng ENG,LB,90,2,1,1,0,1,1,1,100.0,0,10,2,20.0,5,2,3,4,2,0,2,1,,3,0,07/26/20,West Ham,Aston Villa
357,Angelo Ogbonna,21.0,it ITA,CB,90,0,0,0,0,0,0,1,0.0,1,5,1,20.0,2,3,0,3,2,0,1,1,,4,0,07/26/20,West Ham,Aston Villa
358,Issa Diop,23.0,fr FRA,CB,90,0,0,0,0,0,0,0,,0,8,3,37.5,5,2,1,0,0,0,0,0,,5,0,07/26/20,West Ham,Aston Villa
359,Ryan Fredericks,24.0,eng ENG,RB,90,6,4,6,0,0,2,4,50.0,2,17,6,35.3,15,1,1,1,0,0,1,2,,4,0,07/26/20,West Ham,Aston Villa
360,Åukasz FabiaÅski,1.0,pl POL,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/26/20,West Ham,Aston Villa
361,Mbwana Samatta,20.0,tz TAN,FW,67,1,1,0,1,0,0,1,0.0,1,14,3,21.4,0,6,8,1,0,0,1,0,,0,0,07/26/20,Aston Villa,West Ham
362,Keinan Davis,39.0,eng ENG,FW,23,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,0,,0,0,07/26/20,Aston Villa,West Ham
363,Jack Grealish,10.0,eng ENG,CM,90,1,0,0,1,0,0,0,,0,14,4,28.6,3,6,5,0,0,0,0,0,,0,0,07/26/20,Aston Villa,West Ham
364,Conor Hourihane,14.0,ie IRL,CM,75,0,0,0,0,0,0,0,,0,3,1,33.3,0,2,1,2,0,0,2,1,,1,0,07/26/20,Aston Villa,West Ham
365,Marvelous Nakamba,11.0,zw ZIM,CM,15,0,0,0,0,0,0,0,,0,2,1,50.0,1,0,1,1,1,0,0,0,,0,0,07/26/20,Aston Villa,West Ham
366,John McGinn,7.0,sco SCO,CM,90,2,1,0,0,2,0,3,0.0,3,16,3,18.8,6,6,4,1,0,0,1,2,,0,0,07/26/20,Aston Villa,West Ham
367,Trezeguet,17.0,eg EGY,CM,89,1,1,1,0,0,0,1,0.0,1,24,4,16.7,7,7,10,3,0,0,3,1,,1,0,07/26/20,Aston Villa,West Ham
368,Anwar El Ghazi,21.0,nl NED,CM,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/26/20,Aston Villa,West Ham
369,Douglas Luiz,6.0,br BRA,DM,90,2,1,2,0,0,1,3,33.3,2,22,3,13.6,10,12,0,0,0,0,0,2,,1,0,07/26/20,Aston Villa,West Ham
370,Matt Targett,18.0,eng ENG,LB,90,6,2,3,3,0,3,4,75.0,1,14,4,28.6,4,8,2,1,0,0,1,2,,1,0,07/26/20,Aston Villa,West Ham
371,Tyrone Mings,40.0,eng ENG,CB,90,0,0,0,0,0,0,0,,0,3,0,0.0,2,1,0,1,1,0,0,0,,4,0,07/26/20,Aston Villa,West Ham
372,Ezri Konsa Ngoyo,15.0,eng ENG,CB,90,0,0,0,0,0,0,1,0.0,1,4,1,25.0,1,2,1,2,1,0,1,0,,5,1,07/26/20,Aston Villa,West Ham
373,Frederic Guilbert,24.0,fr FRA,RB,75,1,0,0,1,0,0,0,,0,9,3,33.3,4,2,3,1,0,0,1,1,,1,0,07/26/20,Aston Villa,West Ham
374,Kortney Hause,30.0,eng ENG,RB,15,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,1,0,0,0,,0,0,07/26/20,Aston Villa,West Ham
375,Pepe Reina,29.0,es ESP,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/26/20,Aston Villa,West Ham
376,Olivier Giroud,18.0,fr FRA,FW,77,1,1,1,0,0,0,0,,0,12,3,25.0,1,2,9,1,0,0,1,0,,1,0,07/26/20,Chelsea,Wolves
377,Tammy Abraham,9.0,eng ENG,FW,13,0,0,0,0,0,0,1,0.0,1,4,1,25.0,0,4,0,0,0,0,0,0,,0,0,07/26/20,Chelsea,Wolves
378,Christian Pulisic,22.0,us USA,LW,77,1,0,1,0,0,0,0,,0,12,3,25.0,3,5,4,2,0,0,2,0,,0,0,07/26/20,Chelsea,Wolves
379,Callum Hudson-Odoi,20.0,eng ENG,LW,13,0,0,0,0,0,0,0,,0,0,0,,0,0,0,2,0,0,2,1,,0,0,07/26/20,Chelsea,Wolves
380,Mason Mount,19.0,eng ENG,RW,84,2,1,0,1,1,0,0,,0,11,6,54.5,0,4,7,0,0,0,0,0,,0,0,07/26/20,Chelsea,Wolves
381,Pedro,11.0,es ESP,RW,6,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/26/20,Chelsea,Wolves
382,Mateo Kovacic,17.0,hr CRO,DM,84,6,2,4,2,0,1,2,50.0,1,18,5,27.8,5,9,4,1,0,0,1,0,,0,0,07/26/20,Chelsea,Wolves
383,Ruben Loftus-Cheek,12.0,eng ENG,DM,6,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,,0,0,07/26/20,Chelsea,Wolves
384,Jorginho,5.0,it ITA,DM,87,2,2,0,2,0,0,3,0.0,3,18,7,38.9,9,9,0,1,0,0,1,2,,0,0,07/26/20,Chelsea,Wolves
385,Ross Barkley,8.0,eng ENG,DM,3,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,,0,0,07/26/20,Chelsea,Wolves
386,Marcos Alonso,3.0,es ESP,WB,90,4,3,2,1,1,0,0,,0,14,7,50.0,5,8,1,2,0,0,2,1,,2,0,07/26/20,Chelsea,Wolves
387,Reece James,24.0,eng ENG,WB,90,4,1,0,3,1,0,0,,0,17,7,41.2,2,11,4,1,0,0,1,0,,1,0,07/26/20,Chelsea,Wolves
388,Antonio Rudiger,2.0,de GER,CB,90,7,2,6,1,0,1,3,33.3,2,21,8,38.1,8,13,0,1,0,0,1,0,,5,0,07/26/20,Chelsea,Wolves
389,Kurt Zouma,15.0,fr FRA,CB,90,2,1,0,2,0,0,0,,0,2,2,100.0,0,2,0,2,1,0,1,2,,13,0,07/26/20,Chelsea,Wolves
390,Cesar Azpilicueta,28.0,es ESP,CB,90,4,2,0,3,1,0,2,0.0,2,14,7,50.0,4,8,2,2,1,0,1,1,,5,0,07/26/20,Chelsea,Wolves
391,Willy Caballero,13.0,ar ARG,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/26/20,Chelsea,Wolves
392,Raul Jimenez,9.0,mx MEX,FW,90,1,1,0,1,0,0,0,,0,19,3,15.8,1,8,10,1,0,0,1,0,,1,0,07/26/20,Wolves,Chelsea
393,Diogo Jota,18.0,pt POR,LW,83,1,1,0,1,0,0,0,,0,8,1,12.5,1,5,2,2,0,0,2,0,,1,0,07/26/20,Wolves,Chelsea
394,Bruno JordÃ£o,6.0,pt POR,LW,7,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,,0,0,07/26/20,Wolves,Chelsea
395,Pedro Neto,7.0,pt POR,RW,45,2,1,1,1,0,1,3,33.3,2,8,2,25.0,3,4,1,0,0,0,0,0,,1,0,07/26/20,Wolves,Chelsea
396,Adama Traore,37.0,es ESP,RW,45,0,0,0,0,0,0,1,0.0,1,5,2,40.0,4,1,0,0,0,0,0,0,,1,0,07/26/20,Wolves,Chelsea
397,Ruben Neves,8.0,pt POR,DM,58,1,1,0,1,0,0,0,,0,16,5,31.3,5,9,2,2,0,0,2,0,,1,0,07/26/20,Wolves,Chelsea
398,Joao Moutinho,28.0,pt POR,DM,32,3,0,0,3,0,0,0,,0,11,3,27.3,1,9,1,0,0,0,0,0,,0,0,07/26/20,Wolves,Chelsea
399,Leander Dendoncker,32.0,be BEL,DM,90,3,1,0,2,1,1,1,100.0,0,17,8,47.1,5,10,2,3,0,0,3,0,,1,0,07/26/20,Wolves,Chelsea
400,Jonny,19.0,es ESP,WB,57,0,0,0,0,0,0,0,,0,17,3,17.6,9,8,0,1,0,0,1,0,,0,0,07/26/20,Wolves,Chelsea
401,Ruben Vinagre,29.0,pt POR,WB,33,1,0,1,0,0,0,0,,0,9,1,11.1,2,7,0,0,0,0,0,1,,0,0,07/26/20,Wolves,Chelsea
402,Matt Doherty,2.0,ie IRL,WB,58,1,0,1,0,0,1,1,100.0,0,8,3,37.5,6,1,1,2,0,0,2,0,,1,0,07/26/20,Wolves,Chelsea
403,Daniel Podence,10.0,pt POR,WB,32,0,0,0,0,0,0,0,,0,8,0,0.0,1,5,2,1,1,0,0,1,,0,0,07/26/20,Wolves,Chelsea
404,Romain Saiss,27.0,ma MAR,CB,90,4,2,3,1,0,2,2,100.0,0,9,2,22.2,5,4,0,1,0,0,1,2,,8,0,07/26/20,Wolves,Chelsea
405,Conor Coady,16.0,eng ENG,CB,90,1,0,0,1,0,0,0,,0,11,2,18.2,6,5,0,0,0,0,0,2,,9,0,07/26/20,Wolves,Chelsea
406,Willy Boly,15.0,fr FRA,CB,90,8,7,6,2,0,2,3,66.7,1,14,7,50.0,7,7,0,6,2,0,4,2,,8,0,07/26/20,Wolves,Chelsea
407,Rui PatrÃ­cio,11.0,pt POR,GK,90,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,,0,0,07/26/20,Wolves,Chelsea
408,Wilfried Zaha,11.0,ci CIV,FW,90,1,1,0,0,1,1,1,100.0,0,13,6,46.2,0,7,6,0,0,0,0,0,,0,0,07/26/20,Crystal Palace,Tottenham
409,Jordan Ayew,9.0,gh GHA,FW,90,1,0,1,0,0,0,0,,0,11,3,27.3,2,3,6,0,0,0,0,0,,1,0,07/26/20,Crystal Palace,Tottenham
410,Jeffrey Schlupp,15.0,gh GHA,CM,84,1,0,1,0,0,0,0,,0,13,2,15.4,4,6,3,2,0,0,2,2,,0,0,07/26/20,Crystal Palace,Tottenham
411,Luka Milivojevic,4.0,rs SRB,CM,6,0,0,0,0,0,0,0,,0,2,2,100.0,2,0,0,0,0,0,0,0,,0,0,07/26/20,Crystal Palace,Tottenham
412,James McArthur,18.0,sco SCO,CM,69,5,4,2,3,0,2,5,40.0,3,17,7,41.2,12,5,0,1,1,0,0,1,,0,0,07/26/20,Crystal Palace,Tottenham
413,Jairo Riedewald,44.0,nl NED,CM,21,0,0,0,0,0,0,0,,0,4,2,50.0,0,4,0,0,0,0,0,0,,0,0,07/26/20,Crystal Palace,Tottenham
414,James McCarthy,22.0,ie IRL,CM,90,5,3,0,3,2,4,8,50.0,4,17,8,47.1,5,10,2,0,0,0,0,2,,0,0,07/26/20,Crystal Palace,Tottenham
415,Andros Townsend,10.0,eng ENG,CM,90,3,3,1,2,0,3,3,100.0,0,16,4,25.0,5,3,8,7,0,0,7,2,,0,0,07/26/20,Crystal Palace,Tottenham
416,Tyrick Mitchell,39.0,eng ENG,LB,90,4,1,2,0,2,1,5,20.0,4,24,4,16.7,12,6,6,2,0,0,2,1,,0,0,07/26/20,Crystal Palace,Tottenham
417,Scott Dann,6.0,eng ENG,CB,90,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,,3,0,07/26/20,Crystal Palace,Tottenham
418,Cheikhou Kouyate,8.0,sn SEN,CB,90,1,0,1,0,0,0,2,0.0,2,7,4,57.1,3,4,0,2,1,0,1,1,,3,0,07/26/20,Crystal Palace,Tottenham
419,Joel Ward,2.0,eng ENG,RB,90,2,1,1,1,0,0,0,,0,5,1,20.0,2,3,0,0,0,0,0,2,,3,0,07/26/20,Crystal Palace,Tottenham
420,Vicente Guaita,31.0,es ESP,GK,90,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,,0,0,07/26/20,Crystal Palace,Tottenham
421,Harry Kane,10.0,eng ENG,FW,90,0,0,0,0,0,0,0,,0,12,6,50.0,0,5,7,2,1,0,1,0,,1,0,07/26/20,Tottenham,Crystal Palace
422,Son Heung-Min,7.0,kr KOR,LW,79,3,2,2,1,0,1,3,33.3,2,13,5,38.5,1,8,4,2,0,0,2,2,,0,0,07/26/20,Tottenham,Crystal Palace
423,Dele Alli,20.0,eng ENG,LW,11,1,1,0,1,0,0,0,,0,4,2,50.0,1,2,1,1,0,0,1,1,,1,0,07/26/20,Tottenham,Crystal Palace
424,Lucas Moura,27.0,br BRA,RW,89,5,3,3,1,1,1,3,33.3,2,22,8,36.4,8,7,7,1,0,0,1,0,,2,0,07/26/20,Tottenham,Crystal Palace
425,Davinson Sanchez,6.0,co COL,CB,1,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,1,,1,0,07/26/20,Tottenham,Crystal Palace
426,Giovani Lo Celso,18.0,ar ARG,AM,59,5,3,1,2,2,0,0,,0,19,5,26.3,4,11,4,2,1,0,1,1,,0,0,07/26/20,Tottenham,Crystal Palace
427,Steven Bergwijn,23.0,nl NED,AM,31,1,1,1,0,0,0,1,0.0,1,7,3,42.9,2,5,0,0,0,0,0,0,,0,0,07/26/20,Tottenham,Crystal Palace
428,Harry Winks,8.0,eng ENG,DM,90,1,0,0,0,1,0,1,0.0,1,12,4,33.3,6,5,1,0,0,0,0,2,,3,0,07/26/20,Tottenham,Crystal Palace
429,Moussa Sissoko,17.0,fr FRA,DM,79,4,2,4,0,0,0,1,0.0,1,13,5,38.5,6,4,3,2,0,0,2,6,,0,0,07/26/20,Tottenham,Crystal Palace
430,Oliver Skipp,29.0,eng ENG,DM,11,1,1,0,1,0,0,0,,0,1,1,100.0,0,1,0,1,0,0,1,0,,0,0,07/26/20,Tottenham,Crystal Palace
431,Ben Davies,33.0,wal WAL,LB,90,0,0,0,0,0,0,2,0.0,2,11,3,27.3,0,7,4,2,0,0,2,3,,7,0,07/26/20,Tottenham,Crystal Palace
432,Eric Dier,15.0,eng ENG,CB,90,0,0,0,0,0,0,0,,0,6,1,16.7,4,1,1,0,0,0,0,3,,7,0,07/26/20,Tottenham,Crystal Palace
433,Toby Alderweireld,4.0,be BEL,CB,90,4,3,1,3,0,0,0,,0,14,5,35.7,8,6,0,0,0,0,0,2,,3,0,07/26/20,Tottenham,Crystal Palace
434,Serge Aurier,24.0,ci CIV,RB,90,6,4,5,1,0,1,2,50.0,1,20,6,30.0,16,2,2,2,0,0,2,3,,0,0,07/26/20,Tottenham,Crystal Palace
435,Hugo Lloris,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/26/20,Tottenham,Crystal Palace
436,Moise Kean,27.0,it ITA,FW,69,0,0,0,0,0,0,0,,0,5,4,80.0,0,0,5,1,0,0,1,1,,0,0,07/26/20,Everton,Bournemouth
437,Dominic Calvert-Lewin,9.0,eng ENG,FW,21,0,0,0,0,0,0,0,,0,2,1,50.0,0,2,0,0,0,0,0,0,,1,0,07/26/20,Everton,Bournemouth
438,Richarlison,7.0,br BRA,LW,90,4,3,2,1,1,1,2,50.0,1,15,9,60.0,6,4,5,1,0,0,1,0,,1,0,07/26/20,Everton,Bournemouth
439,Theo Walcott,11.0,eng ENG,RW,57,0,0,0,0,0,0,0,,0,2,1,50.0,1,1,0,1,0,0,1,0,,0,0,07/26/20,Everton,Bournemouth
440,Anthony Gordon,42.0,eng ENG,RW,33,1,1,0,1,0,0,0,,0,8,3,37.5,6,2,0,1,0,0,1,0,,0,0,07/26/20,Everton,Bournemouth
441,Gylfi Sigurdsson,10.0,is ISL,AM,90,4,2,1,2,1,1,4,25.0,3,18,7,38.9,2,11,5,1,0,0,1,2,,1,0,07/26/20,Everton,Bournemouth
442,Tom Davies,26.0,eng ENG,CM,69,4,3,2,0,2,1,1,100.0,0,13,5,38.5,8,2,3,0,0,0,0,1,,4,0,07/26/20,Everton,Bournemouth
443,Bernard,20.0,br BRA,CM,21,0,0,0,0,0,0,0,,0,5,2,40.0,2,0,3,0,0,0,0,0,,0,0,07/26/20,Everton,Bournemouth
444,Andre Gomes,21.0,pt POR,CM,90,1,0,0,0,1,0,2,0.0,2,16,4,25.0,6,6,4,2,0,0,2,0,,1,0,07/26/20,Everton,Bournemouth
445,Lucas Digne,12.0,fr FRA,LB,69,1,0,1,0,0,0,2,0.0,2,6,2,33.3,5,0,1,2,1,0,1,0,,4,0,07/26/20,Everton,Bournemouth
446,Leighton Baines,3.0,eng ENG,LB,21,0,0,0,0,0,0,0,,0,2,1,50.0,1,0,1,0,0,0,0,0,,0,0,07/26/20,Everton,Bournemouth
447,Jarrad Branthwaite,32.0,eng ENG,CB,90,3,3,3,0,0,1,1,100.0,0,13,6,46.2,10,2,1,1,0,0,1,1,,9,0,07/26/20,Everton,Bournemouth
448,Michael Keane,5.0,eng ENG,CB,90,2,1,1,0,1,0,0,,0,6,2,33.3,4,1,1,4,3,0,1,1,,7,0,07/26/20,Everton,Bournemouth
449,Seamus Coleman,23.0,ie IRL,RB,57,3,2,1,2,0,1,3,33.3,2,12,6,50.0,6,6,0,2,0,0,2,0,,1,0,07/26/20,Everton,Bournemouth
450,Djibril Sidibe,19.0,fr FRA,RB,33,0,0,0,0,0,0,0,,0,7,2,28.6,4,0,3,0,0,0,0,0,,3,0,07/26/20,Everton,Bournemouth
451,Jordan Pickford,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/26/20,Everton,Bournemouth
452,Dominic Solanke,9.0,eng ENG,FW,63,1,0,0,1,0,1,1,100.0,0,13,3,23.1,1,5,7,0,0,0,0,1,,0,0,07/26/20,Bournemouth,Everton
453,Philip Billing,29.0,dk DEN,"CM,FW",27,1,0,0,1,0,0,0,,0,8,2,25.0,1,3,4,1,0,0,1,1,,0,0,07/26/20,Bournemouth,Everton
454,Callum Wilson,13.0,eng ENG,FW,90,0,0,0,0,0,0,0,,0,24,3,12.5,0,6,18,0,0,0,0,0,,0,0,07/26/20,Bournemouth,Everton
455,Joshua King,7.0,no NOR,CM,87,1,1,0,0,1,0,0,,0,15,5,33.3,3,7,5,1,0,0,1,0,,0,0,07/26/20,Bournemouth,Everton
456,Harry Wilson,22.0,wal WAL,CM,3,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,,0,0,07/26/20,Bournemouth,Everton
457,Jefferson Lerma,8.0,co COL,"CM,DM",90,3,1,0,3,0,0,0,,0,15,5,33.3,5,6,4,2,0,0,2,1,,2,0,07/26/20,Bournemouth,Everton
458,Dan Gosling,4.0,eng ENG,CM,90,1,1,0,1,0,0,2,0.0,2,26,4,15.4,7,10,9,2,0,0,2,2,,3,0,07/26/20,Bournemouth,Everton
459,David Brooks,20.0,wal WAL,CM,63,0,0,0,0,0,0,3,0.0,3,15,3,20.0,2,8,5,2,0,0,2,1,,0,0,07/26/20,Bournemouth,Everton
460,Junior Stanislas,19.0,eng ENG,CM,27,1,0,0,0,1,1,1,100.0,0,2,0,0.0,1,0,1,0,0,0,0,0,,1,0,07/26/20,Bournemouth,Everton
461,Diego Rico,21.0,es ESP,LB,90,7,7,3,3,1,2,6,33.3,4,16,9,56.3,8,6,2,6,0,0,6,2,,1,0,07/26/20,Bournemouth,Everton
462,Lloyd Kelly,26.0,eng ENG,CB,90,1,0,0,1,0,1,1,100.0,0,8,3,37.5,4,3,1,2,2,0,0,2,,2,0,07/26/20,Bournemouth,Everton
463,Steve Cook,3.0,eng ENG,CB,90,1,1,0,1,0,1,1,100.0,0,4,2,50.0,1,2,1,2,2,0,0,1,,6,0,07/26/20,Bournemouth,Everton
464,Adam Smith,15.0,eng ENG,RB,90,1,1,1,0,0,0,2,0.0,2,14,3,21.4,7,5,2,2,0,0,2,1,,1,0,07/26/20,Bournemouth,Everton
465,Aaron Ramsdale,12.0,eng ENG,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/26/20,Bournemouth,Everton
466,Alexandre Lacazette,9.0,fr FRA,FW,56,1,1,1,0,0,0,1,0.0,1,6,1,16.7,2,3,1,1,0,0,1,0,,1,0,07/26/20,Arsenal,Watford
467,Eddie Nketiah,30.0,eng ENG,FW,34,2,2,1,1,0,0,1,0.0,1,7,2,28.6,2,4,1,1,0,0,1,0,,0,0,07/26/20,Arsenal,Watford
468,Pierre-Emerick Aubameyang,14.0,ga GAB,LW,90,1,1,0,1,0,0,2,0.0,2,11,2,18.2,3,8,0,3,0,0,3,2,,0,0,07/26/20,Arsenal,Watford
469,Nicolas Pepe,19.0,ci CIV,RW,71,1,0,0,1,0,1,1,100.0,0,4,0,0.0,1,2,1,2,1,0,1,0,,1,0,07/26/20,Arsenal,Watford
470,Reiss Nelson,24.0,eng ENG,RW,19,0,0,0,0,0,0,1,0.0,1,3,0,0.0,2,1,0,0,0,0,0,0,,0,0,07/26/20,Arsenal,Watford
471,Joseph Willock,28.0,eng ENG,AM,56,1,1,1,0,0,0,1,0.0,1,8,3,37.5,2,6,0,0,0,0,0,0,,0,0,07/26/20,Arsenal,Watford
472,Sead Kolasinac,31.0,ba BIH,"CB,AM",34,1,1,1,0,0,0,0,,0,8,7,87.5,6,2,0,2,0,0,2,0,,0,0,07/26/20,Arsenal,Watford
473,Granit Xhaka,34.0,ch SUI,"CM,DM",90,1,1,1,0,0,0,3,0.0,3,13,6,46.2,8,4,1,1,0,0,1,1,,4,0,07/26/20,Arsenal,Watford
