,Player,#,Nation,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Date,Team,Opponent
146,Martin DÃºbravka,1.0,sk SVK,GK,90,23,18,23,0,0,0,12,0,0,,0,0,8,44,27,6,6,100.0,0,0,07/20/20,Newcastle Utd,Brighton
147,Raul Jimenez,9.0,mx MEX,FW,90,35,2,2,14,20,5,35,3,5,60.0,3,0,17,96,64,39,26,66.7,1,1,07/20/20,Wolves,Crystal Palace
148,Daniel Podence,10.0,pt POR,AM,71,35,0,5,17,16,4,34,2,3,66.7,3,0,19,124,57,35,24,68.6,1,0,07/20/20,Wolves,Crystal Palace
149,Diogo Jota,18.0,pt POR,AM,19,7,0,1,4,2,0,7,0,0,,0,0,4,23,16,10,5,50.0,0,0,07/20/20,Wolves,Crystal Palace
150,Adama Traore,37.0,es ESP,AM,80,36,0,1,20,19,3,36,5,5,100.0,5,0,36,414,220,35,31,88.6,3,1,07/20/20,Wolves,Crystal Palace
151,Pedro Neto,7.0,pt POR,AM,10,9,0,0,3,6,0,9,0,3,0.0,1,0,8,43,15,8,7,87.5,0,0,07/20/20,Wolves,Crystal Palace
152,Joao Moutinho,28.0,pt POR,DM,90,76,2,11,46,21,0,64,0,0,,0,0,42,186,100,56,55,98.2,1,0,07/20/20,Wolves,Crystal Palace
153,Ruben Neves,8.0,pt POR,DM,90,80,4,18,55,8,0,76,0,0,,0,0,47,124,55,48,47,97.9,0,0,07/20/20,Wolves,Crystal Palace
154,Jonny,19.0,es ESP,WB,90,65,0,7,36,27,2,53,4,6,66.7,4,0,42,278,182,46,41,89.1,1,3,07/20/20,Wolves,Crystal Palace
155,Matt Doherty,2.0,ie IRL,WB,90,82,3,16,45,25,3,74,1,1,100.0,1,1,48,181,97,57,53,93.0,1,2,07/20/20,Wolves,Crystal Palace
156,Willy Boly,15.0,fr FRA,CB,90,52,6,20,31,2,2,52,1,1,100.0,1,0,32,136,64,31,31,100.0,0,0,07/20/20,Wolves,Crystal Palace
157,Conor Coady,16.0,eng ENG,CB,90,48,3,33,21,0,0,48,0,0,,0,0,34,167,66,37,37,100.0,0,0,07/20/20,Wolves,Crystal Palace
158,Leander Dendoncker,32.0,be BEL,CB,90,59,6,28,32,0,0,57,0,0,,0,0,36,185,68,36,36,100.0,0,0,07/20/20,Wolves,Crystal Palace
159,Rui PatrÃ­cio,11.0,pt POR,GK,90,21,19,21,0,0,0,15,0,0,,0,0,8,36,20,6,6,100.0,0,0,07/20/20,Wolves,Crystal Palace
160,Jordan Ayew,9.0,gh GHA,FW,90,38,2,3,22,14,2,36,2,2,100.0,2,0,26,147,100,41,28,68.3,1,3,07/20/20,Crystal Palace,Wolves
161,Wilfried Zaha,11.0,ci CIV,FW,90,35,0,2,18,20,5,35,2,3,66.7,2,0,31,193,84,37,28,75.7,5,3,07/20/20,Crystal Palace,Wolves
162,Jeffrey Schlupp,15.0,gh GHA,CM,72,40,0,8,16,17,2,38,3,5,60.0,3,0,25,193,125,36,29,80.6,1,3,07/20/20,Crystal Palace,Wolves
163,Jairo Riedewald,44.0,nl NED,CM,18,11,0,2,8,1,0,11,0,0,,0,0,6,9,7,10,9,90.0,0,0,07/20/20,Crystal Palace,Wolves
164,James McArthur,18.0,sco SCO,CM,90,68,4,20,44,7,1,68,2,2,100.0,2,0,40,233,126,44,43,97.7,1,1,07/20/20,Crystal Palace,Wolves
165,James McCarthy,22.0,ie IRL,CM,90,73,1,17,48,14,0,65,0,0,,0,0,35,143,46,47,47,100.0,1,0,07/20/20,Crystal Palace,Wolves
166,Andros Townsend,10.0,eng ENG,CM,90,34,0,3,22,13,0,26,1,1,100.0,1,0,21,145,42,28,20,71.4,3,1,07/20/20,Crystal Palace,Wolves
167,Tyrick Mitchell,39.0,eng ENG,LB,90,53,3,16,28,14,2,43,0,0,,0,0,26,171,117,35,32,91.4,0,1,07/20/20,Crystal Palace,Wolves
168,Mamadou Sakho,12.0,fr FRA,CB,22,16,5,13,4,0,0,16,0,0,,0,0,11,66,29,11,10,90.9,0,0,07/20/20,Crystal Palace,Wolves
169,Cheikhou Kouyate,8.0,sn SEN,CB,68,37,2,22,14,2,1,37,0,0,,0,0,20,132,41,24,24,100.0,0,0,07/20/20,Crystal Palace,Wolves
170,Scott Dann,6.0,eng ENG,CB,90,56,4,40,20,0,0,53,0,0,,0,0,29,132,94,38,37,97.4,0,0,07/20/20,Crystal Palace,Wolves
171,Joel Ward,2.0,eng ENG,RB,90,63,4,20,33,11,1,50,0,0,,0,0,29,129,81,35,33,94.3,1,1,07/20/20,Crystal Palace,Wolves
172,Vicente Guaita,31.0,es ESP,GK,90,25,22,25,0,0,0,17,0,0,,0,0,8,54,32,9,9,100.0,0,0,07/20/20,Crystal Palace,Wolves
173,Troy Deeney,9.0,eng ENG,FW,66,35,0,5,23,7,0,33,1,2,50.0,1,0,15,34,11,31,27,87.1,3,1,07/21/20,Watford,Manchester City
174,Danny Welbeck,10.0,eng ENG,FW,24,11,0,1,8,2,1,11,1,3,33.3,1,0,9,79,67,12,9,75.0,1,1,07/21/20,Watford,Manchester City
175,Roberto Pereyra,37.0,ar ARG,LW,86,24,1,9,11,5,0,24,0,2,0.0,0,0,22,134,92,22,15,68.2,2,1,07/21/20,Watford,Manchester City
176,Adam Masina,11.0,it ITA,LW,4,2,0,0,2,0,0,2,0,0,,0,0,2,1,1,2,2,100.0,0,0,07/21/20,Watford,Manchester City
177,Ismaila Sarr,23.0,sn SEN,RW,90,25,0,9,14,5,1,22,2,2,100.0,2,0,16,94,48,20,11,55.0,2,4,07/21/20,Watford,Manchester City
178,Will Hughes,19.0,eng ENG,CM,90,38,8,18,18,4,1,37,0,0,,0,0,20,67,42,18,16,88.9,2,3,07/21/20,Watford,Manchester City
179,Abdoulaye Doucoure,16.0,fr FRA,CM,81,37,4,21,14,4,0,37,1,2,50.0,1,0,28,96,59,21,18,85.7,2,3,07/21/20,Watford,Manchester City
180,Nathaniel Chalobah,14.0,eng ENG,CM,9,3,0,1,0,2,0,3,0,0,,0,0,2,3,0,2,2,100.0,0,1,07/21/20,Watford,Manchester City
181,Tom Cleverley,8.0,eng ENG,DM,90,37,6,18,15,4,0,34,0,1,0.0,0,0,19,31,11,17,17,100.0,0,1,07/21/20,Watford,Manchester City
182,Kiko Femenia,21.0,es ESP,LB,90,51,8,27,16,10,0,39,1,1,100.0,1,0,22,107,66,17,17,100.0,0,0,07/21/20,Watford,Manchester City
183,Craig Dawson,4.0,eng ENG,CB,90,33,9,22,13,2,1,33,1,1,100.0,1,0,16,45,17,15,15,100.0,1,0,07/21/20,Watford,Manchester City
184,Christian Kabasele,27.0,be BEL,CB,90,24,8,18,7,0,0,23,0,0,,0,0,8,41,7,10,9,90.0,0,0,07/21/20,Watford,Manchester City
185,Adrian Mariappa,6.0,jm JAM,RB,90,20,4,13,5,2,0,16,0,0,,0,0,3,0,0,5,5,100.0,0,0,07/21/20,Watford,Manchester City
186,Ben Foster,26.0,eng ENG,GK,90,37,33,35,2,0,0,21,0,0,,0,0,9,82,52,6,6,100.0,0,0,07/21/20,Watford,Manchester City
187,Gabriel Jesus,9.0,br BRA,FW,90,28,0,1,11,16,5,28,0,0,,0,0,19,73,29,34,21,61.8,0,2,07/21/20,Manchester City,Watford
188,Raheem Sterling,7.0,eng ENG,"LW,RW",63,53,0,4,13,37,6,52,2,5,40.0,2,1,47,166,86,44,42,95.5,3,1,07/21/20,Manchester City,Watford
189,Riyad Mahrez,26.0,dz ALG,RW,27,19,0,1,10,11,3,19,2,3,66.7,2,0,18,89,25,18,15,83.3,0,1,07/21/20,Manchester City,Watford
190,Phil Foden,47.0,eng ENG,"LW,RW",90,65,0,2,17,50,8,65,3,3,100.0,3,0,50,248,191,58,52,89.7,1,2,07/21/20,Manchester City,Watford
191,Bernardo Silva,20.0,pt POR,CM,90,82,2,14,42,31,3,78,0,0,,0,0,54,255,125,72,67,93.1,0,0,07/21/20,Manchester City,Watford
192,Kevin De Bruyne,17.0,be BEL,CM,90,102,1,10,41,56,8,91,1,1,100.0,1,0,70,225,134,86,81,94.2,3,2,07/21/20,Manchester City,Watford
193,Rodrigo,16.0,es ESP,DM,90,140,1,18,96,32,2,138,0,1,0.0,0,0,100,487,337,112,111,99.1,0,1,07/21/20,Manchester City,Watford
194,Joao Cancelo,27.0,pt POR,"LB,RB",90,103,3,15,51,43,5,101,7,9,77.8,8,2,90,425,241,84,81,96.4,1,1,07/21/20,Manchester City,Watford
195,Aymeric Laporte,14.0,fr FRA,CB,73,70,4,18,54,6,1,68,0,0,,0,0,50,293,200,54,54,100.0,0,0,07/21/20,Manchester City,Watford
196,John Stones,5.0,eng ENG,CB,17,20,2,9,12,1,0,20,0,0,,0,0,8,42,30,15,15,100.0,0,0,07/21/20,Manchester City,Watford
197,Eric Garcia,50.0,es ESP,CB,90,82,5,27,57,5,1,80,2,2,100.0,2,0,61,372,256,63,63,100.0,0,0,07/21/20,Manchester City,Watford
198,Kyle Walker,2.0,eng ENG,RB,63,77,1,10,41,31,0,71,0,1,0.0,0,0,55,263,102,58,56,96.6,0,0,07/21/20,Manchester City,Watford
199,Oleksandr Zinchenko,11.0,ua UKR,LB,27,26,0,2,16,9,1,26,0,0,,0,0,19,99,69,28,25,89.3,0,0,07/21/20,Manchester City,Watford
200,Ederson,31.0,br BRA,GK,90,23,20,22,1,0,0,14,0,0,,0,0,8,27,19,10,10,100.0,0,0,07/21/20,Manchester City,Watford
201,Mbwana Samatta,20.0,tz TAN,FW,71,21,0,2,10,9,0,21,0,0,,0,0,10,65,27,31,16,51.6,1,0,07/21/20,Aston Villa,Arsenal
202,Keinan Davis,39.0,eng ENG,FW,19,12,2,3,4,5,1,12,0,0,,0,0,9,51,20,14,11,78.6,1,0,07/21/20,Aston Villa,Arsenal
203,Jack Grealish,10.0,eng ENG,LW,90,48,4,15,26,17,1,47,1,1,100.0,1,0,36,453,317,40,29,72.5,0,0,07/21/20,Aston Villa,Arsenal
204,Trezeguet,17.0,eg EGY,RW,90,26,0,5,7,14,3,26,1,1,100.0,1,0,15,82,17,33,14,42.4,2,2,07/21/20,Aston Villa,Arsenal
205,Conor Hourihane,14.0,ie IRL,CM,72,37,2,6,15,16,0,22,0,0,,0,0,13,18,5,15,15,100.0,0,0,07/21/20,Aston Villa,Arsenal
206,Marvelous Nakamba,11.0,zw ZIM,CM,18,5,1,3,1,1,0,5,0,0,,0,0,1,2,0,3,2,66.7,0,0,07/21/20,Aston Villa,Arsenal
207,John McGinn,7.0,sco SCO,CM,89,27,3,5,13,11,3,27,0,0,,0,0,18,88,50,20,14,70.0,1,3,07/21/20,Aston Villa,Arsenal
208,Henri Lansbury,8.0,eng ENG,CM,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,07/21/20,Aston Villa,Arsenal
209,Douglas Luiz,6.0,br BRA,DM,90,39,6,12,26,3,0,36,1,1,100.0,1,0,19,143,70,17,17,100.0,0,1,07/21/20,Aston Villa,Arsenal
210,Matt Targett,18.0,eng ENG,LB,90,33,5,15,16,6,2,29,0,0,,0,0,16,77,58,17,16,94.1,0,0,07/21/20,Aston Villa,Arsenal
211,Tyrone Mings,40.0,eng ENG,CB,90,51,13,32,22,1,1,49,0,0,,0,0,26,117,43,27,26,96.3,1,0,07/21/20,Aston Villa,Arsenal
212,Ezri Konsa Ngoyo,15.0,eng ENG,CB,90,33,10,19,11,3,2,32,1,1,100.0,1,0,16,29,15,17,17,100.0,0,0,07/21/20,Aston Villa,Arsenal
213,Ahmed El Mohamady,27.0,eg EGY,RB,24,16,0,5,8,5,0,15,0,0,,0,0,10,43,12,9,9,100.0,0,0,07/21/20,Aston Villa,Arsenal
214,Frederic Guilbert,24.0,fr FRA,RB,66,31,2,9,9,14,2,23,1,1,100.0,1,0,10,36,24,13,10,76.9,0,1,07/21/20,Aston Villa,Arsenal
215,Pepe Reina,29.0,es ESP,GK,90,38,31,38,0,0,0,26,0,0,,0,0,17,99,66,19,19,100.0,0,0,07/21/20,Aston Villa,Arsenal
216,Alexandre Lacazette,9.0,fr FRA,FW,90,34,2,6,17,13,3,32,0,1,0.0,0,0,20,121,63,31,26,83.9,0,4,07/21/20,Arsenal,Aston Villa
217,Pierre-Emerick Aubameyang,14.0,ga GAB,LW,90,32,2,4,14,15,4,32,0,1,0.0,0,0,22,154,99,31,25,80.6,2,0,07/21/20,Arsenal,Aston Villa
218,Eddie Nketiah,30.0,eng ENG,RW,90,29,0,2,13,16,4,29,1,1,100.0,1,0,23,133,57,31,26,83.9,2,3,07/21/20,Arsenal,Aston Villa
219,Lucas Torreira,11.0,uy URU,DM,45,44,2,9,30,8,0,42,0,0,,0,0,31,151,47,37,36,97.3,0,2,07/21/20,Arsenal,Aston Villa
220,Granit Xhaka,34.0,ch SUI,DM,45,48,1,8,32,14,0,48,1,1,100.0,1,0,38,228,105,42,41,97.6,0,0,07/21/20,Arsenal,Aston Villa
221,Dani Ceballos,8.0,es ESP,DM,90,120,4,25,73,34,4,109,1,3,33.3,2,1,90,617,389,94,92,97.9,1,1,07/21/20,Arsenal,Aston Villa
222,Bukayo Saka,77.0,eng ENG,WB,59,46,2,13,12,22,2,40,0,0,,0,0,22,75,59,35,26,74.3,0,4,07/21/20,Arsenal,Aston Villa
223,Kieran Tierney,3.0,sco SCO,WB,31,30,1,12,6,15,2,27,0,0,,0,0,20,185,87,22,20,90.9,3,1,07/21/20,Arsenal,Aston Villa
224,Cedric Soares,17.0,pt POR,"WB,CB",78,61,1,10,25,30,0,51,0,0,,0,0,37,232,147,43,41,95.3,2,0,07/21/20,Arsenal,Aston Villa
225,Joseph Willock,28.0,eng ENG,CB,12,10,2,3,5,2,0,9,0,0,,0,0,6,40,4,6,6,100.0,0,0,07/21/20,Arsenal,Aston Villa
226,Sead Kolasinac,31.0,ba BIH,CB,90,95,5,33,52,14,2,93,2,2,100.0,2,0,63,369,256,66,66,100.0,0,0,07/21/20,Arsenal,Aston Villa
227,David Luiz,23.0,br BRA,CB,59,50,8,31,25,1,0,47,1,1,100.0,1,0,39,284,224,42,41,97.6,0,1,07/21/20,Arsenal,Aston Villa
228,Nicolas Pepe,19.0,ci CIV,"WB,CB",31,25,0,2,14,15,1,23,0,1,0.0,0,0,21,191,143,23,21,91.3,0,0,07/21/20,Arsenal,Aston Villa
229,Rob Holding,16.0,eng ENG,CB,90,87,10,41,56,2,0,85,0,0,,0,0,62,453,329,70,70,100.0,0,0,07/21/20,Arsenal,Aston Villa
230,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,27,20,27,0,0,0,20,0,0,,0,0,16,67,38,14,14,100.0,0,0,07/21/20,Arsenal,Aston Villa
231,Anthony Martial,9.0,fr FRA,FW,90,48,0,2,18,30,10,47,1,2,50.0,1,0,37,193,101,58,44,75.9,1,1,07/22/20,Manchester Utd,West Ham
232,Marcus Rashford,10.0,eng ENG,LW,84,53,1,6,19,33,3,53,4,6,66.7,4,2,39,312,222,51,40,78.4,4,3,07/22/20,Manchester Utd,West Ham
233,Odion Ighalo,25.0,ng NGA,LW,6,8,0,0,3,5,4,8,0,0,,0,0,5,30,0,8,6,75.0,1,1,07/22/20,Manchester Utd,West Ham
234,Mason Greenwood,26.0,eng ENG,RW,90,50,1,2,15,34,5,50,1,2,50.0,1,0,41,191,98,52,41,78.8,5,2,07/22/20,Manchester Utd,West Ham
235,Bruno Fernandes,18.0,pt POR,AM,90,85,0,6,46,43,3,81,0,0,,0,0,61,310,189,84,72,85.7,4,1,07/22/20,Manchester Utd,West Ham
236,Nemanja Matic,31.0,rs SRB,CM,90,108,3,23,72,30,1,107,1,1,100.0,1,0,80,604,355,84,83,98.8,1,3,07/22/20,Manchester Utd,West Ham
237,Paul Pogba,6.0,fr FRA,CM,90,93,3,11,59,26,0,92,2,2,100.0,2,0,68,309,184,78,75,96.2,0,3,07/22/20,Manchester Utd,West Ham
238,Brandon Williams,53.0,eng ENG,LB,90,84,4,19,44,27,2,75,1,1,100.0,1,0,54,278,145,60,59,98.3,3,0,07/22/20,Manchester Utd,West Ham
239,Harry Maguire,5.0,eng ENG,CB,90,75,12,34,41,4,1,74,0,0,,0,0,42,351,240,47,47,100.0,0,0,07/22/20,Manchester Utd,West Ham
240,Victor Lindelof,2.0,se SWE,CB,90,67,14,33,36,2,0,67,0,0,,0,0,41,330,221,47,46,97.9,1,0,07/22/20,Manchester Utd,West Ham
241,Timothy Fosu-Mensah,24.0,nl NED,RB,45,22,0,5,8,10,1,20,1,1,100.0,1,0,13,45,28,18,14,77.8,0,0,07/22/20,Manchester Utd,West Ham
242,Aaron Wan-Bissaka,29.0,eng ENG,RB,45,26,1,4,10,14,1,25,0,0,,0,0,15,107,72,15,14,93.3,0,3,07/22/20,Manchester Utd,West Ham
243,David de Gea,1.0,es ESP,GK,90,26,25,26,0,0,0,13,0,0,,0,0,7,41,37,7,7,100.0,0,0,07/22/20,Manchester Utd,West Ham
244,Michail Antonio,30.0,eng ENG,FW,77,38,0,3,11,27,5,35,0,0,,0,0,27,139,89,53,30,56.6,1,2,07/22/20,West Ham,Manchester Utd
245,Sebastien Haller,22.0,fr FRA,FW,13,16,1,5,10,2,1,16,0,0,,0,0,9,61,13,17,11,64.7,1,2,07/22/20,West Ham,Manchester Utd
246,Pablo Fornals,18.0,es ESP,LW,90,52,0,13,22,19,1,52,0,0,,0,0,36,144,68,51,39,76.5,0,2,07/22/20,West Ham,Manchester Utd
247,Jarrod Bowen,17.0,eng ENG,RW,89,49,1,9,25,26,5,46,2,3,66.7,2,0,38,412,226,46,36,78.3,0,3,07/22/20,West Ham,Manchester Utd
248,Andriy Yarmolenko,7.0,ua UKR,RW,1,4,1,1,3,1,0,4,0,0,,0,0,4,37,1,6,4,66.7,0,0,07/22/20,West Ham,Manchester Utd
249,Mark Noble,16.0,eng ENG,AM,90,72,0,10,43,22,3,66,2,2,100.0,2,0,55,264,103,64,57,89.1,0,1,07/22/20,West Ham,Manchester Utd
250,Tomas Soucek,28.0,cz CZE,CM,90,41,7,23,14,6,2,41,0,0,,0,0,26,108,63,33,23,69.7,0,0,07/22/20,West Ham,Manchester Utd
251,Declan Rice,41.0,eng ENG,CM,90,61,3,16,38,11,1,61,1,1,100.0,1,0,36,241,118,39,39,100.0,0,0,07/22/20,West Ham,Manchester Utd
252,Aaron Cresswell,3.0,eng ENG,LB,74,47,1,14,29,9,0,39,1,1,100.0,1,0,34,166,85,35,33,94.3,0,0,07/22/20,West Ham,Manchester Utd
253,Arthur Masuaku,26.0,cd COD,LB,16,14,1,5,8,2,0,14,3,3,100.0,3,0,12,93,57,9,9,100.0,0,0,07/22/20,West Ham,Manchester Utd
254,Angelo Ogbonna,21.0,it ITA,CB,90,48,11,28,19,3,2,47,0,0,,0,0,25,127,26,26,26,100.0,1,0,07/22/20,West Ham,Manchester Utd
255,Issa Diop,23.0,fr FRA,CB,90,42,6,25,19,2,0,42,0,0,,0,0,24,150,43,25,25,100.0,0,0,07/22/20,West Ham,Manchester Utd
256,Ben Johnson,53.0,eng ENG,RB,90,72,8,32,30,11,0,60,0,0,,0,0,38,153,46,36,34,94.4,0,0,07/22/20,West Ham,Manchester Utd
257,Åukasz FabiaÅski,1.0,pl POL,GK,90,32,29,32,0,0,0,20,0,0,,0,0,16,90,37,14,14,100.0,0,0,07/22/20,West Ham,Manchester Utd
258,Roberto Firmino,9.0,br BRA,FW,86,35,0,2,20,14,3,30,0,0,,0,0,22,73,7,30,23,76.7,3,2,07/22/20,Liverpool,Chelsea
259,Takumi Minamino,18.0,jp JPN,FW,4,4,0,1,1,2,0,4,0,0,,0,0,3,8,6,5,4,80.0,2,0,07/22/20,Liverpool,Chelsea
260,Sadio Mane,10.0,sn SEN,LW,86,54,0,9,22,28,1,54,5,5,100.0,5,0,45,289,118,53,46,86.8,6,1,07/22/20,Liverpool,Chelsea
261,Divock Origi,27.0,be BEL,LW,4,4,0,0,2,3,0,4,0,0,,0,0,2,64,53,4,3,75.0,1,0,07/22/20,Liverpool,Chelsea
262,Mohamed Salah,11.0,eg EGY,RW,78,43,0,2,15,30,9,43,4,4,100.0,4,0,36,223,156,51,36,70.6,1,4,07/22/20,Liverpool,Chelsea
263,Alex Oxlade-Chamberlain,15.0,eng ENG,RW,12,6,0,1,2,3,2,6,0,1,0.0,0,0,2,3,0,4,4,100.0,0,0,07/22/20,Liverpool,Chelsea
264,Georginio Wijnaldum,5.0,nl NED,CM,65,41,0,5,25,15,4,40,0,1,0.0,0,0,29,177,79,38,34,89.5,1,0,07/22/20,Liverpool,Chelsea
265,James Milner,7.0,eng ENG,CM,25,15,1,2,11,3,0,14,0,0,,0,0,8,33,8,8,8,100.0,0,0,07/22/20,Liverpool,Chelsea
266,Naby Keita,8.0,gn GUI,CM,65,57,1,10,44,7,0,57,2,2,100.0,2,0,39,188,102,44,39,88.6,2,0,07/22/20,Liverpool,Chelsea
267,Curtis Jones,48.0,eng ENG,CM,25,12,0,3,7,2,0,12,0,0,,0,0,6,24,7,7,7,100.0,0,0,07/22/20,Liverpool,Chelsea
268,Fabinho,3.0,br BRA,DM,90,64,0,14,45,8,0,64,0,0,,0,0,37,145,55,42,42,100.0,0,3,07/22/20,Liverpool,Chelsea
269,Andrew Robertson,26.0,sco SCO,LB,90,92,5,31,47,21,1,81,3,4,75.0,3,0,66,351,246,67,64,95.5,0,1,07/22/20,Liverpool,Chelsea
270,Virgil van Dijk,4.0,nl NED,CB,90,81,7,36,48,1,1,80,0,0,,0,0,51,179,55,61,61,100.0,0,0,07/22/20,Liverpool,Chelsea
271,Joseph Gomez,12.0,eng ENG,CB,90,75,10,36,44,0,0,72,2,2,100.0,2,0,55,330,182,49,49,100.0,0,0,07/22/20,Liverpool,Chelsea
272,Trent Alexander-Arnold,66.0,eng ENG,RB,90,84,4,29,44,15,0,66,1,1,100.0,1,0,46,142,54,46,46,100.0,0,0,07/22/20,Liverpool,Chelsea
273,Alisson,1.0,br BRA,GK,90,46,40,45,1,0,0,33,0,0,,0,0,26,99,45,24,24,100.0,0,0,07/22/20,Liverpool,Chelsea
274,Olivier Giroud,18.0,fr FRA,FW,58,25,1,1,16,8,2,20,0,0,,0,0,3,1,0,27,12,44.4,0,0,07/22/20,Chelsea,Liverpool
275,Tammy Abraham,9.0,eng ENG,FW,32,6,0,0,4,2,1,5,0,0,,0,0,3,14,8,17,4,23.5,1,0,07/22/20,Chelsea,Liverpool
276,Mason Mount,19.0,eng ENG,LW,58,30,0,3,16,13,2,30,1,2,50.0,1,1,27,199,101,41,25,61.0,1,3,07/22/20,Chelsea,Liverpool
277,Callum Hudson-Odoi,20.0,eng ENG,"RW,LW",32,16,0,0,10,7,1,16,2,3,66.7,2,0,15,111,53,18,13,72.2,1,1,07/22/20,Chelsea,Liverpool
278,Willian,10.0,br BRA,RW,58,35,0,8,13,16,4,35,0,0,,0,0,21,135,55,36,27,75.0,2,0,07/22/20,Chelsea,Liverpool
279,Christian Pulisic,22.0,us USA,"LW,RW",32,20,0,2,6,13,5,20,2,4,50.0,2,2,18,131,96,22,14,63.6,2,1,07/22/20,Chelsea,Liverpool
280,Mateo Kovacic,17.0,hr CRO,DM,90,51,1,12,32,8,0,51,1,1,100.0,1,0,34,151,65,41,40,97.6,0,1,07/22/20,Chelsea,Liverpool
281,Jorginho,5.0,it ITA,DM,90,75,4,22,47,9,0,73,0,0,,0,0,43,196,91,55,50,90.9,0,1,07/22/20,Chelsea,Liverpool
282,Marcos Alonso,3.0,es ESP,WB,87,75,2,22,45,17,1,73,1,1,100.0,1,0,52,379,256,55,52,94.5,4,2,07/22/20,Chelsea,Liverpool
283,Emerson,33.0,it ITA,WB,3,4,0,0,0,4,0,3,0,0,,0,0,1,4,1,3,2,66.7,0,0,07/22/20,Chelsea,Liverpool
284,Reece James,24.0,eng ENG,WB,90,81,3,22,35,27,0,76,2,3,66.7,2,0,51,252,166,55,53,96.4,0,3,07/22/20,Chelsea,Liverpool
285,Antonio Rudiger,2.0,de GER,CB,90,69,13,48,21,3,0,67,0,0,,0,0,42,255,102,39,39,100.0,0,0,07/22/20,Chelsea,Liverpool
286,Kurt Zouma,15.0,fr FRA,CB,90,95,14,63,34,0,0,95,0,0,,0,0,61,262,119,67,67,100.0,0,1,07/22/20,Chelsea,Liverpool
287,Cesar Azpilicueta,28.0,es ESP,CB,90,91,12,52,31,11,1,80,0,0,,0,0,53,214,122,65,64,98.5,0,0,07/22/20,Chelsea,Liverpool
288,Kepa Arrizabalaga,1.0,es ESP,GK,90,38,36,38,0,0,0,33,0,0,,0,0,24,84,38,26,26,100.0,0,0,07/22/20,Chelsea,Liverpool
289,Danny Ings,9.0,eng ENG,FW,90,43,0,1,13,32,11,43,1,2,50.0,2,0,36,223,119,37,35,94.6,0,4,07/26/20,Southampton,Sheffield Utd
290,Che Adams,10.0,eng ENG,FW,84,30,0,0,10,20,8,29,1,2,50.0,1,0,25,104,48,33,25,75.8,5,2,07/26/20,Southampton,Sheffield Utd
291,Shane Long,7.0,ie IRL,FW,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0.0,0,0,07/26/20,Southampton,Sheffield Utd
292,Nathan Redmond,22.0,eng ENG,CM,90,64,0,4,35,33,4,63,10,13,76.9,11,1,65,693,450,56,53,94.6,0,1,07/26/20,Southampton,Sheffield Utd
