,Player,#,Nation,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Date,Team,Opponent
444,Andre Gomes,21.0,pt POR,CM,90,117,4,34,81,15,1,117,2,2,100.0,2,0,95,470,310,100,98,98.0,0,2,07/26/20,Everton,Bournemouth
445,Lucas Digne,12.0,fr FRA,LB,69,66,5,26,23,20,1,52,1,1,100.0,1,0,33,213,128,39,35,89.7,0,0,07/26/20,Everton,Bournemouth
446,Leighton Baines,3.0,eng ENG,LB,21,21,0,2,12,7,0,17,0,0,,0,0,16,43,18,14,14,100.0,0,0,07/26/20,Everton,Bournemouth
447,Jarrad Branthwaite,32.0,eng ENG,CB,90,103,14,48,63,2,0,102,0,0,,0,0,77,337,179,81,80,98.8,1,0,07/26/20,Everton,Bournemouth
448,Michael Keane,5.0,eng ENG,CB,90,113,27,58,56,2,1,112,0,0,,0,0,85,365,214,90,90,100.0,0,1,07/26/20,Everton,Bournemouth
449,Seamus Coleman,23.0,ie IRL,RB,57,45,4,18,21,10,2,43,1,1,100.0,1,0,34,193,133,31,28,90.3,1,0,07/26/20,Everton,Bournemouth
450,Djibril Sidibe,19.0,fr FRA,RB,33,52,1,13,26,17,0,46,0,0,,0,0,37,160,95,42,41,97.6,0,0,07/26/20,Everton,Bournemouth
451,Jordan Pickford,1.0,eng ENG,GK,90,38,36,38,0,0,0,33,0,0,,0,0,23,154,105,18,18,100.0,0,0,07/26/20,Everton,Bournemouth
452,Dominic Solanke,9.0,eng ENG,FW,63,29,1,4,8,19,3,29,0,1,0.0,0,0,18,101,67,37,22,59.5,4,4,07/26/20,Bournemouth,Everton
453,Philip Billing,29.0,dk DEN,"CM,FW",27,19,0,5,6,8,3,19,0,0,,0,0,7,56,32,11,10,90.9,0,0,07/26/20,Bournemouth,Everton
454,Callum Wilson,13.0,eng ENG,FW,90,37,0,4,16,18,6,37,0,0,,0,0,27,152,84,57,31,54.4,2,4,07/26/20,Bournemouth,Everton
455,Joshua King,7.0,no NOR,CM,87,43,0,6,14,28,6,42,4,6,66.7,4,2,37,242,196,35,30,85.7,1,5,07/26/20,Bournemouth,Everton
456,Harry Wilson,22.0,wal WAL,CM,3,4,0,0,3,1,0,4,0,0,,0,0,2,43,11,4,4,100.0,0,0,07/26/20,Bournemouth,Everton
457,Jefferson Lerma,8.0,co COL,"CM,DM",90,38,5,15,17,7,4,38,1,1,100.0,1,0,17,52,16,17,16,94.1,1,1,07/26/20,Bournemouth,Everton
458,Dan Gosling,4.0,eng ENG,CM,90,47,1,13,16,19,0,46,2,2,100.0,2,0,22,88,57,21,20,95.2,2,0,07/26/20,Bournemouth,Everton
459,David Brooks,20.0,wal WAL,CM,63,31,1,6,9,19,1,29,1,2,50.0,1,0,18,118,83,24,21,87.5,2,2,07/26/20,Bournemouth,Everton
460,Junior Stanislas,19.0,eng ENG,CM,27,22,0,5,8,11,3,22,1,2,50.0,1,1,17,98,41,14,14,100.0,0,1,07/26/20,Bournemouth,Everton
461,Diego Rico,21.0,es ESP,LB,90,71,10,29,18,25,0,53,0,0,,0,0,20,123,74,21,17,81.0,0,1,07/26/20,Bournemouth,Everton
462,Lloyd Kelly,26.0,eng ENG,CB,90,29,9,18,6,8,0,25,0,0,,0,0,9,130,73,11,9,81.8,0,0,07/26/20,Bournemouth,Everton
463,Steve Cook,3.0,eng ENG,CB,90,24,9,14,11,0,0,23,0,0,,0,0,4,16,11,7,7,100.0,0,0,07/26/20,Bournemouth,Everton
464,Adam Smith,15.0,eng ENG,RB,90,40,0,11,18,14,0,30,1,1,100.0,1,0,15,158,86,17,16,94.1,0,0,07/26/20,Bournemouth,Everton
465,Aaron Ramsdale,12.0,eng ENG,GK,90,22,19,20,2,0,0,16,0,0,,0,0,9,59,41,6,6,100.0,0,0,07/26/20,Bournemouth,Everton
466,Alexandre Lacazette,9.0,fr FRA,FW,56,17,4,5,8,4,2,15,1,3,33.3,1,0,9,40,10,19,7,36.8,2,0,07/26/20,Arsenal,Watford
467,Eddie Nketiah,30.0,eng ENG,FW,34,21,0,2,14,6,1,20,3,4,75.0,3,0,15,68,27,23,13,56.5,3,0,07/26/20,Arsenal,Watford
468,Pierre-Emerick Aubameyang,14.0,ga GAB,LW,90,42,2,10,17,19,5,42,1,2,50.0,1,0,26,182,143,46,28,60.9,1,1,07/26/20,Arsenal,Watford
469,Nicolas Pepe,19.0,ci CIV,RW,71,35,1,9,17,14,2,33,3,5,60.0,3,0,31,264,164,35,27,77.1,0,0,07/26/20,Arsenal,Watford
470,Reiss Nelson,24.0,eng ENG,RW,19,12,0,3,2,8,3,11,3,4,75.0,3,0,14,118,53,15,11,73.3,0,0,07/26/20,Arsenal,Watford
471,Joseph Willock,28.0,eng ENG,AM,56,19,1,3,13,6,2,19,2,3,66.7,2,0,20,183,120,21,16,76.2,1,0,07/26/20,Arsenal,Watford
472,Sead Kolasinac,31.0,ba BIH,"CB,AM",34,18,1,12,6,1,1,18,0,0,,0,0,9,35,23,10,10,100.0,0,0,07/26/20,Arsenal,Watford
473,Granit Xhaka,34.0,ch SUI,"CM,DM",90,74,4,31,45,5,0,73,3,3,100.0,3,0,55,323,189,54,52,96.3,0,0,07/26/20,Arsenal,Watford
474,Dani Ceballos,8.0,es ESP,"CM,DM",71,60,13,29,29,6,0,57,3,3,100.0,3,0,47,285,123,42,41,97.6,1,0,07/26/20,Arsenal,Watford
475,Lucas Torreira,11.0,uy URU,DM,19,9,0,3,5,1,0,8,0,1,0.0,0,0,6,15,11,7,7,100.0,0,0,07/26/20,Arsenal,Watford
476,Kieran Tierney,3.0,sco SCO,"LB,WB",90,46,3,19,16,14,3,42,1,2,50.0,1,0,26,168,113,35,27,77.1,1,0,07/26/20,Arsenal,Watford
477,David Luiz,23.0,br BRA,CB,90,41,9,28,15,1,1,36,0,0,,0,0,22,151,104,25,25,100.0,0,0,07/26/20,Arsenal,Watford
478,Rob Holding,16.0,eng ENG,CB,90,70,26,54,17,3,3,69,0,0,,0,0,37,201,143,43,42,97.7,0,0,07/26/20,Arsenal,Watford
479,Ainsley Maitland-Niles,15.0,eng ENG,"RB,WB",90,76,8,36,33,13,2,70,2,3,66.7,3,0,51,280,155,57,55,96.5,0,0,07/26/20,Arsenal,Watford
480,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,37,36,37,0,0,0,29,0,0,,0,0,23,90,52,17,17,100.0,0,0,07/26/20,Arsenal,Watford
481,Troy Deeney,9.0,eng ENG,FW,90,52,1,3,22,31,9,50,2,2,100.0,2,0,30,189,106,55,41,74.5,3,1,07/26/20,Watford,Arsenal
482,Danny Welbeck,10.0,eng ENG,FW,90,32,1,2,2,28,12,29,0,0,,0,0,13,138,56,33,19,57.6,1,2,07/26/20,Watford,Arsenal
483,Roberto Pereyra,37.0,ar ARG,AM,87,54,0,7,29,22,2,49,2,2,100.0,2,0,39,277,174,42,37,88.1,2,1,07/26/20,Watford,Arsenal
484,Joao Pedro,17.0,br BRA,AM,3,4,0,0,3,3,1,4,2,2,100.0,2,0,6,117,94,5,3,60.0,0,1,07/26/20,Watford,Arsenal
485,Ismaila Sarr,23.0,sn SEN,AM,90,58,0,4,20,43,5,57,2,4,50.0,2,0,48,524,387,56,48,85.7,3,1,07/26/20,Watford,Arsenal
486,Abdoulaye Doucoure,16.0,fr FRA,CM,80,65,1,9,40,21,4,64,2,3,66.7,2,0,43,309,194,52,48,92.3,0,1,07/26/20,Watford,Arsenal
487,Tom Cleverley,8.0,eng ENG,CM,10,10,0,2,6,2,0,10,0,0,,0,0,6,15,9,7,7,100.0,0,0,07/26/20,Watford,Arsenal
488,Will Hughes,19.0,eng ENG,CM,80,47,2,6,26,20,0,40,2,2,100.0,2,0,30,185,115,34,33,97.1,0,2,07/26/20,Watford,Arsenal
489,Nathaniel Chalobah,14.0,eng ENG,CM,10,16,0,2,11,4,0,15,0,1,0.0,0,0,12,91,57,13,12,92.3,1,0,07/26/20,Watford,Arsenal
490,Adam Masina,11.0,it ITA,LB,90,46,4,13,22,14,4,37,0,0,,0,0,24,142,75,22,22,100.0,0,0,07/26/20,Watford,Arsenal
491,Craig Dawson,4.0,eng ENG,CB,90,57,5,17,32,9,8,57,0,0,,0,0,35,186,60,46,42,91.3,1,1,07/26/20,Watford,Arsenal
492,Christian Kabasele,27.0,be BEL,CB,90,39,9,26,15,1,0,38,0,0,,0,0,19,116,46,21,20,95.2,0,0,07/26/20,Watford,Arsenal
493,Kiko Femenia,21.0,es ESP,RB,44,25,0,5,10,11,1,21,1,1,100.0,1,0,15,77,49,17,16,94.1,0,1,07/26/20,Watford,Arsenal
494,Adrian Mariappa,6.0,jm JAM,RB,46,38,3,10,21,7,0,29,0,0,,0,0,11,50,16,15,13,86.7,0,0,07/26/20,Watford,Arsenal
495,Ben Foster,26.0,eng ENG,GK,90,24,19,23,1,0,0,17,0,0,,0,0,12,97,76,8,8,100.0,0,0,07/26/20,Watford,Arsenal
496,Gabriel Jesus,9.0,br BRA,FW,90,50,0,3,13,36,13,50,3,3,100.0,3,0,40,186,73,55,39,70.9,1,0,07/26/20,Manchester City,Norwich City
497,Phil Foden,47.0,eng ENG,"LW,RW",45,51,0,0,10,43,7,50,1,1,100.0,1,0,42,260,127,43,40,93.0,0,1,07/26/20,Manchester City,Norwich City
498,Riyad Mahrez,26.0,dz ALG,RW,45,37,0,2,13,27,7,37,2,3,66.7,2,0,32,269,185,35,32,91.4,0,1,07/26/20,Manchester City,Norwich City
499,Raheem Sterling,7.0,eng ENG,"LW,RW",90,50,0,0,10,41,19,49,1,2,50.0,1,0,38,219,138,57,43,75.4,1,0,07/26/20,Manchester City,Norwich City
500,David Silva,21.0,es ESP,CM,84,70,0,4,28,41,16,69,1,1,100.0,1,0,59,258,121,71,58,81.7,3,0,07/26/20,Manchester City,Norwich City
501,Bernardo Silva,20.0,pt POR,CM,6,2,0,0,1,1,0,2,0,0,,0,0,2,0,0,2,2,100.0,0,0,07/26/20,Manchester City,Norwich City
502,Kevin De Bruyne,17.0,be BEL,CM,90,80,1,2,21,62,12,71,3,4,75.0,3,1,59,262,196,73,64,87.7,1,2,07/26/20,Manchester City,Norwich City
503,Rodrigo,16.0,es ESP,DM,45,49,0,1,33,17,1,48,0,0,,0,0,42,132,55,41,41,100.0,0,1,07/26/20,Manchester City,Norwich City
504,Ilkay Gundogan,8.0,de GER,DM,45,32,1,3,26,7,0,32,1,1,100.0,1,0,22,80,51,27,24,88.9,0,0,07/26/20,Manchester City,Norwich City
505,Joao Cancelo,27.0,pt POR,LB,90,97,1,11,46,48,7,87,9,10,90.0,9,0,88,504,197,72,71,98.6,1,1,07/26/20,Manchester City,Norwich City
506,Aymeric Laporte,14.0,fr FRA,CB,90,100,7,27,84,3,0,99,0,0,,0,0,84,609,437,88,88,100.0,1,0,07/26/20,Manchester City,Norwich City
507,Eric Garcia,50.0,es ESP,CB,45,48,2,12,39,1,0,48,0,0,,0,0,42,187,128,44,43,97.7,1,0,07/26/20,Manchester City,Norwich City
508,Fernandinho,25.0,br BRA,CB,45,59,4,17,44,4,2,59,0,0,,0,0,47,393,294,50,50,100.0,0,0,07/26/20,Manchester City,Norwich City
509,Kyle Walker,2.0,eng ENG,RB,90,91,1,5,51,39,3,84,3,3,100.0,3,0,73,491,285,75,71,94.7,1,0,07/26/20,Manchester City,Norwich City
510,Ederson,31.0,br BRA,GK,90,32,22,31,1,0,0,28,0,0,,0,0,20,91,67,16,16,100.0,0,0,07/26/20,Manchester City,Norwich City
511,Teemu Pukki,22.0,fi FIN,FW,76,13,0,3,7,3,0,10,0,0,,0,0,8,42,28,21,9,42.9,1,1,07/26/20,Norwich City,Manchester City
512,Adam Idah,35.0,ie IRL,FW,14,8,0,0,5,3,0,5,0,0,,0,0,3,38,14,6,4,66.7,1,0,07/26/20,Norwich City,Manchester City
513,Onel Hernandez,11.0,cu CUB,LW,86,22,2,8,11,6,2,22,5,6,83.3,5,0,20,154,121,23,15,65.2,2,0,07/26/20,Norwich City,Manchester City
514,Josh Martin,56.0,eng ENG,LW,4,1,0,0,0,1,1,1,0,0,,0,0,0,0,0,1,1,100.0,0,0,07/26/20,Norwich City,Manchester City
515,Todd Cantwell,14.0,eng ENG,RW,89,32,2,9,16,9,1,32,0,0,,0,0,23,179,106,29,20,69.0,1,0,07/26/20,Norwich City,Manchester City
516,Jordan Thomas,41.0,eng ENG,RW,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0.0,0,0,07/26/20,Norwich City,Manchester City
517,Marco Stiepermann,18.0,de GER,AM,76,30,4,12,15,4,0,30,0,0,,0,0,18,97,46,27,21,77.8,2,1,07/26/20,Norwich City,Manchester City
518,Mario Vrancic,8.0,ba BIH,AM,14,6,0,1,2,3,1,5,0,0,,0,0,5,37,21,6,5,83.3,0,0,07/26/20,Norwich City,Manchester City
519,Kenny McLean,23.0,sco SCO,CM,89,30,1,15,15,2,0,28,0,0,,0,0,15,60,43,20,13,65.0,0,4,07/26/20,Norwich City,Manchester City
520,Akin Famewo,43.0,eng ENG,CM,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,07/26/20,Norwich City,Manchester City
521,Lukas Rupp,7.0,de GER,CM,90,39,3,14,20,6,2,38,1,2,50.0,1,0,25,92,30,25,20,80.0,2,1,07/26/20,Norwich City,Manchester City
522,Jamal Lewis,12.0,nir NIR,LB,90,33,7,24,11,1,0,26,0,0,,0,0,18,74,20,18,16,88.9,1,1,07/26/20,Norwich City,Manchester City
523,Ben Godfrey,4.0,eng ENG,CB,90,41,21,36,7,0,0,40,0,0,,0,0,19,98,35,23,23,100.0,0,0,07/26/20,Norwich City,Manchester City
524,Christoph Zimmermann,6.0,de GER,CB,90,27,16,25,2,0,0,26,0,0,,0,0,11,66,30,12,12,100.0,0,1,07/26/20,Norwich City,Manchester City
525,Max Aarons,2.0,eng ENG,RB,90,32,7,19,11,3,0,27,2,2,100.0,2,0,16,85,39,17,12,70.6,1,0,07/26/20,Norwich City,Manchester City
526,Tim Krul,1.0,nl NED,GK,90,57,54,57,0,0,0,33,0,0,,0,0,12,43,29,19,19,100.0,0,0,07/26/20,Norwich City,Manchester City
527,Dwight Gayle,12.0,eng ENG,FW,69,18,2,6,10,4,2,17,0,0,,0,0,6,19,8,16,7,43.8,3,0,07/26/20,Newcastle Utd,Liverpool
528,Andy Carroll,7.0,eng ENG,FW,21,5,1,1,4,0,0,5,0,1,0.0,1,0,2,4,2,9,3,33.3,1,1,07/26/20,Newcastle Utd,Liverpool
529,Allan Saint-Maximin,10.0,fr FRA,FW,45,9,0,0,4,5,0,8,0,0,,0,0,8,33,7,14,7,50.0,1,1,07/26/20,Newcastle Utd,Liverpool
530,Joelinton,9.0,br BRA,FW,45,21,0,3,10,10,1,21,1,1,100.0,1,0,15,87,61,23,13,56.5,3,5,07/26/20,Newcastle Utd,Liverpool
531,Miguel Almiron,24.0,py PAR,CM,69,28,2,12,11,8,0,28,1,1,100.0,1,1,17,209,118,20,14,70.0,3,0,07/26/20,Newcastle Utd,Liverpool
532,Isaac Hayden,14.0,eng ENG,CM,21,3,0,1,2,0,0,3,0,0,,0,0,2,5,0,2,1,50.0,0,1,07/26/20,Newcastle Utd,Liverpool
533,Jonjo Shelvey,8.0,eng ENG,CM,90,37,1,13,20,4,0,33,1,1,100.0,1,0,16,118,34,27,22,81.5,1,0,07/26/20,Newcastle Utd,Liverpool
534,Nabil Bentaleb,42.0,dz ALG,DM,48,22,0,10,11,3,0,22,0,0,,0,0,5,36,3,10,10,100.0,0,0,07/26/20,Newcastle Utd,Liverpool
535,Sean Longstaff,36.0,eng ENG,DM,42,23,2,12,11,1,0,23,0,0,,0,0,12,44,21,14,12,85.7,0,1,07/26/20,Newcastle Utd,Liverpool
536,Matt Ritchie,11.0,sco SCO,WB,90,65,5,28,31,10,0,50,1,2,50.0,1,0,24,176,101,25,23,92.0,0,1,07/26/20,Newcastle Utd,Liverpool
537,Valentino Lazaro,23.0,at AUT,WB,90,35,2,25,11,0,0,31,2,2,100.0,2,0,19,110,37,18,17,94.4,2,0,07/26/20,Newcastle Utd,Liverpool
538,Danny Rose,28.0,eng ENG,CB,73,26,2,12,12,2,0,24,0,0,,0,0,10,49,22,14,13,92.9,0,0,07/26/20,Newcastle Utd,Liverpool
539,Kelland Watts,49.0,eng ENG,CB,17,5,2,5,0,0,0,5,0,0,,0,0,3,17,5,3,3,100.0,0,0,07/26/20,Newcastle Utd,Liverpool
540,Federico Fernandez,18.0,ar ARG,CB,90,36,9,33,5,1,0,35,0,0,,0,0,19,102,40,20,20,100.0,0,0,07/26/20,Newcastle Utd,Liverpool
541,Javier Manquillo,19.0,es ESP,CB,90,37,10,31,6,0,0,37,0,0,,0,0,14,43,9,15,15,100.0,0,0,07/26/20,Newcastle Utd,Liverpool
542,Martin DÃºbravka,1.0,sk SVK,GK,90,34,30,34,0,0,0,24,0,0,,0,0,17,82,66,12,12,100.0,0,0,07/26/20,Newcastle Utd,Liverpool
543,Divock Origi,27.0,be BEL,FW,63,30,0,0,12,23,2,29,1,3,33.3,2,1,27,152,85,35,26,74.3,1,0,07/26/20,Liverpool,Newcastle Utd
544,Mohamed Salah,11.0,eg EGY,RW,27,25,0,0,8,19,7,25,1,1,100.0,1,0,19,83,70,24,21,87.5,1,0,07/26/20,Liverpool,Newcastle Utd
545,Takumi Minamino,18.0,jp JPN,LW,63,34,1,4,21,16,1,33,0,2,0.0,0,0,29,159,64,37,29,78.4,0,0,07/26/20,Liverpool,Newcastle Utd
546,Sadio Mane,10.0,sn SEN,LW,27,23,0,0,11,12,2,23,0,2,0.0,0,0,18,98,26,25,20,80.0,3,1,07/26/20,Liverpool,Newcastle Utd
547,Alex Oxlade-Chamberlain,15.0,eng ENG,RW,63,30,0,3,8,22,0,30,1,2,50.0,1,0,24,146,66,34,28,82.4,1,4,07/26/20,Liverpool,Newcastle Utd
548,Roberto Firmino,9.0,br BRA,FW,27,27,0,1,15,13,3,27,0,5,0.0,0,0,19,54,34,26,24,92.3,1,0,07/26/20,Liverpool,Newcastle Utd
549,James Milner,7.0,eng ENG,CM,90,108,1,10,76,28,0,101,3,4,75.0,3,0,81,468,238,88,87,98.9,0,1,07/26/20,Liverpool,Newcastle Utd
550,Naby Keita,8.0,gn GUI,CM,84,78,1,6,42,35,3,77,1,2,50.0,1,0,53,298,155,64,62,96.9,1,2,07/26/20,Liverpool,Newcastle Utd
551,Curtis Jones,48.0,eng ENG,CM,6,7,0,0,4,3,0,7,1,1,100.0,1,0,7,34,25,9,7,77.8,0,0,07/26/20,Liverpool,Newcastle Utd
552,Georginio Wijnaldum,5.0,nl NED,DM,90,96,1,13,70,19,2,94,3,6,50.0,3,0,74,342,142,80,78,97.5,0,0,07/26/20,Liverpool,Newcastle Utd
553,Andrew Robertson,26.0,sco SCO,LB,90,142,2,14,79,60,3,121,1,3,33.3,1,0,100,451,267,114,113,99.1,3,0,07/26/20,Liverpool,Newcastle Utd
554,Virgil van Dijk,4.0,nl NED,CB,90,111,4,21,87,8,3,110,0,0,,0,0,82,303,162,91,91,100.0,0,0,07/26/20,Liverpool,Newcastle Utd
555,Joseph Gomez,12.0,eng ENG,CB,90,120,9,39,84,5,0,118,2,3,66.7,2,0,79,410,231,80,80,100.0,1,0,07/26/20,Liverpool,Newcastle Utd
556,Neco Williams,76.0,wal WAL,RB,84,77,0,19,38,26,2,66,2,7,28.6,3,0,46,259,104,56,47,83.9,0,0,07/26/20,Liverpool,Newcastle Utd
557,Trent Alexander-Arnold,66.0,eng ENG,RB,6,7,0,3,4,2,0,7,0,0,,0,0,6,40,24,9,7,77.8,0,0,07/26/20,Liverpool,Newcastle Utd
558,Alisson,1.0,br BRA,GK,90,26,21,26,0,0,0,22,0,0,,0,0,16,49,28,15,15,100.0,0,0,07/26/20,Liverpool,Newcastle Utd
559,Jamie Vardy,9.0,eng ENG,FW,90,23,0,0,15,9,4,21,1,1,100.0,1,0,13,98,49,39,18,46.2,4,1,07/26/20,Leicester City,Manchester Utd
560,Kelechi Iheanacho,14.0,ng NGA,FW,57,40,0,1,22,22,2,40,0,0,,0,0,33,245,141,48,34,70.8,5,3,07/26/20,Leicester City,Manchester Utd
561,Ayoze Perez,17.0,es ESP,"CM,FW",33,17,0,1,7,10,0,17,0,1,0.0,0,0,13,61,24,15,13,86.7,1,3,07/26/20,Leicester City,Manchester Utd
562,Youri Tielemans,8.0,be BEL,CM,72,52,0,6,30,17,2,48,0,1,0.0,0,0,30,102,57,42,37,88.1,0,1,07/26/20,Leicester City,Manchester Utd
563,Harvey Barnes,15.0,eng ENG,"FW,WB",18,5,0,2,1,2,1,5,0,0,,0,0,4,13,3,4,3,75.0,1,0,07/26/20,Leicester City,Manchester Utd
564,Hamza Choudhury,20.0,eng ENG,CM,72,32,0,9,20,3,0,31,0,1,0.0,0,0,21,87,22,31,28,90.3,1,0,07/26/20,Leicester City,Manchester Utd
565,Dennis Praet,26.0,be BEL,CM,18,10,0,1,5,5,0,10,2,3,66.7,2,0,10,55,35,7,7,100.0,0,1,07/26/20,Leicester City,Manchester Utd
566,Wilfred Ndidi,25.0,ng NGA,DM,90,53,3,17,30,9,1,53,3,3,100.0,3,0,30,154,92,30,29,96.7,0,2,07/26/20,Leicester City,Manchester Utd
567,Luke Thomas,56.0,eng ENG,WB,87,59,3,17,29,19,1,50,0,0,,0,0,31,160,91,35,33,94.3,0,1,07/26/20,Leicester City,Manchester Utd
568,George Hirst,45.0,eng ENG,FW,3,5,0,0,3,2,1,5,0,0,,0,0,4,24,5,5,4,80.0,0,1,07/26/20,Leicester City,Manchester Utd
569,Marc Albrighton,11.0,eng ENG,WB,72,55,2,16,27,17,3,51,0,2,0.0,1,0,34,253,117,42,39,92.9,1,0,07/26/20,Leicester City,Manchester Utd
570,Demarai Gray,7.0,eng ENG,WB,18,16,0,0,6,10,2,13,1,2,50.0,1,0,13,98,54,12,10,83.3,0,0,07/26/20,Leicester City,Manchester Utd
571,Jonny Evans,6.0,nir NIR,CB,89,66,7,34,32,2,0,61,0,0,,0,0,38,190,106,43,41,95.3,0,0,07/26/20,Leicester City,Manchester Utd
572,Wes Morgan,5.0,jm JAM,CB,90,42,2,21,21,2,1,42,0,0,,0,0,27,64,20,29,28,96.6,2,0,07/26/20,Leicester City,Manchester Utd
573,James Justin,2.0,eng ENG,CB,90,82,6,30,44,11,0,74,0,0,,0,0,49,223,118,42,42,100.0,0,1,07/26/20,Leicester City,Manchester Utd
574,Kasper Schmeichel,1.0,dk DEN,GK,90,39,33,37,2,0,0,27,0,1,0.0,0,0,17,70,43,17,17,100.0,0,0,07/26/20,Leicester City,Manchester Utd
575,Anthony Martial,9.0,fr FRA,FW,89,25,0,0,4,21,5,25,0,1,0.0,0,0,20,108,58,37,24,64.9,2,4,07/26/20,Manchester Utd,Leicester City
576,Odion Ighalo,25.0,ng NGA,FW,1,1,0,0,0,1,1,1,0,0,,0,0,1,9,9,1,1,100.0,0,1,07/26/20,Manchester Utd,Leicester City
577,Marcus Rashford,10.0,eng ENG,LW,89,38,0,3,20,18,2,38,0,2,0.0,0,0,22,122,76,46,32,69.6,0,1,07/26/20,Manchester Utd,Leicester City
578,Timothy Fosu-Mensah,24.0,nl NED,LW,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,07/26/20,Manchester Utd,Leicester City
579,Mason Greenwood,26.0,eng ENG,RW,76,48,1,6,23,23,2,48,1,3,33.3,1,0,32,191,60,40,36,90.0,2,4,07/26/20,Manchester Utd,Leicester City
580,Jesse Lingard,14.0,eng ENG,RW,14,3,0,0,0,3,1,3,0,0,,0,0,1,11,0,2,1,50.0,0,0,07/26/20,Manchester Utd,Leicester City
581,Bruno Fernandes,18.0,pt POR,AM,85,62,0,8,35,29,3,57,0,0,,0,0,32,224,126,47,43,91.5,4,1,07/26/20,Manchester Utd,Leicester City
582,Scott McTominay,39.0,sco SCO,DM,5,1,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,,0,0,07/26/20,Manchester Utd,Leicester City
583,Nemanja Matic,31.0,rs SRB,DM,90,79,4,31,48,9,0,77,0,0,,0,0,46,351,230,51,50,98.0,0,1,07/26/20,Manchester Utd,Leicester City
584,Paul Pogba,6.0,fr FRA,"DM,AM",90,68,4,8,45,16,1,65,1,1,100.0,1,0,52,226,108,56,52,92.9,1,5,07/26/20,Manchester Utd,Leicester City
585,Brandon Williams,53.0,eng ENG,LB,90,85,4,23,54,14,1,74,2,3,66.7,2,0,49,299,159,57,56,98.2,0,1,07/26/20,Manchester Utd,Leicester City
586,Harry Maguire,5.0,eng ENG,CB,90,60,9,31,31,2,0,58,0,1,0.0,0,0,38,268,129,41,41,100.0,0,0,07/26/20,Manchester Utd,Leicester City
587,Victor Lindelof,2.0,se SWE,CB,90,68,8,40,34,0,0,68,0,0,,0,0,42,338,252,46,46,100.0,0,0,07/26/20,Manchester Utd,Leicester City
588,Aaron Wan-Bissaka,29.0,eng ENG,RB,90,81,2,20,48,22,0,74,2,2,100.0,2,1,59,440,258,56,53,94.6,0,2,07/26/20,Manchester Utd,Leicester City
589,David de Gea,1.0,es ESP,GK,90,24,23,24,0,0,0,9,0,0,,0,0,5,22,8,3,3,100.0,0,0,07/26/20,Manchester Utd,Leicester City
