,Player,#,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,Date,Team,Opponent
116,Jordan Pickford,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,57,0,0,0,0,0.0,0.0,0.1,1,0,40,55,72.7,657,32,63,0,0,07/20/20,Everton,Sheffield Utd
117,Neal Maupay,7.0,fr FRA,FW,72,0,0,0,0,2,0,0,0,23,13,1,0,2,0.1,0.1,0.1,4,0,10,15,66.7,21,14,37,1,2,07/20/20,Brighton,Newcastle Utd
118,Glenn Murray,17.0,eng ENG,FW,18,0,0,0,0,0,0,0,0,2,3,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,07/20/20,Brighton,Newcastle Utd
119,Aaron Mooy,18.0,au AUS,LW,57,0,0,0,0,0,0,0,0,32,14,0,0,2,0.0,0.0,0.0,0,0,27,29,93.1,52,22,45,0,0,07/20/20,Brighton,Newcastle Utd
120,Solly March,20.0,eng ENG,LW,33,0,0,0,0,0,0,0,0,24,4,0,0,1,0.0,0.0,0.0,2,0,15,20,75.0,76,17,50,0,0,07/20/20,Brighton,Newcastle Utd
121,Pascal Gross,13.0,de GER,RW,57,0,0,0,0,2,0,1,0,37,12,0,0,0,0.0,0.0,0.1,3,0,26,32,81.3,174,20,44,0,0,07/20/20,Brighton,Newcastle Utd
122,Alexis Mac Allister,10.0,ar ARG,RW,33,0,0,0,0,0,0,0,0,20,11,1,0,2,0.0,0.0,0.0,0,0,10,14,71.4,17,8,2,0,0,07/20/20,Brighton,Newcastle Utd
123,Leandro Trossard,11.0,be BEL,AM,90,0,0,0,0,3,1,0,0,39,11,0,1,1,0.3,0.3,0.1,3,0,18,25,72.0,121,28,42,1,1,07/20/20,Brighton,Newcastle Utd
124,Dale Stephens,6.0,eng ENG,DM,90,0,0,0,0,1,0,1,0,67,14,2,2,2,0.0,0.0,0.0,0,0,52,56,92.9,207,52,213,2,2,07/20/20,Brighton,Newcastle Utd
125,Yves Bissouma,8.0,ml MLI,DM,72,0,0,0,0,0,0,1,0,56,8,2,1,1,0.0,0.0,0.0,0,0,40,45,88.9,116,48,121,2,2,07/20/20,Brighton,Newcastle Utd
126,Davy Propper,24.0,nl NED,DM,18,0,0,0,0,0,0,0,0,13,5,0,0,1,0.0,0.0,0.0,1,0,9,10,90.0,54,9,10,0,0,07/20/20,Brighton,Newcastle Utd
127,Dan Burn,33.0,eng ENG,LB,90,0,0,0,0,0,0,0,0,91,14,3,1,4,0.0,0.0,0.0,0,0,59,72,81.9,256,55,185,0,0,07/20/20,Brighton,Newcastle Utd
128,Lewis Dunk,5.0,eng ENG,CB,90,0,0,0,0,1,1,0,0,94,5,0,1,1,0.1,0.1,0.1,1,0,81,84,96.4,463,63,203,0,0,07/20/20,Brighton,Newcastle Utd
129,Adam Webster,15.0,eng ENG,"CB,RB",90,0,0,0,0,2,1,1,0,87,4,1,2,2,0.1,0.1,0.0,1,0,67,75,89.3,448,63,345,1,1,07/20/20,Brighton,Newcastle Utd
130,Tariq Lamptey,2.0,eng ENG,RB,85,0,0,0,0,0,0,0,0,51,11,0,3,3,0.0,0.0,0.0,2,0,31,39,79.5,92,31,101,0,0,07/20/20,Brighton,Newcastle Utd
131,Shane Duffy,4.0,ie IRL,"CB,RB",5,0,0,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,43,4,0,0,0,07/20/20,Brighton,Newcastle Utd
132,Mathew Ryan,1.0,au AUS,GK,90,0,0,0,0,0,0,0,0,38,0,0,0,0,0.0,0.0,0.0,0,0,33,37,89.2,505,20,12,0,0,07/20/20,Brighton,Newcastle Utd
133,Dwight Gayle,12.0,eng ENG,FW,73,0,0,0,0,3,0,0,0,21,10,1,0,0,0.2,0.2,0.0,1,0,4,11,36.4,8,11,34,2,2,07/20/20,Newcastle Utd,Brighton
134,Andy Carroll,7.0,eng ENG,FW,17,0,0,0,0,2,0,0,0,7,1,0,0,0,0.4,0.4,0.0,1,0,2,5,40.0,4,3,0,0,0,07/20/20,Newcastle Utd,Brighton
135,Allan Saint-Maximin,10.0,fr FRA,FW,73,0,0,0,0,0,0,0,0,23,9,1,1,0,0.0,0.0,0.0,1,0,10,16,62.5,37,25,125,6,7,07/20/20,Newcastle Utd,Brighton
136,Joelinton,9.0,br BRA,FW,17,0,0,0,0,0,0,0,0,11,1,0,0,0,0.0,0.0,0.0,1,0,10,10,100.0,24,9,10,0,0,07/20/20,Newcastle Utd,Brighton
137,Miguel Almiron,24.0,py PAR,CM,85,0,0,0,0,1,1,0,0,32,16,6,0,0,0.1,0.1,0.0,1,0,19,26,73.1,109,21,43,1,1,07/20/20,Newcastle Utd,Brighton
138,Valentino Lazaro,23.0,at AUT,CM,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,1,2,1,0,0,07/20/20,Newcastle Utd,Brighton
139,Jonjo Shelvey,8.0,eng ENG,CM,90,0,0,0,0,3,0,0,0,41,11,1,0,0,0.1,0.1,0.3,2,0,24,36,66.7,197,28,45,0,0,07/20/20,Newcastle Utd,Brighton
140,Nabil Bentaleb,42.0,dz ALG,DM,90,0,0,0,0,1,0,0,0,52,17,2,3,2,0.0,0.0,0.0,0,0,32,42,76.2,58,26,33,1,1,07/20/20,Newcastle Utd,Brighton
141,Matt Ritchie,11.0,sco SCO,WB,90,0,0,0,0,2,0,1,0,74,9,2,1,2,0.1,0.1,0.4,6,0,41,64,64.1,371,44,95,0,0,07/20/20,Newcastle Utd,Brighton
142,Javier Manquillo,19.0,es ESP,WB,90,0,0,0,0,0,0,0,0,41,7,0,1,1,0.0,0.0,0.0,1,0,28,36,77.8,172,27,114,2,3,07/20/20,Newcastle Utd,Brighton
143,Danny Rose,28.0,eng ENG,CB,90,0,0,0,0,0,0,1,0,50,10,3,4,0,0.0,0.0,0.0,1,0,37,41,90.2,350,33,59,0,1,07/20/20,Newcastle Utd,Brighton
144,Federico Fernandez,18.0,ar ARG,CB,90,0,0,0,0,0,0,0,0,37,0,1,1,2,0.0,0.0,0.0,0,0,20,28,71.4,131,21,35,0,0,07/20/20,Newcastle Utd,Brighton
145,Emil Krafth,17.0,se SWE,CB,90,0,0,0,0,0,0,0,0,46,9,2,0,5,0.0,0.0,0.0,0,0,28,33,84.8,226,25,107,0,0,07/20/20,Newcastle Utd,Brighton
146,Martin DÃºbravka,1.0,sk SVK,GK,90,0,0,0,0,0,0,0,0,23,0,0,0,0,0.0,0.0,0.0,0,0,14,21,66.7,571,8,27,0,0,07/20/20,Newcastle Utd,Brighton
147,Raul Jimenez,9.0,mx MEX,FW,90,0,0,0,0,3,1,0,0,35,16,0,0,1,0.1,0.1,0.0,2,1,14,23,60.9,39,17,64,3,5,07/20/20,Wolves,Crystal Palace
148,Daniel Podence,10.0,pt POR,AM,71,1,0,0,0,3,1,0,0,35,13,1,0,2,0.9,0.9,0.1,2,0,14,20,70.0,25,19,57,2,3,07/20/20,Wolves,Crystal Palace
149,Diogo Jota,18.0,pt POR,AM,19,0,0,0,0,0,0,0,0,7,4,0,1,1,0.0,0.0,0.0,0,0,4,6,66.7,18,4,16,0,0,07/20/20,Wolves,Crystal Palace
150,Adama Traore,37.0,es ESP,AM,80,0,0,0,0,2,2,1,0,36,12,0,0,0,0.1,0.1,0.1,4,0,18,27,66.7,46,36,220,5,5,07/20/20,Wolves,Crystal Palace
151,Pedro Neto,7.0,pt POR,AM,10,0,0,0,0,0,0,0,0,9,4,1,0,0,0.0,0.0,0.0,1,0,5,5,100.0,22,8,15,0,3,07/20/20,Wolves,Crystal Palace
152,Joao Moutinho,28.0,pt POR,DM,90,0,0,0,0,0,0,0,0,76,13,0,0,1,0.0,0.0,0.1,3,1,56,69,81.2,205,42,100,0,0,07/20/20,Wolves,Crystal Palace
153,Ruben Neves,8.0,pt POR,DM,90,0,0,0,0,0,0,0,0,80,27,5,3,1,0.0,0.0,0.1,2,0,57,71,80.3,344,47,55,0,0,07/20/20,Wolves,Crystal Palace
154,Jonny,19.0,es ESP,WB,90,1,0,0,0,1,1,0,0,65,20,2,2,3,0.1,0.1,0.0,0,0,41,54,75.9,212,42,182,4,6,07/20/20,Wolves,Crystal Palace
155,Matt Doherty,2.0,ie IRL,WB,90,0,1,0,0,1,0,0,0,82,22,4,0,4,0.0,0.0,0.7,3,1,55,67,82.1,263,48,97,1,1,07/20/20,Wolves,Crystal Palace
156,Willy Boly,15.0,fr FRA,CB,90,0,0,0,0,1,0,0,0,52,6,0,2,1,0.1,0.1,0.0,0,0,35,42,83.3,270,32,64,1,1,07/20/20,Wolves,Crystal Palace
157,Conor Coady,16.0,eng ENG,CB,90,0,0,0,0,0,0,1,0,48,3,0,0,0,0.0,0.0,0.0,0,0,40,45,88.9,527,34,66,0,0,07/20/20,Wolves,Crystal Palace
158,Leander Dendoncker,32.0,be BEL,CB,90,0,0,0,0,0,0,0,0,59,16,3,1,3,0.0,0.0,0.0,0,0,46,49,93.9,245,36,68,0,0,07/20/20,Wolves,Crystal Palace
159,Rui PatrÃ­cio,11.0,pt POR,GK,90,0,0,0,0,0,0,0,0,21,0,0,0,0,0.0,0.0,0.0,0,0,14,21,66.7,570,8,20,0,0,07/20/20,Wolves,Crystal Palace
160,Jordan Ayew,9.0,gh GHA,FW,90,0,0,0,0,1,0,0,0,38,15,1,0,1,0.1,0.1,0.0,2,0,24,27,88.9,32,26,100,2,2,07/20/20,Crystal Palace,Wolves
161,Wilfried Zaha,11.0,ci CIV,FW,90,0,0,0,0,3,2,0,0,35,15,1,0,0,0.1,0.1,0.1,3,0,14,16,87.5,30,31,84,2,3,07/20/20,Crystal Palace,Wolves
162,Jeffrey Schlupp,15.0,gh GHA,CM,72,0,0,0,0,1,0,0,0,40,6,0,1,2,0.1,0.1,0.0,0,0,20,30,66.7,35,25,125,3,5,07/20/20,Crystal Palace,Wolves
163,Jairo Riedewald,44.0,nl NED,CM,18,0,0,0,0,0,0,0,0,11,4,0,1,0,0.0,0.0,0.0,0,0,8,11,72.7,28,6,7,0,0,07/20/20,Crystal Palace,Wolves
164,James McArthur,18.0,sco SCO,CM,90,0,0,0,0,0,0,0,0,68,23,3,1,4,0.0,0.0,0.0,0,0,43,59,72.9,189,40,126,2,2,07/20/20,Crystal Palace,Wolves
165,James McCarthy,22.0,ie IRL,CM,90,0,0,0,0,1,0,1,0,73,18,2,0,3,0.0,0.0,0.0,0,0,42,63,66.7,197,35,46,0,0,07/20/20,Crystal Palace,Wolves
166,Andros Townsend,10.0,eng ENG,CM,90,0,0,0,0,1,1,0,0,34,20,2,1,0,0.0,0.0,0.0,1,0,18,26,69.2,136,21,42,1,1,07/20/20,Crystal Palace,Wolves
167,Tyrick Mitchell,39.0,eng ENG,LB,90,0,0,0,0,0,0,0,0,53,16,2,1,1,0.0,0.0,0.1,2,0,39,47,83.0,333,26,117,0,0,07/20/20,Crystal Palace,Wolves
168,Mamadou Sakho,12.0,fr FRA,CB,22,0,0,0,0,0,0,0,0,16,3,0,1,2,0.0,0.0,0.0,0,0,11,12,91.7,71,11,29,0,0,07/20/20,Crystal Palace,Wolves
169,Cheikhou Kouyate,8.0,sn SEN,CB,68,0,0,0,0,0,0,0,0,37,4,1,2,1,0.0,0.0,0.0,0,0,26,29,89.7,197,20,41,0,0,07/20/20,Crystal Palace,Wolves
170,Scott Dann,6.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,56,0,0,2,0,0.0,0.0,0.0,1,0,46,50,92.0,485,29,94,0,0,07/20/20,Crystal Palace,Wolves
171,Joel Ward,2.0,eng ENG,RB,90,0,0,0,0,0,0,0,0,63,12,1,1,2,0.0,0.0,0.1,1,0,42,52,80.8,269,29,81,0,0,07/20/20,Crystal Palace,Wolves
172,Vicente Guaita,31.0,es ESP,GK,90,0,0,0,0,0,0,0,0,25,0,0,0,0,0.0,0.0,0.0,0,0,16,23,69.6,372,8,32,0,0,07/20/20,Crystal Palace,Wolves
173,Troy Deeney,9.0,eng ENG,FW,66,0,0,0,0,0,0,0,0,35,14,0,0,2,0.0,0.0,0.1,1,0,15,25,60.0,66,15,11,1,2,07/21/20,Watford,Manchester City
174,Danny Welbeck,10.0,eng ENG,FW,24,0,0,0,0,0,0,0,0,11,7,0,0,0,0.0,0.0,0.0,0,0,3,7,42.9,13,9,67,1,3,07/21/20,Watford,Manchester City
175,Roberto Pereyra,37.0,ar ARG,LW,86,0,0,0,0,0,0,0,0,24,12,1,1,0,0.0,0.0,0.0,0,0,16,17,94.1,94,22,92,0,2,07/21/20,Watford,Manchester City
176,Adam Masina,11.0,it ITA,LW,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,1,0,0,07/21/20,Watford,Manchester City
177,Ismaila Sarr,23.0,sn SEN,RW,90,0,0,0,0,1,0,0,0,25,23,1,2,3,0.1,0.1,0.0,1,0,8,10,80.0,10,16,48,2,2,07/21/20,Watford,Manchester City
178,Will Hughes,19.0,eng ENG,CM,90,0,0,0,0,1,0,1,0,38,29,4,2,3,0.1,0.1,0.0,0,0,17,20,85.0,57,20,42,0,0,07/21/20,Watford,Manchester City
179,Abdoulaye Doucoure,16.0,fr FRA,CM,81,0,0,0,0,0,0,0,0,37,22,1,1,0,0.0,0.0,0.0,0,0,21,28,75.0,56,28,59,1,2,07/21/20,Watford,Manchester City
180,Nathaniel Chalobah,14.0,eng ENG,CM,9,0,0,0,0,0,0,0,0,3,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,19,2,0,0,0,07/21/20,Watford,Manchester City
181,Tom Cleverley,8.0,eng ENG,DM,90,0,0,0,0,0,0,0,0,37,34,3,2,4,0.0,0.0,0.0,0,0,13,25,52.0,100,19,11,0,1,07/21/20,Watford,Manchester City
182,Kiko Femenia,21.0,es ESP,LB,90,0,0,0,0,0,0,0,0,51,12,6,3,3,0.0,0.0,0.0,0,0,32,40,80.0,245,22,66,1,1,07/21/20,Watford,Manchester City
183,Craig Dawson,4.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,33,4,0,0,1,0.0,0.0,0.0,0,0,13,23,56.5,98,16,17,1,1,07/21/20,Watford,Manchester City
184,Christian Kabasele,27.0,be BEL,CB,90,0,0,0,0,0,0,0,0,24,9,0,0,5,0.0,0.0,0.0,0,0,7,16,43.8,86,8,7,0,0,07/21/20,Watford,Manchester City
185,Adrian Mariappa,6.0,jm JAM,RB,90,0,0,0,0,0,0,1,0,20,10,1,0,3,0.0,0.0,0.0,0,0,11,16,68.8,195,3,0,0,0,07/21/20,Watford,Manchester City
186,Ben Foster,26.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,37,1,0,0,0,0.0,0.0,0.0,0,0,10,31,32.3,580,9,52,0,0,07/21/20,Watford,Manchester City
187,Gabriel Jesus,9.0,br BRA,FW,90,0,0,0,0,3,1,0,0,28,6,1,0,1,0.4,0.4,0.1,2,0,17,19,89.5,5,19,29,0,0,07/21/20,Manchester City,Watford
188,Raheem Sterling,7.0,eng ENG,"LW,RW",63,2,0,0,1,5,4,0,0,53,7,1,1,1,1.5,0.5,0.0,4,2,31,37,83.8,68,47,86,2,5,07/21/20,Manchester City,Watford
189,Riyad Mahrez,26.0,dz ALG,RW,27,0,0,0,0,1,0,0,0,19,4,1,0,0,0.0,0.0,0.0,0,0,13,15,86.7,38,18,25,2,3,07/21/20,Manchester City,Watford
190,Phil Foden,47.0,eng ENG,"LW,RW",90,1,0,0,0,7,1,0,0,65,10,1,0,0,1.2,1.2,0.1,2,0,39,51,76.5,138,50,191,3,3,07/21/20,Manchester City,Watford
191,Bernardo Silva,20.0,pt POR,CM,90,0,0,0,0,1,0,0,0,82,17,4,0,0,0.1,0.1,0.3,6,0,69,74,93.2,290,54,125,0,0,07/21/20,Manchester City,Watford
192,Kevin De Bruyne,17.0,be BEL,CM,90,0,1,0,0,3,1,0,0,102,17,2,1,0,0.3,0.3,0.5,9,1,62,92,67.4,289,70,134,1,1,07/21/20,Manchester City,Watford
193,Rodrigo,16.0,es ESP,DM,90,0,0,0,0,2,1,0,0,140,24,3,0,1,0.0,0.0,0.1,3,0,123,129,95.3,459,100,337,0,1,07/21/20,Manchester City,Watford
194,Joao Cancelo,27.0,pt POR,"LB,RB",90,0,0,0,0,2,0,0,0,103,8,5,1,1,0.1,0.1,0.2,8,1,82,90,91.1,458,90,241,7,9,07/21/20,Manchester City,Watford
195,Aymeric Laporte,14.0,fr FRA,CB,73,1,0,0,0,1,1,0,0,70,4,1,0,0,0.1,0.1,0.0,1,0,61,65,93.8,458,50,200,0,0,07/21/20,Manchester City,Watford
196,John Stones,5.0,eng ENG,CB,17,0,0,0,0,0,0,0,0,20,1,0,0,0,0.0,0.0,0.0,1,0,18,19,94.7,130,8,30,0,0,07/21/20,Manchester City,Watford
197,Eric Garcia,50.0,es ESP,CB,90,0,0,0,0,0,0,0,0,82,10,1,3,0,0.0,0.0,0.0,1,0,70,75,93.3,489,61,256,2,2,07/21/20,Manchester City,Watford
198,Kyle Walker,2.0,eng ENG,RB,63,0,1,0,0,0,0,0,0,77,6,1,2,0,0.0,0.0,0.1,3,1,66,73,90.4,280,55,102,0,1,07/21/20,Manchester City,Watford
199,Oleksandr Zinchenko,11.0,ua UKR,LB,27,0,0,0,0,0,0,0,0,26,2,0,0,0,0.0,0.0,0.1,2,0,23,25,92.0,133,19,69,0,0,07/21/20,Manchester City,Watford
200,Ederson,31.0,br BRA,GK,90,0,0,0,0,0,0,0,0,23,0,0,0,0,0.0,0.0,0.0,0,0,19,21,90.5,299,8,19,0,0,07/21/20,Manchester City,Watford
201,Mbwana Samatta,20.0,tz TAN,FW,71,0,0,0,0,0,0,0,0,21,9,1,0,1,0.0,0.0,0.0,0,0,8,17,47.1,20,10,27,0,0,07/21/20,Aston Villa,Arsenal
202,Keinan Davis,39.0,eng ENG,FW,19,0,0,0,0,1,0,0,0,12,3,0,0,0,0.1,0.1,0.0,0,0,5,8,62.5,28,9,20,0,0,07/21/20,Aston Villa,Arsenal
203,Jack Grealish,10.0,eng ENG,LW,90,0,0,0,0,1,0,0,0,48,7,0,5,2,0.0,0.0,0.3,4,0,28,36,77.8,175,36,317,1,1,07/21/20,Aston Villa,Arsenal
204,Trezeguet,17.0,eg EGY,RW,90,1,0,0,0,2,2,0,0,26,18,6,0,1,0.1,0.1,0.0,1,0,9,14,64.3,33,15,17,1,1,07/21/20,Aston Villa,Arsenal
205,Conor Hourihane,14.0,ie IRL,CM,72,0,0,0,0,0,0,0,0,37,7,0,0,0,0.0,0.0,0.0,1,1,20,34,58.8,102,13,5,0,0,07/21/20,Aston Villa,Arsenal
206,Marvelous Nakamba,11.0,zw ZIM,CM,18,0,0,0,0,0,0,0,0,5,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,19,1,0,0,0,07/21/20,Aston Villa,Arsenal
207,John McGinn,7.0,sco SCO,CM,89,0,0,0,0,3,1,0,0,27,15,1,1,0,0.2,0.2,0.0,1,0,11,13,84.6,64,18,50,0,0,07/21/20,Aston Villa,Arsenal
208,Henri Lansbury,8.0,eng ENG,CM,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,07/21/20,Aston Villa,Arsenal
209,Douglas Luiz,6.0,br BRA,DM,90,0,0,0,0,0,0,1,0,39,14,2,2,3,0.0,0.0,0.0,1,0,22,29,75.9,138,19,70,1,1,07/21/20,Aston Villa,Arsenal
210,Matt Targett,18.0,eng ENG,LB,90,0,0,0,0,0,0,1,0,33,8,3,0,4,0.0,0.0,0.0,1,0,15,22,68.2,131,16,58,0,0,07/21/20,Aston Villa,Arsenal
211,Tyrone Mings,40.0,eng ENG,CB,90,0,1,0,0,0,0,0,0,51,5,2,0,1,0.0,0.0,0.1,1,1,30,39,76.9,237,26,43,0,0,07/21/20,Aston Villa,Arsenal
212,Ezri Konsa Ngoyo,15.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,33,2,1,0,3,0.0,0.0,0.1,1,0,17,20,85.0,61,16,15,1,1,07/21/20,Aston Villa,Arsenal
213,Ahmed El Mohamady,27.0,eg EGY,RB,24,0,0,0,0,0,0,0,0,16,0,0,0,1,0.0,0.0,0.1,1,0,10,14,71.4,95,10,12,0,0,07/21/20,Aston Villa,Arsenal
214,Frederic Guilbert,24.0,fr FRA,RB,66,0,0,0,0,1,0,0,0,31,9,4,3,2,0.1,0.1,0.0,0,0,13,21,61.9,116,10,24,1,1,07/21/20,Aston Villa,Arsenal
215,Pepe Reina,29.0,es ESP,GK,90,0,0,0,0,0,0,0,0,38,0,0,0,0,0.0,0.0,0.0,0,0,23,36,63.9,871,17,66,0,0,07/21/20,Aston Villa,Arsenal
216,Alexandre Lacazette,9.0,fr FRA,FW,90,0,0,0,0,0,0,1,0,34,7,1,0,0,0.0,0.0,0.0,1,0,19,24,79.2,50,20,63,0,1,07/21/20,Arsenal,Aston Villa
217,Pierre-Emerick Aubameyang,14.0,ga GAB,LW,90,0,0,0,0,2,0,0,0,32,12,2,0,0,0.2,0.2,0.0,0,0,17,26,65.4,71,22,99,0,1,07/21/20,Arsenal,Aston Villa
218,Eddie Nketiah,30.0,eng ENG,RW,90,0,0,0,0,2,0,0,0,29,7,0,0,0,0.3,0.3,0.0,0,0,16,22,72.7,66,23,57,1,1,07/21/20,Arsenal,Aston Villa
219,Lucas Torreira,11.0,uy URU,DM,45,0,0,0,0,1,0,1,0,44,5,0,0,0,0.0,0.0,0.0,0,0,39,39,100.0,116,31,47,0,0,07/21/20,Arsenal,Aston Villa
220,Granit Xhaka,34.0,ch SUI,DM,45,0,0,0,0,0,0,0,0,48,2,0,0,1,0.0,0.0,0.0,1,0,40,45,88.9,167,38,105,1,1,07/21/20,Arsenal,Aston Villa
221,Dani Ceballos,8.0,es ESP,DM,90,0,0,0,0,1,0,0,0,120,13,2,1,1,0.0,0.0,0.0,1,0,94,110,85.5,389,90,389,1,3,07/21/20,Arsenal,Aston Villa
222,Bukayo Saka,77.0,eng ENG,WB,59,0,0,0,0,1,0,0,0,46,5,0,2,3,0.1,0.1,0.0,1,0,27,35,77.1,82,22,59,0,0,07/21/20,Arsenal,Aston Villa
223,Kieran Tierney,3.0,sco SCO,WB,31,0,0,0,0,0,0,0,0,30,2,1,0,0,0.0,0.0,0.0,0,0,17,23,73.9,134,20,87,0,0,07/21/20,Arsenal,Aston Villa
224,Cedric Soares,17.0,pt POR,"WB,CB",78,0,0,0,0,0,0,0,0,61,11,0,0,3,0.0,0.0,0.0,2,0,41,56,73.2,217,37,147,0,0,07/21/20,Arsenal,Aston Villa
225,Joseph Willock,28.0,eng ENG,CB,12,0,0,0,0,0,0,1,0,10,2,0,0,1,0.0,0.0,0.0,0,0,7,9,77.8,46,6,4,0,0,07/21/20,Arsenal,Aston Villa
226,Sead Kolasinac,31.0,ba BIH,CB,90,0,0,0,0,0,0,1,0,95,4,1,1,2,0.0,0.0,0.0,1,0,73,85,85.9,323,63,256,2,2,07/21/20,Arsenal,Aston Villa
227,David Luiz,23.0,br BRA,CB,59,0,0,0,0,0,0,0,0,50,1,0,0,0,0.0,0.0,0.0,0,0,42,45,93.3,256,39,224,1,1,07/21/20,Arsenal,Aston Villa
228,Nicolas Pepe,19.0,ci CIV,"WB,CB",31,0,0,0,0,0,0,0,0,25,2,0,0,0,0.0,0.0,0.3,2,0,18,23,78.3,93,21,143,0,1,07/21/20,Arsenal,Aston Villa
229,Rob Holding,16.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,87,3,0,0,1,0.0,0.0,0.0,0,0,75,80,93.8,422,62,329,0,0,07/21/20,Arsenal,Aston Villa
230,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,0,0,0,0,0,0,0,0,27,0,0,0,0,0.0,0.0,0.0,0,0,26,26,100.0,288,16,38,0,0,07/21/20,Arsenal,Aston Villa
231,Anthony Martial,9.0,fr FRA,FW,90,0,1,0,0,3,1,0,0,48,12,0,0,3,0.1,0.1,0.1,3,1,25,37,67.6,70,37,101,1,2,07/22/20,Manchester Utd,West Ham
232,Marcus Rashford,10.0,eng ENG,LW,84,0,0,0,0,1,1,1,0,53,14,0,0,1,0.0,0.0,0.0,1,0,30,39,76.9,115,39,222,4,6,07/22/20,Manchester Utd,West Ham
233,Odion Ighalo,25.0,ng NGA,LW,6,0,0,0,0,1,0,0,0,8,3,1,0,1,0.1,0.1,0.0,0,0,3,3,100.0,0,5,0,0,0,07/22/20,Manchester Utd,West Ham
