,Player,#,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,Date,Team,Opponent
234,Mason Greenwood,26.0,eng ENG,RW,90,1,0,0,0,3,2,0,0,50,11,0,0,2,0.3,0.3,0.1,3,1,35,37,94.6,88,41,98,1,2,07/22/20,Manchester Utd,West Ham
235,Bruno Fernandes,18.0,pt POR,AM,90,0,0,0,0,1,0,1,0,85,13,0,0,1,0.0,0.0,0.1,4,0,62,76,81.6,301,61,189,0,0,07/22/20,Manchester Utd,West Ham
236,Nemanja Matic,31.0,rs SRB,CM,90,0,0,0,0,0,0,0,0,108,19,3,2,4,0.0,0.0,0.0,3,0,87,95,91.6,425,80,355,1,1,07/22/20,Manchester Utd,West Ham
237,Paul Pogba,6.0,fr FRA,CM,90,0,0,0,0,1,0,0,0,93,12,0,1,6,0.0,0.0,0.0,2,0,78,82,95.1,431,68,184,2,2,07/22/20,Manchester Utd,West Ham
238,Brandon Williams,53.0,eng ENG,LB,90,0,0,0,0,0,0,0,0,84,17,2,0,5,0.0,0.0,0.1,1,0,66,74,89.2,346,54,145,1,1,07/22/20,Manchester Utd,West Ham
239,Harry Maguire,5.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,75,2,1,3,1,0.0,0.0,0.0,1,0,59,67,88.1,354,42,240,0,0,07/22/20,Manchester Utd,West Ham
240,Victor Lindelof,2.0,se SWE,CB,90,0,0,0,0,0,0,0,0,67,7,1,1,2,0.0,0.0,0.0,0,0,54,62,87.1,348,41,221,0,0,07/22/20,Manchester Utd,West Ham
241,Timothy Fosu-Mensah,24.0,nl NED,RB,45,0,0,0,0,1,0,1,0,22,6,0,1,0,0.1,0.1,0.0,1,0,13,19,68.4,77,13,28,1,1,07/22/20,Manchester Utd,West Ham
242,Aaron Wan-Bissaka,29.0,eng ENG,RB,45,0,0,0,0,0,0,0,0,26,14,3,4,1,0.0,0.0,0.1,1,0,14,16,87.5,75,15,72,0,0,07/22/20,Manchester Utd,West Ham
243,David de Gea,1.0,es ESP,GK,90,0,0,0,0,0,0,0,0,26,0,0,0,0,0.0,0.0,0.0,0,0,22,25,88.0,260,7,37,0,0,07/22/20,Manchester Utd,West Ham
244,Michail Antonio,30.0,eng ENG,FW,77,1,0,1,1,3,1,0,0,38,9,1,0,0,1.4,0.6,0.0,2,0,14,26,53.8,39,27,89,0,0,07/22/20,West Ham,Manchester Utd
245,Sebastien Haller,22.0,fr FRA,FW,13,0,0,0,0,0,0,0,0,16,2,2,0,0,0.0,0.0,0.0,0,0,7,9,77.8,2,9,13,0,0,07/22/20,West Ham,Manchester Utd
246,Pablo Fornals,18.0,es ESP,LW,90,0,0,0,0,0,0,0,0,52,15,0,3,1,0.0,0.0,0.0,0,0,35,48,72.9,206,36,68,0,0,07/22/20,West Ham,Manchester Utd
247,Jarrod Bowen,17.0,eng ENG,RW,89,0,0,0,0,3,1,0,0,49,13,1,0,0,0.2,0.2,0.1,6,0,29,38,76.3,144,38,226,2,3,07/22/20,West Ham,Manchester Utd
248,Andriy Yarmolenko,7.0,ua UKR,RW,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,21,4,1,0,0,07/22/20,West Ham,Manchester Utd
249,Mark Noble,16.0,eng ENG,AM,90,0,0,0,0,0,0,0,0,72,8,0,0,1,0.0,0.0,0.3,7,0,58,69,84.1,384,55,103,2,2,07/22/20,West Ham,Manchester Utd
250,Tomas Soucek,28.0,cz CZE,CM,90,0,0,0,0,0,0,0,0,41,9,4,2,1,0.0,0.0,0.0,1,0,28,33,84.8,74,26,63,0,0,07/22/20,West Ham,Manchester Utd
251,Declan Rice,41.0,eng ENG,CM,90,0,0,0,0,3,0,0,0,61,26,4,4,3,0.1,0.1,0.0,2,1,41,47,87.2,247,36,118,1,1,07/22/20,West Ham,Manchester Utd
252,Aaron Cresswell,3.0,eng ENG,LB,74,0,0,0,0,0,0,0,0,47,1,0,0,0,0.0,0.0,0.0,0,0,38,48,79.2,406,34,85,1,1,07/22/20,West Ham,Manchester Utd
253,Arthur Masuaku,26.0,cd COD,LB,16,0,0,0,0,0,0,1,0,14,8,2,0,1,0.0,0.0,0.0,0,0,9,10,90.0,50,12,57,3,3,07/22/20,West Ham,Manchester Utd
254,Angelo Ogbonna,21.0,it ITA,CB,90,0,0,0,0,1,0,0,0,48,7,3,0,3,0.1,0.1,0.0,0,0,30,34,88.2,152,25,26,0,0,07/22/20,West Ham,Manchester Utd
255,Issa Diop,23.0,fr FRA,CB,90,0,0,0,0,0,0,0,0,42,5,0,6,2,0.0,0.0,0.1,1,0,31,36,86.1,183,24,43,0,0,07/22/20,West Ham,Manchester Utd
256,Ben Johnson,53.0,eng ENG,RB,90,0,0,0,0,1,0,0,0,72,14,4,1,2,0.0,0.0,0.0,0,0,37,62,59.7,333,38,46,0,0,07/22/20,West Ham,Manchester Utd
257,Åukasz FabiaÅski,1.0,pl POL,GK,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,0,0,20,30,66.7,411,16,37,0,0,07/22/20,West Ham,Manchester Utd
258,Roberto Firmino,9.0,br BRA,FW,86,1,0,0,0,1,1,0,0,35,10,1,0,0,0.1,0.1,0.2,1,0,20,27,74.1,52,22,7,0,0,07/22/20,Liverpool,Chelsea
259,Takumi Minamino,18.0,jp JPN,FW,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,14,3,6,0,0,07/22/20,Liverpool,Chelsea
260,Sadio Mane,10.0,sn SEN,LW,86,0,0,0,0,0,0,0,0,54,12,2,0,1,0.0,0.0,0.0,2,2,35,40,87.5,101,45,118,5,5,07/22/20,Liverpool,Chelsea
261,Divock Origi,27.0,be BEL,LW,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0.0,0.0,0.0,1,0,0,1,0.0,0,2,53,0,0,07/22/20,Liverpool,Chelsea
262,Mohamed Salah,11.0,eg EGY,RW,78,0,1,0,0,3,1,0,0,43,16,2,1,0,0.5,0.5,0.1,2,1,22,31,71.0,95,36,156,4,4,07/22/20,Liverpool,Chelsea
263,Alex Oxlade-Chamberlain,15.0,eng ENG,RW,12,1,0,0,0,1,1,0,0,6,5,1,0,0,0.2,0.2,0.0,0,0,1,3,33.3,0,2,0,0,1,07/22/20,Liverpool,Chelsea
264,Georginio Wijnaldum,5.0,nl NED,CM,65,1,0,0,0,2,2,0,0,41,14,3,0,0,0.1,0.1,0.0,0,0,31,33,93.9,97,29,79,0,1,07/22/20,Liverpool,Chelsea
265,James Milner,7.0,eng ENG,CM,25,0,0,0,0,0,0,0,0,15,7,1,0,0,0.0,0.0,0.0,0,0,8,12,66.7,35,8,8,0,0,07/22/20,Liverpool,Chelsea
266,Naby Keita,8.0,gn GUI,CM,65,1,0,0,0,1,1,0,0,57,16,2,1,2,0.0,0.0,0.0,0,0,43,49,87.8,99,39,102,2,2,07/22/20,Liverpool,Chelsea
267,Curtis Jones,48.0,eng ENG,CM,25,0,0,0,0,0,0,0,0,12,3,0,0,0,0.0,0.0,0.0,0,0,6,11,54.5,0,6,7,0,0,07/22/20,Liverpool,Chelsea
268,Fabinho,3.0,br BRA,DM,90,0,0,0,0,0,0,0,0,64,15,4,2,0,0.0,0.0,0.0,0,0,46,56,82.1,167,37,55,0,0,07/22/20,Liverpool,Chelsea
269,Andrew Robertson,26.0,sco SCO,LB,90,0,1,0,0,0,0,0,0,92,5,0,1,3,0.0,0.0,0.4,4,2,67,85,78.8,514,66,246,3,4,07/22/20,Liverpool,Chelsea
270,Virgil van Dijk,4.0,nl NED,CB,90,0,0,0,0,1,0,0,0,81,1,0,0,1,0.2,0.2,0.0,0,0,63,76,82.9,404,51,55,0,0,07/22/20,Liverpool,Chelsea
271,Joseph Gomez,12.0,eng ENG,CB,90,0,0,0,0,0,0,1,0,75,7,1,1,1,0.0,0.0,0.0,1,1,59,69,85.5,428,55,182,2,2,07/22/20,Liverpool,Chelsea
272,Trent Alexander-Arnold,66.0,eng ENG,RB,90,1,1,0,0,1,1,0,0,84,10,1,2,2,0.1,0.1,0.2,2,1,55,77,71.4,625,46,54,1,1,07/22/20,Liverpool,Chelsea
273,Alisson,1.0,br BRA,GK,90,0,0,0,0,0,0,0,0,46,0,0,0,0,0.0,0.0,0.0,0,0,33,44,75.0,538,26,45,0,0,07/22/20,Liverpool,Chelsea
274,Olivier Giroud,18.0,fr FRA,FW,58,1,0,0,0,2,2,0,0,25,16,0,0,2,0.9,0.9,0.0,0,0,14,19,73.7,1,3,0,0,0,07/22/20,Chelsea,Liverpool
275,Tammy Abraham,9.0,eng ENG,FW,32,1,0,0,0,1,1,0,0,6,4,0,0,0,0.5,0.5,0.0,0,0,1,3,33.3,0,3,8,0,0,07/22/20,Chelsea,Liverpool
276,Mason Mount,19.0,eng ENG,LW,58,0,0,0,0,1,0,0,0,30,25,0,0,1,0.4,0.4,0.0,0,0,17,23,73.9,11,27,101,1,2,07/22/20,Chelsea,Liverpool
277,Callum Hudson-Odoi,20.0,eng ENG,"RW,LW",32,0,1,0,0,0,0,0,0,16,2,0,0,1,0.0,0.0,0.1,1,1,8,11,72.7,38,15,53,2,3,07/22/20,Chelsea,Liverpool
278,Willian,10.0,br BRA,RW,58,0,0,0,0,1,1,0,0,35,20,1,0,0,0.3,0.3,0.0,2,1,19,28,67.9,9,21,55,0,0,07/22/20,Chelsea,Liverpool
279,Christian Pulisic,22.0,us USA,"LW,RW",32,1,1,0,0,3,1,0,0,20,8,0,1,1,0.3,0.3,0.5,2,2,6,7,85.7,22,18,96,2,4,07/22/20,Chelsea,Liverpool
280,Mateo Kovacic,17.0,hr CRO,DM,90,0,0,0,0,0,0,0,0,51,33,3,0,0,0.0,0.0,0.0,1,0,39,46,84.8,113,34,65,1,1,07/22/20,Chelsea,Liverpool
281,Jorginho,5.0,it ITA,DM,90,0,0,0,0,0,0,0,0,75,32,3,1,2,0.0,0.0,0.0,2,0,58,64,90.6,257,43,91,0,0,07/22/20,Chelsea,Liverpool
282,Marcos Alonso,3.0,es ESP,WB,87,0,0,0,0,0,0,0,0,75,7,0,0,0,0.0,0.0,0.3,2,0,50,61,82.0,344,52,256,1,1,07/22/20,Chelsea,Liverpool
283,Emerson,33.0,it ITA,WB,3,0,0,0,0,0,0,0,0,4,1,0,0,1,0.0,0.0,0.0,0,0,2,3,66.7,1,1,1,0,0,07/22/20,Chelsea,Liverpool
284,Reece James,24.0,eng ENG,WB,90,0,0,0,0,1,0,0,0,81,28,2,0,4,0.0,0.0,0.7,3,0,52,66,78.8,440,51,166,2,3,07/22/20,Chelsea,Liverpool
285,Antonio Rudiger,2.0,de GER,CB,90,0,0,0,0,0,0,0,0,69,9,2,1,1,0.0,0.0,0.0,0,0,45,58,77.6,310,42,102,0,0,07/22/20,Chelsea,Liverpool
286,Kurt Zouma,15.0,fr FRA,CB,90,0,0,0,0,0,0,0,0,95,8,1,4,1,0.0,0.0,0.0,1,0,75,78,96.2,491,61,119,0,0,07/22/20,Chelsea,Liverpool
287,Cesar Azpilicueta,28.0,es ESP,CB,90,0,0,0,0,1,0,0,0,91,17,1,0,0,0.0,0.0,0.0,3,1,74,86,86.0,570,53,122,0,0,07/22/20,Chelsea,Liverpool
288,Kepa Arrizabalaga,1.0,es ESP,GK,90,0,0,0,0,0,0,0,0,38,1,0,0,0,0.0,0.0,0.0,0,0,28,38,73.7,443,24,38,0,0,07/22/20,Chelsea,Liverpool
289,Danny Ings,9.0,eng ENG,FW,90,1,0,1,1,1,0,0,0,43,14,1,0,0,0.9,0.1,0.2,3,1,24,35,68.6,61,36,119,1,2,07/26/20,Southampton,Sheffield Utd
290,Che Adams,10.0,eng ENG,FW,84,2,0,0,0,3,2,0,0,30,5,1,0,0,0.7,0.7,0.0,0,0,14,19,73.7,12,25,48,1,2,07/26/20,Southampton,Sheffield Utd
291,Shane Long,7.0,ie IRL,FW,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,07/26/20,Southampton,Sheffield Utd
292,Nathan Redmond,22.0,eng ENG,CM,90,0,0,0,0,2,1,0,0,64,9,1,1,1,0.1,0.1,0.0,2,1,41,55,74.5,111,65,450,10,13,07/26/20,Southampton,Sheffield Utd
293,Stuart Armstrong,17.0,sco SCO,CM,29,0,0,0,0,0,0,0,0,18,2,0,0,1,0.0,0.0,0.0,0,0,14,15,93.3,53,14,63,0,0,07/26/20,Southampton,Sheffield Utd
294,William Smallbone,27.0,ie IRL,CM,61,0,1,0,0,2,0,0,0,42,12,4,0,1,0.0,0.0,0.2,1,1,26,31,83.9,41,26,85,0,1,07/26/20,Southampton,Sheffield Utd
295,Oriol Romeu,14.0,es ESP,DM,89,0,0,0,0,2,0,0,0,110,7,2,0,3,0.1,0.1,0.1,2,0,91,100,91.0,477,80,246,2,2,07/26/20,Southampton,Sheffield Utd
296,Michael Obafemi,20.0,ie IRL,DM,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,07/26/20,Southampton,Sheffield Utd
297,James Ward-Prowse,16.0,eng ENG,DM,90,0,0,0,0,1,0,0,0,103,6,1,0,1,0.4,0.4,0.1,2,0,78,97,80.4,301,67,111,0,0,07/26/20,Southampton,Sheffield Utd
298,Ryan Bertrand,21.0,eng ENG,LB,90,0,0,0,0,0,0,0,0,77,5,0,0,0,0.0,0.0,0.0,1,0,63,74,85.1,273,60,277,0,0,07/26/20,Southampton,Sheffield Utd
299,Jannik Vestergaard,4.0,dk DEN,CB,90,0,0,0,0,0,0,0,0,107,5,1,3,1,0.0,0.0,0.0,1,0,83,95,87.4,419,72,305,0,0,07/26/20,Southampton,Sheffield Utd
300,Jack Stephens,5.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,107,5,1,0,3,0.0,0.0,0.0,0,0,86,98,87.8,469,76,287,0,1,07/26/20,Southampton,Sheffield Utd
301,Kyle Walker-Peters,24.0,eng ENG,RB,90,0,0,0,0,1,0,0,0,78,11,0,2,0,0.1,0.1,0.0,1,1,60,72,83.3,189,58,283,2,2,07/26/20,Southampton,Sheffield Utd
302,Alex McCarthy,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,38,0,0,0,0,0.0,0.0,0.0,0,0,31,36,86.1,487,27,39,0,0,07/26/20,Southampton,Sheffield Utd
303,Billy Sharp,10.0,eng ENG,FW,69,0,1,0,0,1,1,0,0,18,16,0,0,0,0.5,0.5,0.8,2,1,8,12,66.7,25,12,78,0,1,07/26/20,Sheffield Utd,Southampton
304,Leon Clarke,24.0,eng ENG,FW,21,0,0,0,0,0,0,0,0,6,8,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,0,0,0,0,07/26/20,Sheffield Utd,Southampton
305,Oliver McBurnie,9.0,sco SCO,FW,50,0,0,0,0,1,0,0,0,21,23,0,0,0,0.1,0.1,0.0,1,0,8,16,50.0,26,11,13,2,3,07/26/20,Sheffield Utd,Southampton
306,Richairo Zivkovic,30.0,nl NED,FW,40,0,0,0,0,0,0,0,0,5,24,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,3,9,0,0,07/26/20,Sheffield Utd,Southampton
307,John Fleck,4.0,sco SCO,CM,90,0,0,0,0,0,0,0,0,31,27,2,3,1,0.0,0.0,0.1,2,0,12,22,54.5,46,15,41,1,2,07/26/20,Sheffield Utd,Southampton
308,John Lundstram,7.0,eng ENG,CM,90,1,0,0,0,2,2,0,0,40,23,2,1,0,0.8,0.8,0.0,1,0,20,30,66.7,126,18,19,0,1,07/26/20,Sheffield Utd,Southampton
309,Sander Berge,32.0,no NOR,DM,90,0,0,0,0,0,0,0,0,46,23,5,1,1,0.0,0.0,0.0,0,0,25,33,75.8,92,22,79,1,1,07/26/20,Sheffield Utd,Southampton
310,Enda Stevens,3.0,ie IRL,WB,90,0,0,0,0,1,0,1,0,36,11,0,0,1,0.1,0.1,0.0,1,1,18,26,69.2,175,20,60,0,0,07/26/20,Sheffield Utd,Southampton
311,George Baldock,2.0,eng ENG,WB,90,0,0,0,0,0,0,0,0,36,19,2,0,3,0.0,0.0,0.5,1,0,19,27,70.4,215,21,107,1,1,07/26/20,Sheffield Utd,Southampton
312,Jack Robinson,19.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,41,12,1,0,3,0.0,0.0,0.0,0,0,17,29,58.6,177,23,19,1,1,07/26/20,Sheffield Utd,Southampton
313,John Egan,12.0,ie IRL,CB,90,0,0,0,0,0,0,0,0,30,9,2,2,4,0.0,0.0,0.0,0,0,11,18,61.1,85,10,23,0,0,07/26/20,Sheffield Utd,Southampton
314,Chris Basham,6.0,eng ENG,CB,79,0,0,0,0,0,0,0,0,40,19,2,3,3,0.0,0.0,0.1,2,0,17,23,73.9,138,11,9,0,0,07/26/20,Sheffield Utd,Southampton
315,Oliver Norwood,16.0,nir NIR,CB,11,0,0,0,0,0,0,0,0,8,4,0,0,0,0.0,0.0,0.0,0,0,6,8,75.0,30,5,10,0,0,07/26/20,Sheffield Utd,Southampton
316,Dean Henderson,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,0,0,13,31,41.9,576,15,77,0,0,07/26/20,Sheffield Utd,Southampton
317,Jay Rodriguez,19.0,eng ENG,FW,77,0,0,0,0,5,0,0,0,26,8,0,0,2,1.0,1.0,0.0,0,0,3,11,27.3,0,16,57,1,1,07/26/20,Burnley,Brighton
318,Matej Vydra,27.0,cz CZE,FW,13,0,0,0,0,0,0,0,0,2,6,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,07/26/20,Burnley,Brighton
319,Chris Wood,9.0,nz NZL,FW,90,1,0,0,0,4,1,0,0,24,11,0,1,1,0.8,0.8,0.0,2,0,9,15,60.0,13,8,13,0,0,07/26/20,Burnley,Brighton
320,Dwight McNeil,11.0,eng ENG,CM,90,0,0,0,0,1,0,0,0,55,8,2,0,0,0.0,0.0,0.3,4,0,37,49,75.5,246,43,208,1,1,07/26/20,Burnley,Brighton
321,Josh Brownhill,8.0,eng ENG,CM,90,0,0,0,0,0,0,1,0,52,9,2,2,0,0.0,0.0,0.0,2,0,37,47,78.7,118,30,77,1,1,07/26/20,Burnley,Brighton
322,Ashley Westwood,18.0,eng ENG,CM,90,0,0,0,0,0,0,0,0,87,11,5,1,2,0.0,0.0,0.4,5,0,60,76,78.9,380,42,81,0,0,07/26/20,Burnley,Brighton
323,Johann Gudmundsson,7.0,is ISL,CM,74,0,0,0,0,1,0,0,0,25,13,2,0,1,0.1,0.1,0.0,0,0,15,18,83.3,76,16,63,0,0,07/26/20,Burnley,Brighton
324,Robbie Brady,12.0,ie IRL,CM,16,0,0,0,0,2,0,0,0,17,5,1,0,1,0.1,0.1,0.0,0,0,8,11,72.7,36,11,43,0,0,07/26/20,Burnley,Brighton
325,Erik Pieters,23.0,nl NED,LB,90,0,1,0,0,0,0,1,0,65,7,1,2,4,0.0,0.0,0.7,2,1,44,52,84.6,305,35,146,0,0,07/26/20,Burnley,Brighton
326,James Tarkowski,5.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,50,6,2,3,4,0.0,0.0,0.2,2,1,32,39,82.1,224,20,57,0,0,07/26/20,Burnley,Brighton
327,Kevin Long,28.0,ie IRL,CB,90,0,0,0,0,1,0,0,0,48,15,4,2,2,0.2,0.2,0.0,1,0,26,35,74.3,163,20,36,0,0,07/26/20,Burnley,Brighton
328,Phil Bardsley,26.0,sco SCO,RB,90,0,0,0,0,0,0,1,0,73,7,3,1,2,0.0,0.0,0.0,1,0,42,65,64.6,295,39,98,0,0,07/26/20,Burnley,Brighton
329,Nick Pope,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,29,0,0,0,0,0.0,0.0,0.0,0,0,17,28,60.7,559,8,66,0,0,07/26/20,Burnley,Brighton
330,Neal Maupay,7.0,fr FRA,FW,89,0,1,0,0,2,0,0,0,39,12,1,1,0,0.2,0.2,0.2,5,1,22,27,81.5,59,26,107,0,3,07/26/20,Brighton,Burnley
331,Alireza Jahanbakhsh,16.0,ir IRN,FW,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,24,0,0,07/26/20,Brighton,Burnley
332,Aaron Connolly,44.0,ie IRL,FW,89,1,0,0,0,6,2,0,0,26,9,4,0,0,0.6,0.6,0.0,1,1,9,11,81.8,22,14,41,1,1,07/26/20,Brighton,Burnley
333,Glenn Murray,17.0,eng ENG,FW,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,07/26/20,Brighton,Burnley
334,Alexis Mac Allister,10.0,ar ARG,AM,73,0,0,0,0,3,1,0,0,31,8,0,0,2,0.3,0.3,0.0,1,0,12,21,57.1,60,14,47,0,0,07/26/20,Brighton,Burnley
335,Aaron Mooy,18.0,au AUS,AM,17,0,0,0,0,1,0,0,0,14,3,0,0,0,0.0,0.0,0.0,1,0,10,11,90.9,6,6,5,0,0,07/26/20,Brighton,Burnley
336,Dale Stephens,6.0,eng ENG,DM,90,0,0,0,0,0,0,0,0,43,6,2,0,1,0.0,0.0,0.1,2,0,33,40,82.5,185,27,89,0,0,07/26/20,Brighton,Burnley
337,Yves Bissouma,8.0,ml MLI,DM,72,1,0,0,0,1,1,0,0,33,9,0,1,3,0.0,0.0,0.0,0,0,16,18,88.9,151,17,71,0,0,07/26/20,Brighton,Burnley
338,Davy Propper,24.0,nl NED,DM,18,0,0,0,0,0,0,0,0,14,2,0,0,1,0.0,0.0,0.0,0,0,6,8,75.0,17,8,38,0,0,07/26/20,Brighton,Burnley
339,Solly March,20.0,eng ENG,WB,72,0,0,0,0,1,0,0,0,30,3,0,0,0,0.0,0.0,0.0,1,0,15,28,53.6,147,18,104,0,0,07/26/20,Brighton,Burnley
340,Bernardo,30.0,br BRA,WB,18,0,0,0,0,0,0,0,0,18,5,0,2,1,0.0,0.0,0.0,1,0,12,13,92.3,90,11,31,0,0,07/26/20,Brighton,Burnley
341,Tariq Lamptey,2.0,eng ENG,WB,90,0,0,0,0,1,0,0,0,50,7,1,3,0,0.1,0.1,0.5,6,0,23,31,74.2,129,39,261,3,4,07/26/20,Brighton,Burnley
342,Dan Burn,33.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,58,7,1,1,0,0.0,0.0,0.0,0,0,32,46,69.6,260,23,29,0,0,07/26/20,Brighton,Burnley
343,Lewis Dunk,5.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,49,6,1,1,1,0.0,0.0,0.1,2,0,30,41,73.2,194,18,36,0,0,07/26/20,Brighton,Burnley
344,Adam Webster,15.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,49,4,0,1,3,0.0,0.0,0.0,0,0,23,35,65.7,229,17,49,0,0,07/26/20,Brighton,Burnley
345,Mathew Ryan,1.0,au AUS,GK,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0.0,0.0,0.0,0,0,28,37,75.7,967,21,76,0,0,07/26/20,Brighton,Burnley
346,Michail Antonio,30.0,eng ENG,FW,45,0,0,0,0,1,0,1,0,20,8,0,0,1,0.5,0.5,0.0,0,0,12,15,80.0,53,15,36,0,0,07/26/20,West Ham,Aston Villa
347,Sebastien Haller,22.0,fr FRA,FW,45,0,0,0,0,2,0,0,0,19,6,2,0,0,0.3,0.3,0.0,1,0,12,14,85.7,11,9,37,0,0,07/26/20,West Ham,Aston Villa
348,Pablo Fornals,18.0,es ESP,LW,66,0,0,0,0,0,0,0,0,32,9,2,0,1,0.0,0.0,0.0,1,0,15,23,65.2,24,22,59,2,3,07/26/20,West Ham,Aston Villa
349,Manuel Lanzini,10.0,ar ARG,LW,24,0,0,0,0,1,0,0,0,15,1,0,0,0,0.1,0.1,0.0,2,0,12,14,85.7,41,12,25,1,1,07/26/20,West Ham,Aston Villa
350,Jarrod Bowen,17.0,eng ENG,RW,45,0,0,0,0,0,0,0,0,21,6,0,1,0,0.0,0.0,0.0,0,0,13,16,81.3,50,14,24,0,0,07/26/20,West Ham,Aston Villa
351,Andriy Yarmolenko,7.0,ua UKR,RW,45,1,0,0,0,2,1,0,0,24,5,1,1,0,0.1,0.1,0.0,0,0,11,15,73.3,35,18,74,0,0,07/26/20,West Ham,Aston Villa
352,Mark Noble,16.0,eng ENG,AM,86,0,0,0,0,0,0,0,0,64,6,1,0,1,0.0,0.0,0.1,4,0,56,62,90.3,256,39,70,0,0,07/26/20,West Ham,Aston Villa
