,Player,#,Nation,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Date,Team,Opponent
409,Åukasz FabiaÅski,1.0,pl POL,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,10/04/20,West Ham,Leicester City
410,Danny Ings,9.0,eng ENG,FW,90,0,0,0,1,1,0,1,0,0,0,0,0,4,2,3,40.0,10/04/20,Southampton,West Brom
411,Che Adams,10.0,eng ENG,FW,83,0,0,0,1,2,1,0,0,1,0,0,0,5,0,2,0.0,10/04/20,Southampton,West Brom
412,Shane Long,7.0,ie IRL,FW,7,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,66.7,10/04/20,Southampton,West Brom
413,Moussa Djenepo,12.0,ml MLI,LM,54,1,0,0,2,0,0,0,0,1,0,0,0,5,0,0,,10/04/20,Southampton,West Brom
414,Nathan Redmond,11.0,eng ENG,LM,36,0,0,0,1,2,0,0,0,1,0,0,0,3,0,1,0.0,10/04/20,Southampton,West Brom
415,Stuart Armstrong,17.0,sco SCO,RM,90,0,0,0,2,0,0,1,0,2,0,0,0,7,0,0,,10/04/20,Southampton,West Brom
416,Oriol Romeu,6.0,es ESP,DM,90,0,0,0,2,0,0,0,2,2,0,0,0,15,1,1,50.0,10/04/20,Southampton,West Brom
417,James Ward-Prowse,8.0,eng ENG,DM,90,0,0,0,2,1,0,2,1,2,0,0,0,15,1,0,100.0,10/04/20,Southampton,West Brom
418,Ryan Bertrand,3.0,eng ENG,LB,90,0,0,0,4,3,0,1,2,3,0,0,0,8,2,2,50.0,10/04/20,Southampton,West Brom
419,Jannik Vestergaard,4.0,dk DEN,CB,90,0,0,0,1,0,0,0,2,0,0,0,0,16,4,0,100.0,10/04/20,Southampton,West Brom
420,Jan Bednarek,35.0,pl POL,CB,90,0,0,0,1,1,0,0,2,0,0,0,0,16,3,0,100.0,10/04/20,Southampton,West Brom
421,Kyle Walker-Peters,2.0,eng ENG,RB,90,1,0,0,1,0,0,2,4,1,0,0,0,10,0,0,,10/04/20,Southampton,West Brom
422,Alex McCarthy,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,10/04/20,Southampton,West Brom
423,Callum Robinson,7.0,ie IRL,FW,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0,10/04/20,West Brom,Southampton
424,Hal Robson-Kanu,4.0,wal WAL,FW,31,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,0.0,10/04/20,West Brom,Southampton
425,Grady Diangana,11.0,eng ENG,LW,90,0,0,0,0,7,0,2,2,0,0,0,0,4,1,0,100.0,10/04/20,West Brom,Southampton
426,Kyle Edwards,21.0,eng ENG,RW,45,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,,10/04/20,West Brom,Southampton
427,Sam Field,28.0,eng ENG,DM,45,0,0,0,2,1,0,0,0,4,0,0,0,12,1,1,50.0,10/04/20,West Brom,Southampton
428,Matheus Pereira,12.0,br BRA,"RW,AM",90,0,0,0,1,3,1,1,0,1,0,0,0,11,1,0,100.0,10/04/20,West Brom,Southampton
429,Romaine Sawyers,19.0,kn SKN,DM,63,0,0,0,0,0,0,0,2,0,0,0,0,7,1,0,100.0,10/04/20,West Brom,Southampton
430,Filip KrovinoviÄ,17.0,hr CRO,DM,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,10/04/20,West Brom,Southampton
431,Jake Livermore,8.0,eng ENG,"DM,AM",90,1,0,0,2,0,0,0,3,1,0,0,0,9,0,0,,10/04/20,West Brom,Southampton
432,Conor Townsend,14.0,eng ENG,LB,90,0,0,0,0,1,0,2,1,3,0,0,0,9,0,0,,10/04/20,West Brom,Southampton
433,Kyle Bartley,5.0,eng ENG,CB,90,0,0,0,2,0,0,0,0,0,0,0,0,19,2,3,40.0,10/04/20,West Brom,Southampton
434,Semi Ajayi,6.0,ng NGA,CB,90,0,0,0,0,0,0,0,1,0,0,0,0,8,1,2,33.3,10/04/20,West Brom,Southampton
435,Dara O'Shea,27.0,ie IRL,RB,90,0,0,0,1,3,0,0,0,2,0,0,0,14,3,3,50.0,10/04/20,West Brom,Southampton
436,Sam Johnstone,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,10/04/20,West Brom,Southampton
437,Eddie Nketiah,30.0,eng ENG,FW,57,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,10/04/20,Arsenal,Sheffield Utd
438,Nicolas Pepe,19.0,ci CIV,RW,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,10/04/20,Arsenal,Sheffield Utd
439,Pierre-Emerick Aubameyang,14.0,ga GAB,"LW,FW",90,0,0,0,1,1,0,1,0,0,0,0,0,2,0,2,0.0,10/04/20,Arsenal,Sheffield Utd
440,Willian,12.0,br BRA,"RW,CM,LW",90,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,,10/04/20,Arsenal,Sheffield Utd
441,Bukayo Saka,7.0,eng ENG,"CM,LW",86,0,0,0,0,4,0,2,0,1,0,0,0,1,0,1,0.0,10/04/20,Arsenal,Sheffield Utd
442,Ainsley Maitland-Niles,15.0,eng ENG,CM,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10/04/20,Arsenal,Sheffield Utd
443,Mohamed Elneny,25.0,eg EGY,CM,90,0,0,0,0,0,0,1,0,1,0,0,0,10,1,3,25.0,10/04/20,Arsenal,Sheffield Utd
444,Dani Ceballos,8.0,es ESP,DM,80,0,0,0,0,1,0,0,3,0,0,0,0,11,0,1,0.0,10/04/20,Arsenal,Sheffield Utd
445,Granit Xhaka,34.0,ch SUI,DM,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,10/04/20,Arsenal,Sheffield Utd
446,Kieran Tierney,3.0,sco SCO,LB,90,0,0,0,0,0,0,6,0,0,0,0,0,6,2,0,100.0,10/04/20,Arsenal,Sheffield Utd
447,Gabriel Magalhaes,6.0,br BRA,CB,90,0,0,0,0,0,0,0,1,1,0,0,0,10,5,2,71.4,10/04/20,Arsenal,Sheffield Utd
448,David Luiz,23.0,br BRA,CB,90,0,0,0,2,1,0,0,0,1,0,0,0,9,2,3,40.0,10/04/20,Arsenal,Sheffield Utd
449,Hector Bellerin,2.0,es ESP,RB,90,0,0,0,0,0,0,2,0,1,0,0,0,14,0,1,0.0,10/04/20,Arsenal,Sheffield Utd
450,Bernd Leno,1.0,de GER,GK,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,10/04/20,Arsenal,Sheffield Utd
451,David McGoldrick,17.0,ie IRL,"FW,RW",90,0,0,0,1,2,0,0,0,0,0,0,0,5,4,5,44.4,10/04/20,Sheffield Utd,Arsenal
452,Oliver Burke,14.0,sco SCO,FW,55,0,0,0,1,0,0,1,0,0,0,0,0,3,3,1,75.0,10/04/20,Sheffield Utd,Arsenal
453,Oliver McBurnie,9.0,sco SCO,FW,35,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,60.0,10/04/20,Sheffield Utd,Arsenal
454,Ben Osborn,23.0,eng ENG,CM,62,0,0,0,0,0,0,3,1,0,0,0,0,5,0,0,,10/04/20,Sheffield Utd,Arsenal
455,John Fleck,4.0,sco SCO,"CM,AM",28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,10/04/20,Sheffield Utd,Arsenal
456,John Lundstram,7.0,eng ENG,"CM,DM",90,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,,10/04/20,Sheffield Utd,Arsenal
457,Sander Berge,8.0,no NOR,DM,90,1,0,0,1,0,1,0,0,1,0,0,0,9,1,0,100.0,10/04/20,Sheffield Utd,Arsenal
458,Enda Stevens,3.0,ie IRL,"WB,LB",90,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,,10/04/20,Sheffield Utd,Arsenal
459,George Baldock,2.0,eng ENG,"WB,RB",90,0,0,0,2,0,0,0,0,0,0,0,0,10,1,0,100.0,10/04/20,Sheffield Utd,Arsenal
460,Jack Robinson,19.0,eng ENG,CB,90,0,0,0,0,0,0,4,0,1,0,0,0,13,2,0,100.0,10/04/20,Sheffield Utd,Arsenal
461,John Egan,12.0,ie IRL,CB,90,0,0,0,2,0,0,0,0,0,0,0,0,7,0,1,0.0,10/04/20,Sheffield Utd,Arsenal
462,Chris Basham,6.0,eng ENG,CB,75,0,0,0,1,1,0,1,2,0,0,0,0,11,2,2,50.0,10/04/20,Sheffield Utd,Arsenal
463,Billy Sharp,10.0,eng ENG,"LW,CB",15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,10/04/20,Sheffield Utd,Arsenal
464,Aaron Ramsdale,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,10/04/20,Sheffield Utd,Arsenal
465,Daniel Podence,10.0,pt POR,FW,70,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,100.0,10/04/20,Wolves,Fulham
466,Joao Moutinho,28.0,pt POR,FW,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,10/04/20,Wolves,Fulham
467,Raul Jimenez,9.0,mx MEX,FW,90,0,0,0,1,2,0,0,0,2,0,0,0,4,3,1,75.0,10/04/20,Wolves,Fulham
468,Pedro Neto,7.0,pt POR,CM,81,0,0,0,2,1,0,3,0,0,0,0,0,6,0,0,,10/04/20,Wolves,Fulham
469,Adama Traore,37.0,es ESP,CM,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10/04/20,Wolves,Fulham
470,Leander Dendoncker,32.0,be BEL,CM,90,0,0,0,4,0,0,0,0,1,0,0,0,7,0,2,0.0,10/04/20,Wolves,Fulham
471,Ruben Neves,8.0,pt POR,DM,90,1,0,0,2,1,0,0,1,2,0,0,0,8,0,1,0.0,10/04/20,Wolves,Fulham
472,Romain Saiss,27.0,ma MAR,WB,90,0,0,0,2,0,0,4,1,1,0,0,0,3,3,1,75.0,10/04/20,Wolves,Fulham
473,Nelson Semedo,22.0,pt POR,WB,77,0,0,0,1,1,0,1,2,0,0,0,0,2,0,2,0.0,10/04/20,Wolves,Fulham
474,Ki-Jana Hoever,2.0,nl NED,WB,13,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,50.0,10/04/20,Wolves,Fulham
475,Maximilian Kilman,49.0,eng ENG,CB,90,0,0,0,3,0,0,0,1,1,0,0,0,9,0,0,,10/04/20,Wolves,Fulham
476,Conor Coady,16.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,100.0,10/04/20,Wolves,Fulham
477,Willy Boly,15.0,fr FRA,CB,90,0,0,0,0,0,0,0,1,1,0,0,0,9,4,0,100.0,10/04/20,Wolves,Fulham
478,Rui PatrÃ­cio,11.0,pt POR,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,10/04/20,Wolves,Fulham
479,Aleksandar Mitrovic,9.0,rs SRB,FW,90,0,0,0,2,2,0,0,0,1,0,0,0,3,2,4,33.3,10/04/20,Fulham,Wolves
480,Joe Bryan,23.0,eng ENG,LW,66,0,0,0,0,1,0,4,3,0,0,0,0,4,1,0,100.0,10/04/20,Fulham,Wolves
481,Aboubakar Kamara,47.0,fr FRA,"RW,LW",24,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0.0,10/04/20,Fulham,Wolves
482,Ivan Cavaleiro,17.0,pt POR,RW,66,0,0,0,1,2,0,3,0,0,0,0,0,1,0,0,,10/04/20,Fulham,Wolves
483,Ademola Lookman,19.0,eng ENG,"LW,RW",24,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,,10/04/20,Fulham,Wolves
484,Bobby De Cordova-Reid,14.0,jm JAM,AM,80,0,0,0,1,1,0,1,0,2,0,0,0,3,0,0,,10/04/20,Fulham,Wolves
485,Neeskens Kebano,7.0,cd COD,AM,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,10/04/20,Fulham,Wolves
486,Andre-Frank Zambo Anguissa,29.0,cm CMR,CM,90,0,0,0,0,1,0,0,2,2,0,0,0,16,0,1,0.0,10/04/20,Fulham,Wolves
487,Tom Cairney,10.0,sco SCO,CM,90,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,,10/04/20,Fulham,Wolves
488,Antonee Robinson,33.0,us USA,LB,90,0,0,0,1,1,0,5,1,0,0,0,0,10,3,2,60.0,10/04/20,Fulham,Wolves
489,Maxime Le Marchand,20.0,fr FRA,CB,90,1,0,0,2,1,0,0,0,1,0,0,0,7,2,3,40.0,10/04/20,Fulham,Wolves
490,Tim Ream,13.0,us USA,CB,90,0,0,0,1,0,0,0,0,1,0,0,0,9,0,1,0.0,10/04/20,Fulham,Wolves
491,Ola Aina,34.0,ng NGA,RB,90,0,0,0,0,3,0,5,1,0,0,0,0,8,0,1,0.0,10/04/20,Fulham,Wolves
492,Alphonse Areola,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,10/04/20,Fulham,Wolves
493,Anthony Martial,9.0,fr FRA,FW,27,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,100.0,10/04/20,Manchester Utd,Tottenham
494,Marcus Rashford,10.0,eng ENG,LW,90,0,0,0,0,0,1,0,1,0,0,0,0,5,1,2,33.3,10/04/20,Manchester Utd,Tottenham
495,Mason Greenwood,11.0,eng ENG,RW,67,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,,10/04/20,Manchester Utd,Tottenham
496,Donny van de Beek,34.0,nl NED,RW,23,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,,10/04/20,Manchester Utd,Tottenham
497,Bruno Fernandes,18.0,pt POR,AM,45,0,0,0,1,1,0,2,0,1,0,0,0,1,0,0,,10/04/20,Manchester Utd,Tottenham
498,Fred,17.0,br BRA,AM,45,0,0,0,1,1,0,0,0,1,0,0,0,4,0,1,0.0,10/04/20,Manchester Utd,Tottenham
499,Paul Pogba,6.0,fr FRA,CM,90,0,0,0,4,2,0,1,0,2,0,1,0,13,3,2,60.0,10/04/20,Manchester Utd,Tottenham
500,Nemanja Matic,31.0,rs SRB,CM,45,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,10/04/20,Manchester Utd,Tottenham
501,Scott McTominay,39.0,sco SCO,CM,45,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,,10/04/20,Manchester Utd,Tottenham
502,Luke Shaw,23.0,eng ENG,LB,90,1,0,0,3,2,0,2,0,0,0,0,0,5,0,1,0.0,10/04/20,Manchester Utd,Tottenham
503,Harry Maguire,5.0,eng ENG,CB,90,0,0,0,1,0,0,0,0,0,0,0,0,15,3,1,75.0,10/04/20,Manchester Utd,Tottenham
504,Eric Bailly,3.0,ci CIV,CB,90,1,0,0,2,0,0,0,1,0,0,0,0,8,3,0,100.0,10/04/20,Manchester Utd,Tottenham
505,Aaron Wan-Bissaka,29.0,eng ENG,RB,90,0,0,0,0,1,0,1,0,3,0,0,0,6,0,2,0.0,10/04/20,Manchester Utd,Tottenham
506,David de Gea,1.0,es ESP,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,10/04/20,Manchester Utd,Tottenham
507,Harry Kane,10.0,eng ENG,FW,90,0,0,0,1,2,0,1,1,0,0,0,0,5,2,3,40.0,10/04/20,Tottenham,Manchester Utd
508,Son Heung-Min,7.0,kr KOR,LW,72,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,50.0,10/04/20,Tottenham,Manchester Utd
509,Ben Davies,33.0,wal WAL,"LB,LW",18,0,0,0,0,1,0,0,0,1,1,0,0,4,0,1,0.0,10/04/20,Tottenham,Manchester Utd
510,Erik Lamela,11.0,ar ARG,RW,45,1,0,0,2,0,0,0,0,2,0,0,0,4,0,2,0.0,10/04/20,Tottenham,Manchester Utd
511,Lucas Moura,27.0,br BRA,RW,45,0,0,0,3,3,0,0,2,0,0,0,0,2,0,0,,10/04/20,Tottenham,Manchester Utd
512,Tanguy Ndombele,28.0,fr FRA,CM,68,0,0,0,1,0,0,1,1,1,0,0,0,10,0,0,,10/04/20,Tottenham,Manchester Utd
513,Dele Alli,20.0,eng ENG,CM,22,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,100.0,10/04/20,Tottenham,Manchester Utd
514,Moussa Sissoko,17.0,fr FRA,CM,90,0,0,0,0,1,0,0,2,1,0,0,0,6,0,2,0.0,10/04/20,Tottenham,Manchester Utd
515,Pierre-Emile Hojbjerg,5.0,dk DEN,DM,90,0,0,0,2,2,0,0,1,2,0,0,0,3,0,0,,10/04/20,Tottenham,Manchester Utd
516,Sergio Reguilon,3.0,es ESP,"LB,LW",90,0,0,0,0,0,0,4,0,1,0,0,0,6,0,0,,10/04/20,Tottenham,Manchester Utd
517,Eric Dier,15.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,33.3,10/04/20,Tottenham,Manchester Utd
518,Davinson Sanchez,6.0,co COL,CB,90,0,0,0,1,1,0,0,0,3,0,1,0,6,2,0,100.0,10/04/20,Tottenham,Manchester Utd
519,Serge Aurier,24.0,ci CIV,RB,90,0,0,0,0,2,0,1,2,1,0,0,0,8,2,0,100.0,10/04/20,Tottenham,Manchester Utd
520,Hugo Lloris,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,10/04/20,Tottenham,Manchester Utd
521,Ollie Watkins,11.0,eng ENG,FW,90,0,0,0,1,1,2,1,1,2,0,0,0,2,1,9,10.0,10/04/20,Aston Villa,Liverpool
522,Jack Grealish,10.0,eng ENG,LW,90,0,0,0,0,1,0,1,0,3,0,0,0,8,0,0,,10/04/20,Aston Villa,Liverpool
523,Trezeguet,17.0,eg EGY,RW,86,0,0,0,2,0,0,4,1,2,0,0,0,6,7,1,87.5,10/04/20,Aston Villa,Liverpool
524,Bertrand Traore,15.0,bf BFA,RW,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10/04/20,Aston Villa,Liverpool
525,Ross Barkley,20.0,eng ENG,AM,90,0,0,0,0,3,0,1,1,0,0,0,0,9,0,3,0.0,10/04/20,Aston Villa,Liverpool
526,John McGinn,7.0,sco SCO,DM,90,0,0,0,0,2,0,1,0,1,0,0,0,16,0,0,,10/04/20,Aston Villa,Liverpool
527,Douglas Luiz,6.0,br BRA,DM,79,1,0,0,2,0,0,0,0,2,0,0,0,15,1,1,50.0,10/04/20,Aston Villa,Liverpool
528,Marvelous Nakamba,19.0,zw ZIM,DM,11,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,10/04/20,Aston Villa,Liverpool
529,Matt Targett,18.0,eng ENG,LB,90,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,,10/04/20,Aston Villa,Liverpool
530,Tyrone Mings,5.0,eng ENG,CB,90,0,0,0,0,1,0,0,0,1,0,0,0,14,0,0,,10/04/20,Aston Villa,Liverpool
531,Ezri Konsa Ngoyo,4.0,eng ENG,CB,90,0,0,0,0,1,0,0,0,0,0,0,0,6,4,0,100.0,10/04/20,Aston Villa,Liverpool
532,Matthew Cash,2.0,eng ENG,RB,79,0,0,0,0,1,0,1,1,0,0,0,0,15,1,2,33.3,10/04/20,Aston Villa,Liverpool
533,Ahmed El Mohamady,27.0,eg EGY,RB,11,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,10/04/20,Aston Villa,Liverpool
534,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,10/04/20,Aston Villa,Liverpool
535,Roberto Firmino,9.0,br BRA,FW,67,0,0,0,2,0,0,0,1,0,0,0,0,3,0,1,0.0,10/04/20,Liverpool,Aston Villa
536,James Milner,7.0,eng ENG,CM,23,0,0,0,2,0,0,1,0,0,0,0,0,4,0,0,,10/04/20,Liverpool,Aston Villa
537,Diogo Jota,20.0,pt POR,LW,90,0,0,0,3,1,0,2,0,1,0,0,0,4,2,5,28.6,10/04/20,Liverpool,Aston Villa
538,Mohamed Salah,11.0,eg EGY,RW,90,0,0,0,0,2,0,1,0,1,0,0,0,7,0,0,,10/04/20,Liverpool,Aston Villa
539,Georginio Wijnaldum,5.0,nl NED,"CM,DM",90,0,0,0,0,1,0,0,1,2,0,0,0,9,1,1,50.0,10/04/20,Liverpool,Aston Villa
540,Naby Keita,8.0,gn GUI,CM,45,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,100.0,10/04/20,Liverpool,Aston Villa
541,Takumi Minamino,18.0,jp JPN,"CM,FW",45,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,,10/04/20,Liverpool,Aston Villa
542,Fabinho,3.0,br BRA,"DM,CB",90,0,0,0,0,1,0,0,2,1,0,0,0,5,1,2,33.3,10/04/20,Liverpool,Aston Villa
543,Andrew Robertson,26.0,sco SCO,LB,90,0,0,0,0,0,0,4,0,1,0,0,0,10,0,1,0.0,10/04/20,Liverpool,Aston Villa
544,Virgil van Dijk,4.0,nl NED,CB,90,1,0,0,1,0,0,0,0,0,0,0,0,16,8,1,88.9,10/04/20,Liverpool,Aston Villa
545,Joseph Gomez,12.0,eng ENG,CB,60,0,0,0,1,0,0,0,0,0,0,0,0,12,3,1,75.0,10/04/20,Liverpool,Aston Villa
546,Curtis Jones,17.0,eng ENG,CM,30,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0.0,10/04/20,Liverpool,Aston Villa
547,Trent Alexander-Arnold,66.0,eng ENG,RB,90,0,0,0,0,0,0,4,0,2,0,0,0,11,0,0,,10/04/20,Liverpool,Aston Villa
548,AdriÃ¡n,13.0,es ESP,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,10/04/20,Liverpool,Aston Villa
