,Player,#,Nation,Pos,Min,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out.1,Int,Blocks,Date,Team,Opponent
136,Son Heung-Min,7.0,kr KOR,LW,45,20,16,4,1,0,3,2,0,3,1,1,0,15,2,3,3,17,0,0,0,16,0,0,0,2,09/27/20,Tottenham,Newcastle Utd
137,Steven Bergwijn,23.0,nl NED,LW,45,28,26,2,0,0,3,0,1,2,2,0,0,21,4,3,1,26,1,0,0,24,0,0,1,0,09/27/20,Tottenham,Newcastle Utd
138,Lucas Moura,27.0,br BRA,RW,78,47,45,2,0,0,8,1,0,0,0,0,0,35,7,5,6,35,1,2,0,35,0,0,0,3,09/27/20,Tottenham,Newcastle Utd
139,Erik Lamela,11.0,ar ARG,RW,12,9,7,2,0,0,2,0,0,1,0,0,0,7,2,0,8,1,0,0,0,9,0,0,0,0,09/27/20,Tottenham,Newcastle Utd
140,Giovani Lo Celso,18.0,ar ARG,AM,76,57,52,5,0,0,6,3,1,4,4,0,0,36,8,13,45,9,0,0,1,44,0,0,1,2,09/27/20,Tottenham,Newcastle Utd
141,Tanguy Ndombele,28.0,fr FRA,AM,14,21,20,1,1,0,4,0,1,0,0,0,0,14,6,1,1,19,0,0,0,19,0,0,0,1,09/27/20,Tottenham,Newcastle Utd
142,Harry Winks,8.0,eng ENG,DM,90,93,93,0,0,0,8,4,0,0,0,0,0,78,4,11,8,82,3,0,0,89,0,0,0,0,09/27/20,Tottenham,Newcastle Utd
143,Pierre-Emile Hojbjerg,5.0,dk DEN,DM,90,108,108,0,0,0,5,4,1,0,0,0,0,86,12,10,11,94,1,0,0,96,0,0,0,1,09/27/20,Tottenham,Newcastle Utd
144,Ben Davies,33.0,wal WAL,LB,90,58,47,11,0,0,4,1,3,0,0,0,0,34,14,10,39,6,1,11,0,49,0,2,0,1,09/27/20,Tottenham,Newcastle Utd
145,Eric Dier,15.0,eng ENG,CB,90,61,60,1,1,0,3,4,0,0,0,0,0,50,3,8,7,48,3,0,0,58,0,0,0,1,09/27/20,Tottenham,Newcastle Utd
146,Davinson Sanchez,6.0,co COL,CB,90,64,63,1,1,0,5,2,0,0,0,0,0,54,3,7,11,48,2,0,0,57,0,1,0,1,09/27/20,Tottenham,Newcastle Utd
147,Matt Doherty,2.0,ie IRL,RB,90,80,72,8,1,0,9,1,2,0,0,0,0,52,16,12,2,61,5,7,0,68,0,0,0,3,09/27/20,Tottenham,Newcastle Utd
148,Hugo Lloris,1.0,fr FRA,GK,90,13,8,5,2,0,1,0,0,0,0,0,0,9,0,4,8,3,0,0,2,11,0,0,0,0,09/27/20,Tottenham,Newcastle Utd
149,Callum Wilson,13.0,eng ENG,FW,90,7,7,0,0,0,5,0,0,0,0,0,0,3,3,1,1,3,1,0,0,4,0,0,0,0,09/27/20,Newcastle Utd,Tottenham
150,Joelinton,9.0,br BRA,LW,90,30,30,0,0,0,12,1,2,0,0,0,0,21,7,2,3,22,1,0,0,24,0,2,0,0,09/27/20,Newcastle Utd,Tottenham
151,Miguel Almiron,24.0,py PAR,RW,76,30,30,0,0,0,5,0,2,0,0,0,0,23,5,2,25,3,1,0,1,23,0,0,1,1,09/27/20,Newcastle Utd,Tottenham
152,Andy Carroll,7.0,eng ENG,RW,14,7,7,0,0,0,4,0,0,0,0,0,0,2,3,2,1,1,1,0,1,4,0,0,0,1,09/27/20,Newcastle Utd,Tottenham
153,Jeff Hendrick,16.0,ie IRL,CM,73,21,21,0,0,0,5,0,0,0,0,0,0,15,2,4,3,17,1,0,0,19,0,0,0,0,09/27/20,Newcastle Utd,Tottenham
154,Jacob Murphy,23.0,eng ENG,"WB,CM",17,7,6,1,0,0,4,1,0,0,0,0,0,5,1,1,1,5,0,1,0,6,0,1,0,0,09/27/20,Newcastle Utd,Tottenham
155,Jonjo Shelvey,8.0,eng ENG,CM,90,39,34,5,1,0,8,5,1,2,0,1,1,18,9,12,4,34,1,0,0,27,0,0,0,1,09/27/20,Newcastle Utd,Tottenham
156,Matt Ritchie,11.0,sco SCO,WB,68,36,26,10,3,0,4,2,2,2,1,1,0,17,5,14,26,4,1,5,0,25,1,1,0,0,09/27/20,Newcastle Utd,Tottenham
157,Jamal Lewis,15.0,nir NIR,WB,22,6,6,0,0,0,1,0,0,0,0,0,0,5,0,1,4,1,1,0,0,3,0,0,1,0,09/27/20,Newcastle Utd,Tottenham
158,Javier Manquillo,19.0,es ESP,"WB,CB",90,44,39,5,0,0,9,1,2,0,0,0,0,31,7,6,2,33,3,5,0,34,0,0,1,1,09/27/20,Newcastle Utd,Tottenham
159,Federico Fernandez,18.0,ar ARG,CB,90,33,28,5,5,0,4,4,0,0,0,0,0,19,3,11,2,29,2,0,0,26,0,1,0,0,09/27/20,Newcastle Utd,Tottenham
160,Jamaal Lascelles,6.0,eng ENG,CB,90,28,27,1,1,0,3,1,0,0,0,0,0,17,3,8,6,20,1,0,0,23,0,1,0,0,09/27/20,Newcastle Utd,Tottenham
161,Isaac Hayden,14.0,eng ENG,"CB,CM",90,33,32,1,1,0,6,1,0,0,0,0,0,27,2,4,2,28,2,0,0,29,0,0,0,1,09/27/20,Newcastle Utd,Tottenham
162,Karl Darlow,26.0,eng ENG,GK,90,32,23,9,3,0,1,0,0,0,0,0,0,6,0,26,2,18,0,0,6,18,0,2,0,0,09/27/20,Newcastle Utd,Tottenham
163,Raheem Sterling,7.0,eng ENG,"FW,LW,AM",90,24,22,2,0,0,6,0,2,0,0,0,0,18,2,4,0,23,1,0,0,19,0,0,0,1,09/27/20,Manchester City,Leicester City
164,Phil Foden,47.0,eng ENG,LW,63,17,16,1,0,0,0,2,0,0,0,0,0,13,1,3,13,2,1,1,0,16,0,0,0,0,09/27/20,Manchester City,Leicester City
165,Ferran Torres,21.0,es ESP,"RW,LW",27,19,17,2,0,0,2,1,3,0,0,0,0,11,4,4,0,16,0,2,0,14,0,1,0,2,09/27/20,Manchester City,Leicester City
166,Riyad Mahrez,26.0,dz ALG,"RW,CM",90,56,53,3,0,0,10,2,2,2,2,0,0,40,8,8,51,4,0,1,0,42,0,1,1,2,09/27/20,Manchester City,Leicester City
167,Kevin De Bruyne,17.0,be BEL,"AM,CM,DM",90,67,64,3,2,0,10,5,4,1,1,0,0,46,5,16,8,56,2,0,0,45,1,2,2,7,09/27/20,Manchester City,Leicester City
168,Rodrigo,16.0,es ESP,DM,90,85,82,3,3,0,12,2,0,0,0,0,0,69,5,11,10,69,3,0,1,79,0,0,0,0,09/27/20,Manchester City,Leicester City
169,Fernandinho,25.0,br BRA,DM,50,74,69,5,2,0,4,10,0,0,0,0,0,57,7,10,10,57,3,3,1,67,0,1,1,1,09/27/20,Manchester City,Leicester City
170,Liam Delap,48.0,eng ENG,"FW,DM",40,7,3,4,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,5,0,0,0,0,09/27/20,Manchester City,Leicester City
171,Benjamin Mendy,22.0,fr FRA,LB,90,70,64,6,1,0,5,0,4,0,0,0,0,50,11,9,58,5,0,5,0,57,0,2,0,3,09/27/20,Manchester City,Leicester City
172,Nathan Ake,6.0,nl NED,CB,90,104,102,2,2,0,5,0,0,0,0,0,0,91,1,12,89,6,6,0,0,98,0,0,0,1,09/27/20,Manchester City,Leicester City
173,Eric Garcia,50.0,es ESP,CB,90,92,92,0,0,0,3,1,0,0,0,0,0,85,0,7,6,85,1,0,0,89,1,0,0,0,09/27/20,Manchester City,Leicester City
174,Kyle Walker,2.0,eng ENG,RB,90,95,85,10,0,0,12,3,1,0,0,0,0,69,15,11,3,77,2,10,0,86,0,1,1,3,09/27/20,Manchester City,Leicester City
175,Ederson,31.0,br BRA,GK,90,15,13,2,0,0,1,0,0,0,0,0,0,15,0,0,6,5,0,0,4,15,0,0,0,0,09/27/20,Manchester City,Leicester City
176,Jamie Vardy,9.0,eng ENG,FW,84,7,5,2,0,0,4,0,0,0,0,0,0,4,2,1,1,3,0,0,0,3,0,1,1,0,09/27/20,Leicester City,Manchester City
177,Kelechi Iheanacho,14.0,ng NGA,FW,6,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,09/27/20,Leicester City,Manchester City
178,Harvey Barnes,15.0,eng ENG,LW,90,19,19,0,0,0,2,0,0,0,0,0,0,18,0,1,0,18,0,0,0,14,0,0,0,0,09/27/20,Leicester City,Manchester City
179,Dennis Praet,26.0,be BEL,RW,68,16,16,0,0,0,3,2,1,0,0,0,0,9,1,6,0,14,1,0,0,12,1,0,2,0,09/27/20,Leicester City,Manchester City
180,James Maddison,10.0,eng ENG,RW,22,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,09/27/20,Leicester City,Manchester City
181,Nampalys Mendy,24.0,fr FRA,DM,90,25,24,1,1,0,7,1,0,0,0,0,0,18,4,3,3,20,1,0,0,20,0,0,1,0,09/27/20,Leicester City,Manchester City
182,Youri Tielemans,8.0,be BEL,DM,90,36,30,6,2,1,4,1,0,3,1,0,0,26,1,9,7,26,0,1,1,29,0,1,0,0,09/27/20,Leicester City,Manchester City
183,James Justin,2.0,eng ENG,"WB,CB",90,27,24,3,1,0,1,0,1,0,0,0,0,20,3,4,6,19,0,2,0,17,1,0,0,1,09/27/20,Leicester City,Manchester City
184,Timothy Castagne,27.0,be BEL,WB,90,29,27,2,0,1,4,0,2,0,0,0,0,14,8,7,3,17,5,2,1,23,0,0,1,0,09/27/20,Leicester City,Manchester City
185,Caglar Soyuncu,4.0,tr TUR,CB,90,27,27,0,0,0,3,1,0,0,0,0,0,18,1,8,10,12,4,0,0,21,0,1,1,0,09/27/20,Leicester City,Manchester City
186,Jonny Evans,6.0,nir NIR,CB,79,22,22,0,0,0,1,0,0,0,0,0,0,17,2,3,3,16,3,0,0,20,0,1,0,0,09/27/20,Leicester City,Manchester City
187,Christian Fuchs,28.0,at AUT,"WB,CB",11,4,4,0,0,0,1,0,0,0,0,0,0,1,3,0,3,0,0,0,0,1,0,0,0,0,09/27/20,Leicester City,Manchester City
188,Daniel Amartey,18.0,gh GHA,CB,90,26,24,2,0,0,7,0,0,0,0,0,0,14,5,7,1,14,3,2,1,19,0,0,0,1,09/27/20,Leicester City,Manchester City
189,Kasper Schmeichel,1.0,dk DEN,GK,90,46,24,22,8,0,1,5,0,0,0,0,0,11,0,35,1,37,0,0,7,23,0,5,1,0,09/27/20,Leicester City,Manchester City
190,Michail Antonio,30.0,eng ENG,FW,87,25,23,2,0,0,2,0,1,0,0,0,0,13,7,5,4,17,0,2,1,16,0,1,1,1,09/27/20,West Ham,Wolves
191,Sebastien Haller,22.0,fr FRA,FW,3,5,5,0,0,0,1,0,0,0,0,0,0,5,0,0,2,3,0,0,0,3,0,0,0,1,09/27/20,West Ham,Wolves
192,Pablo Fornals,18.0,es ESP,AM,90,27,26,1,1,0,5,0,0,0,0,0,0,17,6,4,1,23,3,0,0,21,0,0,0,0,09/27/20,West Ham,Wolves
193,Jarrod Bowen,20.0,eng ENG,AM,87,17,16,1,1,0,3,1,0,0,0,0,0,9,5,3,14,2,0,0,0,11,0,0,0,3,09/27/20,West Ham,Wolves
194,Mark Noble,16.0,eng ENG,AM,3,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1,1,4,0,0,0,5,0,0,0,0,09/27/20,West Ham,Wolves
195,Declan Rice,41.0,eng ENG,DM,90,51,50,1,0,0,5,1,0,0,0,0,0,38,5,8,8,40,2,0,0,40,0,3,0,2,09/27/20,West Ham,Wolves
196,Tomas Soucek,28.0,cz CZE,DM,90,35,34,1,1,0,7,0,0,0,0,0,0,18,5,12,3,23,4,0,0,30,0,0,1,0,09/27/20,West Ham,Wolves
197,Arthur Masuaku,26.0,cd COD,WB,90,53,48,5,0,0,5,1,4,0,0,0,0,33,11,9,45,1,2,5,0,43,0,1,0,3,09/27/20,West Ham,Wolves
198,Ryan Fredericks,24.0,eng ENG,WB,48,35,29,6,1,0,3,0,1,0,0,0,0,16,4,15,2,20,7,5,0,23,0,1,1,1,09/27/20,West Ham,Wolves
199,Ben Johnson,31.0,eng ENG,WB,42,16,13,3,0,0,0,0,0,0,0,0,0,9,4,3,1,12,0,3,0,13,0,0,0,1,09/27/20,West Ham,Wolves
200,Aaron Cresswell,3.0,eng ENG,CB,90,46,37,9,4,0,2,0,3,1,0,1,0,22,9,15,36,2,4,4,0,39,1,2,0,1,09/27/20,West Ham,Wolves
201,Angelo Ogbonna,21.0,it ITA,CB,90,29,29,0,0,0,2,0,0,0,0,0,0,21,3,5,16,10,2,0,0,24,0,0,1,0,09/27/20,West Ham,Wolves
202,Fabian Balbuena,4.0,py PAR,CB,90,29,28,1,1,0,1,0,0,0,0,0,0,15,4,10,5,21,2,0,0,22,1,0,0,0,09/27/20,West Ham,Wolves
203,Åukasz FabiaÅski,1.0,pl POL,GK,90,29,18,11,4,0,0,2,0,0,0,0,0,7,3,19,0,21,0,0,4,15,0,1,0,0,09/27/20,West Ham,Wolves
204,Raul Jimenez,9.0,mx MEX,FW,90,36,35,1,0,0,9,0,0,0,0,0,0,28,7,1,2,27,2,0,3,30,0,1,0,2,09/27/20,Wolves,West Ham
205,Pedro Neto,7.0,pt POR,LW,90,41,37,4,0,0,3,1,1,2,1,1,0,36,2,3,35,6,0,0,0,38,0,0,0,1,09/27/20,Wolves,West Ham
206,Adama Traore,37.0,es ESP,RW,61,31,31,0,0,0,4,1,7,0,0,0,0,20,2,9,3,26,0,0,0,18,0,1,0,2,09/27/20,Wolves,West Ham
207,Fabio Silva,17.0,pt POR,RW,29,17,15,2,0,0,1,0,0,0,0,0,0,15,2,0,1,15,0,0,1,17,0,0,0,0,09/27/20,Wolves,West Ham
208,Joao Moutinho,28.0,pt POR,CM,72,79,75,4,3,0,3,1,0,1,0,0,0,59,9,11,4,73,2,0,0,75,1,0,0,1,09/27/20,Wolves,West Ham
209,Vitinha,20.0,pt POR,CM,18,24,24,0,0,0,0,0,0,0,0,0,0,20,4,0,1,23,0,0,0,22,0,0,1,1,09/27/20,Wolves,West Ham
210,Ruben Neves,8.0,pt POR,CM,90,110,105,5,4,0,6,3,0,0,0,0,0,86,7,17,5,100,3,1,0,98,0,1,2,2,09/27/20,Wolves,West Ham
211,Ruben Vinagre,29.0,pt POR,WB,90,64,54,10,0,0,6,1,4,0,0,0,0,43,7,14,47,4,1,10,0,54,1,1,1,1,09/27/20,Wolves,West Ham
212,Nelson Semedo,22.0,pt POR,WB,72,58,47,11,0,0,2,1,3,0,0,0,0,41,13,4,8,38,0,11,0,47,0,1,2,3,09/27/20,Wolves,West Ham
213,Ki-Jana Hoever,2.0,nl NED,WB,18,21,18,3,1,0,1,0,2,0,0,0,0,14,5,2,1,16,2,2,0,17,0,0,0,1,09/27/20,Wolves,West Ham
214,Romain Saiss,27.0,ma MAR,CB,90,72,72,0,0,0,8,0,0,0,0,0,0,51,9,12,58,4,5,0,0,59,0,1,0,0,09/27/20,Wolves,West Ham
215,Conor Coady,16.0,eng ENG,CB,90,44,44,0,0,0,4,0,0,0,0,0,0,32,1,11,1,39,3,0,0,38,0,0,0,0,09/27/20,Wolves,West Ham
216,Willy Boly,15.0,fr FRA,CB,90,48,48,0,0,0,7,1,0,0,0,0,0,41,3,4,3,39,2,0,0,45,0,0,0,0,09/27/20,Wolves,West Ham
217,Rui PatrÃ­cio,11.0,pt POR,GK,90,21,14,7,2,0,3,0,0,0,0,0,0,9,1,11,13,0,0,0,6,12,0,2,0,0,09/27/20,Wolves,West Ham
218,Aleksandar Mitrovic,9.0,rs SRB,FW,90,14,10,4,0,0,4,0,0,0,0,0,0,11,3,0,1,10,0,0,1,12,0,0,0,1,09/28/20,Fulham,Aston Villa
219,Ivan Cavaleiro,17.0,pt POR,AM,90,38,34,4,0,0,4,3,6,3,0,2,1,25,4,9,5,32,0,1,0,24,0,0,1,4,09/28/20,Fulham,Aston Villa
220,Bobby De Cordova-Reid,14.0,jm JAM,AM,77,24,24,0,0,0,4,3,2,0,0,0,0,15,2,7,4,19,0,0,0,19,0,0,0,1,09/28/20,Fulham,Aston Villa
221,Neeskens Kebano,7.0,cd COD,AM,13,9,8,1,1,0,2,0,2,0,0,0,0,7,0,2,0,9,0,0,0,7,0,0,0,0,09/28/20,Fulham,Aston Villa
222,Tom Cairney,10.0,sco SCO,DM,90,88,84,4,3,0,10,3,2,1,0,1,0,65,7,16,83,5,0,0,0,77,0,2,0,2,09/28/20,Fulham,Aston Villa
223,Andre-Frank Zambo Anguissa,29.0,cm CMR,DM,90,67,66,1,1,0,5,5,1,0,0,0,0,57,4,6,7,59,1,0,0,59,0,1,0,1,09/28/20,Fulham,Aston Villa
224,Joe Bryan,23.0,eng ENG,WB,90,70,54,16,2,0,5,3,6,1,0,0,1,34,19,17,41,12,3,13,0,52,0,0,2,5,09/28/20,Fulham,Aston Villa
225,Kenny Tete,2.0,nl NED,WB,38,28,25,3,1,0,1,0,6,0,0,0,0,17,1,10,0,24,2,2,0,23,0,0,0,1,09/28/20,Fulham,Aston Villa
226,Aboubakar Kamara,47.0,fr FRA,WB,52,34,32,2,1,0,0,1,4,0,0,0,0,23,1,10,1,31,1,1,0,27,0,0,0,3,09/28/20,Fulham,Aston Villa
227,Tim Ream,13.0,us USA,CB,90,53,52,1,1,0,2,1,0,0,0,0,0,42,7,4,39,10,2,0,0,50,0,1,0,1,09/28/20,Fulham,Aston Villa
228,Michael Hector,3.0,jm JAM,CB,57,45,41,4,4,0,0,1,0,0,0,0,0,29,1,15,5,39,1,0,0,37,0,1,0,1,09/28/20,Fulham,Aston Villa
229,Maxime Le Marchand,20.0,fr FRA,CB,33,24,23,1,0,0,0,0,0,0,0,0,0,22,0,2,21,2,0,1,0,22,0,0,0,0,09/28/20,Fulham,Aston Villa
230,Denis Odoi,4.0,be BEL,CB,90,65,61,4,1,0,2,1,3,0,0,0,0,46,4,15,3,54,4,3,0,56,0,2,0,1,09/28/20,Fulham,Aston Villa
231,Alphonse Areola,1.0,fr FRA,GK,90,21,12,9,2,0,2,0,0,0,0,0,0,17,1,3,4,14,0,0,3,19,0,0,0,0,09/28/20,Fulham,Aston Villa
232,Ollie Watkins,11.0,eng ENG,FW,90,24,24,0,0,0,8,0,1,0,0,0,0,11,6,7,2,10,4,0,2,13,0,0,0,1,09/28/20,Aston Villa,Fulham
233,Jack Grealish,10.0,eng ENG,LW,90,36,35,1,0,1,5,1,0,0,0,0,0,25,8,3,1,33,1,1,0,26,0,1,2,4,09/28/20,Aston Villa,Fulham
234,Trezeguet,17.0,eg EGY,RW,83,13,12,1,0,0,2,0,1,0,0,0,0,7,3,3,1,8,2,1,0,8,0,1,1,1,09/28/20,Aston Villa,Fulham
235,Bertrand Traore,15.0,bf BFA,RW,7,6,6,0,0,0,3,1,0,0,0,0,0,3,1,2,5,0,0,0,0,4,0,1,0,0,09/28/20,Aston Villa,Fulham
236,Conor Hourihane,14.0,ie IRL,CM,76,25,19,6,4,0,3,0,3,1,0,0,0,15,3,7,22,1,0,0,0,18,0,0,1,0,09/28/20,Aston Villa,Fulham
237,Jacob Ramsey,41.0,eng ENG,CM,14,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,4,0,0,0,0,09/28/20,Aston Villa,Fulham
238,John McGinn,7.0,sco SCO,CM,90,21,17,4,2,1,0,0,1,1,0,0,0,15,1,5,17,3,0,1,0,17,1,0,1,0,09/28/20,Aston Villa,Fulham
239,Douglas Luiz,6.0,br BRA,DM,86,24,22,2,2,0,3,1,0,0,0,0,0,14,5,5,1,19,2,0,0,13,1,0,0,4,09/28/20,Aston Villa,Fulham
240,Marvelous Nakamba,19.0,zw ZIM,DM,4,4,3,1,1,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,4,0,0,0,0,09/28/20,Aston Villa,Fulham
241,Matt Targett,18.0,eng ENG,LB,90,57,44,13,1,0,2,3,1,1,0,0,1,25,16,16,37,1,7,11,0,45,1,2,3,0,09/28/20,Aston Villa,Fulham
242,Tyrone Mings,5.0,eng ENG,CB,90,31,29,2,2,0,0,1,0,0,0,0,0,17,2,12,22,5,4,0,0,22,0,1,0,0,09/28/20,Aston Villa,Fulham
243,Ezri Konsa Ngoyo,4.0,eng ENG,CB,90,18,17,1,1,0,2,1,0,0,0,0,0,12,3,3,1,15,0,0,0,14,0,1,0,1,09/28/20,Aston Villa,Fulham
244,Matthew Cash,2.0,eng ENG,RB,90,27,21,6,3,0,0,2,1,0,0,0,0,14,2,11,0,22,2,3,0,18,0,0,0,1,09/28/20,Aston Villa,Fulham
245,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,40,27,13,2,0,2,1,0,0,0,0,0,10,2,28,3,26,0,0,5,22,0,1,0,0,09/28/20,Aston Villa,Fulham
246,Roberto Firmino,9.0,br BRA,FW,89,44,42,2,0,0,6,1,1,1,0,0,0,38,5,1,5,38,0,0,1,34,0,0,0,3,09/28/20,Liverpool,Arsenal
247,Takumi Minamino,18.0,jp JPN,FW,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09/28/20,Liverpool,Arsenal
248,Sadio Mane,10.0,sn SEN,LW,79,39,38,1,0,0,11,0,0,0,0,0,0,31,5,3,8,29,1,1,0,35,0,0,0,1,09/28/20,Liverpool,Arsenal
249,Diogo Jota,20.0,pt POR,LW,11,7,7,0,0,0,1,0,1,0,0,0,0,6,0,1,3,4,0,0,0,6,0,0,0,0,09/28/20,Liverpool,Arsenal
250,Mohamed Salah,11.0,eg EGY,RW,90,39,37,2,0,1,5,0,0,0,0,0,0,32,4,3,33,3,2,1,0,30,0,0,1,2,09/28/20,Liverpool,Arsenal
251,Georginio Wijnaldum,5.0,nl NED,CM,90,60,58,2,0,0,6,0,0,0,0,0,0,52,6,2,5,53,0,2,0,58,0,0,1,1,09/28/20,Liverpool,Arsenal
252,Naby Keita,8.0,gn GUI,CM,78,43,43,0,0,0,7,1,1,0,0,0,0,39,3,1,6,37,0,0,0,40,0,0,0,0,09/28/20,Liverpool,Arsenal
253,James Milner,7.0,eng ENG,CM,12,9,9,0,0,0,1,0,0,0,0,0,0,8,1,0,2,7,0,0,0,9,0,0,0,0,09/28/20,Liverpool,Arsenal
254,Fabinho,3.0,br BRA,DM,90,70,69,1,1,0,11,2,1,0,0,0,0,59,5,6,4,63,1,0,1,68,0,0,1,0,09/28/20,Liverpool,Arsenal
255,Andrew Robertson,26.0,sco SCO,LB,90,114,98,16,3,0,6,1,4,5,1,2,2,85,16,13,96,6,4,8,0,92,0,1,4,6,09/28/20,Liverpool,Arsenal
256,Virgil van Dijk,4.0,nl NED,CB,90,125,124,1,1,0,9,10,0,0,0,0,0,99,3,23,31,92,2,0,0,114,0,0,0,0,09/28/20,Liverpool,Arsenal
257,Joseph Gomez,12.0,eng ENG,CB,90,121,118,3,3,0,13,2,0,0,0,0,0,99,9,13,7,107,6,0,0,112,0,2,0,2,09/28/20,Liverpool,Arsenal
258,Trent Alexander-Arnold,66.0,eng ENG,RB,90,93,74,19,2,0,15,2,7,1,1,0,0,45,30,18,13,62,2,16,0,71,0,2,1,2,09/28/20,Liverpool,Arsenal
259,Alisson,1.0,br BRA,GK,90,41,36,5,2,0,6,1,0,0,0,0,0,25,3,13,4,36,0,0,1,35,0,0,0,0,09/28/20,Liverpool,Arsenal
260,Alexandre Lacazette,9.0,fr FRA,FW,72,13,10,3,0,0,6,0,0,0,0,0,0,8,2,3,1,9,0,0,0,11,0,0,0,0,09/28/20,Arsenal,Liverpool
261,Eddie Nketiah,30.0,eng ENG,LW,18,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,09/28/20,Arsenal,Liverpool
262,Pierre-Emerick Aubameyang,14.0,ga GAB,"LW,FW",90,25,24,1,0,0,4,1,2,0,0,0,0,14,6,5,2,17,3,0,0,11,1,1,1,2,09/28/20,Arsenal,Liverpool
263,Willian,12.0,br BRA,RW,67,10,10,0,0,1,1,1,1,0,0,0,0,6,1,3,0,9,0,0,0,8,0,0,0,0,09/28/20,Arsenal,Liverpool
264,Nicolas Pepe,19.0,ci CIV,RW,23,7,5,2,0,0,3,0,0,2,2,0,0,5,1,1,7,0,0,0,0,4,0,0,0,1,09/28/20,Arsenal,Liverpool
265,Granit Xhaka,34.0,ch SUI,DM,59,29,28,1,1,0,8,0,0,0,0,0,0,18,10,1,24,3,2,0,0,22,0,1,2,1,09/28/20,Arsenal,Liverpool
266,Dani Ceballos,8.0,es ESP,DM,31,16,15,1,0,1,3,0,0,1,0,1,0,11,1,4,1,15,0,0,0,12,0,0,1,0,09/28/20,Arsenal,Liverpool
267,Mohamed Elneny,25.0,eg EGY,DM,90,35,35,0,0,0,12,1,0,0,0,0,0,27,3,5,3,30,2,0,0,30,1,0,0,1,09/28/20,Arsenal,Liverpool
268,Ainsley Maitland-Niles,15.0,eng ENG,WB,90,30,30,0,0,0,4,2,0,0,0,0,0,19,8,3,5,22,2,0,0,20,0,2,0,2,09/28/20,Arsenal,Liverpool
269,Hector Bellerin,2.0,es ESP,WB,90,41,33,8,2,0,5,1,1,0,0,0,0,23,13,5,4,27,4,6,0,31,1,1,2,0,09/28/20,Arsenal,Liverpool
270,Kieran Tierney,3.0,sco SCO,CB,90,54,46,8,2,0,5,0,1,0,0,0,0,30,8,16,36,7,5,6,0,39,1,1,0,0,09/28/20,Arsenal,Liverpool
271,David Luiz,23.0,br BRA,CB,90,58,57,1,1,1,14,1,0,0,0,0,0,37,7,14,9,47,1,0,1,44,1,3,0,2,09/28/20,Arsenal,Liverpool
272,Rob Holding,16.0,eng ENG,CB,90,45,43,2,2,0,7,2,0,0,0,0,0,30,3,12,2,41,1,0,0,32,0,2,1,0,09/28/20,Arsenal,Liverpool
273,Bernd Leno,1.0,de GER,GK,90,38,26,12,3,0,6,1,0,0,0,0,0,31,1,6,5,28,0,0,4,34,0,0,0,0,09/28/20,Arsenal,Liverpool
