,Player,#,Nation,Pos,Min,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out.1,Int,Blocks,Date,Team,Opponent
410,Danny Ings,9.0,eng ENG,FW,90,29,29,0,0,0,10,1,1,0,0,0,0,14,8,7,3,24,0,0,0,17,1,0,0,2,10/04/20,Southampton,West Brom
411,Che Adams,10.0,eng ENG,FW,83,21,21,0,0,0,4,0,0,0,0,0,0,14,4,3,5,14,0,0,2,15,0,0,3,1,10/04/20,Southampton,West Brom
412,Shane Long,7.0,ie IRL,FW,7,4,4,0,0,0,2,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,2,10/04/20,Southampton,West Brom
413,Moussa Djenepo,12.0,ml MLI,LM,54,14,14,0,0,0,2,0,0,0,0,0,0,12,1,1,6,8,0,0,0,11,0,0,0,1,10/04/20,Southampton,West Brom
414,Nathan Redmond,11.0,eng ENG,LM,36,10,10,0,0,0,1,0,0,0,0,0,0,7,3,0,1,9,0,0,0,9,0,0,0,0,10/04/20,Southampton,West Brom
415,Stuart Armstrong,17.0,sco SCO,RM,90,39,38,1,0,0,5,0,1,0,0,0,0,31,7,1,12,25,1,0,1,31,0,1,1,2,10/04/20,Southampton,West Brom
416,Oriol Romeu,6.0,es ESP,DM,90,66,65,1,1,0,13,0,0,0,0,0,0,44,6,16,16,45,4,0,0,54,0,2,1,2,10/04/20,Southampton,West Brom
417,James Ward-Prowse,8.0,eng ENG,DM,90,68,61,7,2,0,7,0,2,5,3,2,0,39,8,21,10,52,4,0,1,49,0,0,0,2,10/04/20,Southampton,West Brom
418,Ryan Bertrand,3.0,eng ENG,LB,90,69,47,22,3,0,8,0,1,0,0,0,0,33,11,25,42,2,3,19,1,52,0,0,0,4,10/04/20,Southampton,West Brom
419,Jannik Vestergaard,4.0,dk DEN,CB,90,61,60,1,1,0,7,2,0,0,0,0,0,44,3,14,13,41,5,0,0,52,0,1,0,0,10/04/20,Southampton,West Brom
420,Jan Bednarek,35.0,pl POL,CB,90,60,59,1,1,0,7,1,0,0,0,0,0,43,5,12,11,44,3,0,0,55,0,2,0,0,10/04/20,Southampton,West Brom
421,Kyle Walker-Peters,2.0,eng ENG,RB,90,75,61,14,1,0,16,0,2,0,0,0,0,50,6,19,3,57,2,13,0,61,0,0,4,2,10/04/20,Southampton,West Brom
422,Alex McCarthy,1.0,eng ENG,GK,90,49,42,7,1,0,8,2,0,0,0,0,0,24,1,24,12,28,0,0,7,34,0,1,0,0,10/04/20,Southampton,West Brom
423,Callum Robinson,7.0,ie IRL,FW,59,10,9,1,0,0,2,0,0,0,0,0,0,4,3,3,1,8,1,0,0,5,0,1,3,0,10/04/20,West Brom,Southampton
424,Hal Robson-Kanu,4.0,wal WAL,FW,31,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10/04/20,West Brom,Southampton
425,Grady Diangana,11.0,eng ENG,LW,90,19,19,0,0,0,4,0,2,0,0,0,0,12,4,3,16,2,0,0,0,14,0,0,1,1,10/04/20,West Brom,Southampton
426,Kyle Edwards,21.0,eng ENG,RW,45,10,10,0,0,0,4,0,0,0,0,0,0,7,2,1,1,8,0,0,1,9,0,0,0,1,10/04/20,West Brom,Southampton
427,Sam Field,28.0,eng ENG,DM,45,22,22,0,0,0,5,0,0,0,0,0,0,11,0,11,15,0,6,0,0,14,0,0,1,0,10/04/20,West Brom,Southampton
428,Matheus Pereira,12.0,br BRA,"RW,AM",90,34,24,10,9,0,4,2,1,1,0,0,0,19,5,10,29,4,0,0,0,21,0,0,2,3,10/04/20,West Brom,Southampton
429,Romaine Sawyers,19.0,kn SKN,DM,63,26,23,3,2,0,3,0,0,0,0,0,0,21,2,3,0,24,0,0,1,24,0,0,0,0,10/04/20,West Brom,Southampton
430,Filip KrovinoviÄ,17.0,hr CRO,DM,27,8,8,0,0,0,1,0,0,0,0,0,0,6,2,0,1,6,1,0,0,8,0,0,0,0,10/04/20,West Brom,Southampton
431,Jake Livermore,8.0,eng ENG,"DM,AM",90,23,21,2,1,0,3,0,0,0,0,0,0,13,3,7,0,20,3,0,0,20,0,1,1,0,10/04/20,West Brom,Southampton
432,Conor Townsend,14.0,eng ENG,LB,90,51,41,10,1,0,6,1,2,0,0,0,0,27,9,15,33,5,4,9,0,36,0,1,3,3,10/04/20,West Brom,Southampton
433,Kyle Bartley,5.0,eng ENG,CB,90,32,31,1,1,0,4,1,0,0,0,0,0,20,1,11,6,19,6,0,0,21,0,0,1,1,10/04/20,West Brom,Southampton
434,Semi Ajayi,6.0,ng NGA,CB,90,33,30,3,3,0,5,1,0,0,0,0,0,23,2,8,3,28,1,0,0,25,0,0,0,0,10/04/20,West Brom,Southampton
435,Dara O'Shea,27.0,ie IRL,RB,90,49,37,12,0,0,10,0,0,0,0,0,0,13,9,27,2,25,6,12,1,27,0,3,1,1,10/04/20,West Brom,Southampton
436,Sam Johnstone,1.0,eng ENG,GK,90,32,20,12,3,0,2,3,0,0,0,0,0,7,2,23,5,21,0,0,4,21,0,1,0,1,10/04/20,West Brom,Southampton
437,Eddie Nketiah,30.0,eng ENG,FW,57,12,11,1,0,0,5,0,0,0,0,0,0,6,6,0,1,8,1,0,1,9,0,0,0,1,10/04/20,Arsenal,Sheffield Utd
438,Nicolas Pepe,19.0,ci CIV,RW,33,11,11,0,0,0,1,1,0,0,0,0,0,9,2,0,11,0,0,0,0,8,0,0,0,1,10/04/20,Arsenal,Sheffield Utd
439,Pierre-Emerick Aubameyang,14.0,ga GAB,"LW,FW",90,33,32,1,0,3,2,0,1,0,0,0,0,22,7,4,2,31,0,0,0,26,0,1,1,0,10/04/20,Arsenal,Sheffield Utd
440,Willian,12.0,br BRA,"RW,CM,LW",90,62,59,3,1,0,6,5,2,2,1,1,0,45,10,7,9,52,1,0,0,52,0,0,1,2,10/04/20,Arsenal,Sheffield Utd
441,Bukayo Saka,7.0,eng ENG,"CM,LW",86,36,34,2,0,0,12,0,2,0,0,0,0,30,6,0,25,9,0,2,0,29,0,0,0,0,10/04/20,Arsenal,Sheffield Utd
442,Ainsley Maitland-Niles,15.0,eng ENG,CM,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/04/20,Arsenal,Sheffield Utd
443,Mohamed Elneny,25.0,eg EGY,CM,90,86,85,1,0,0,16,4,1,0,0,0,0,73,7,6,5,77,3,1,0,83,0,1,0,0,10/04/20,Arsenal,Sheffield Utd
444,Dani Ceballos,8.0,es ESP,DM,80,87,85,2,2,0,13,5,0,0,0,0,0,62,19,6,2,85,0,0,0,78,0,1,0,2,10/04/20,Arsenal,Sheffield Utd
445,Granit Xhaka,34.0,ch SUI,DM,10,5,5,0,0,0,2,0,0,0,0,0,0,2,1,2,2,1,2,0,0,3,0,1,0,0,10/04/20,Arsenal,Sheffield Utd
446,Kieran Tierney,3.0,sco SCO,LB,90,92,82,10,0,0,11,1,6,0,0,0,0,62,17,13,74,7,0,10,0,76,0,0,0,3,10/04/20,Arsenal,Sheffield Utd
447,Gabriel Magalhaes,6.0,br BRA,CB,90,98,95,3,3,0,17,4,0,0,0,0,0,76,16,6,88,6,0,0,0,90,0,1,0,2,10/04/20,Arsenal,Sheffield Utd
448,David Luiz,23.0,br BRA,CB,90,93,91,2,2,0,13,1,0,0,0,0,0,71,10,12,16,74,2,0,0,79,0,3,1,2,10/04/20,Arsenal,Sheffield Utd
449,Hector Bellerin,2.0,es ESP,RB,90,68,59,9,0,0,16,0,2,0,0,0,0,43,20,5,9,47,3,9,0,59,0,0,0,2,10/04/20,Arsenal,Sheffield Utd
450,Bernd Leno,1.0,de GER,GK,90,47,34,13,4,0,10,0,0,0,0,0,0,38,1,8,9,37,0,0,1,39,0,3,0,0,10/04/20,Arsenal,Sheffield Utd
451,David McGoldrick,17.0,ie IRL,"FW,RW",90,33,31,2,0,0,7,1,0,0,0,0,0,24,4,5,4,24,0,1,0,25,0,1,0,1,10/04/20,Sheffield Utd,Arsenal
452,Oliver Burke,14.0,sco SCO,FW,55,11,11,0,0,0,7,0,1,0,0,0,0,6,3,2,2,5,0,0,1,6,0,1,1,1,10/04/20,Sheffield Utd,Arsenal
453,Oliver McBurnie,9.0,sco SCO,FW,35,8,8,0,0,0,4,0,1,0,0,0,0,5,2,1,2,4,0,0,0,5,0,0,1,1,10/04/20,Sheffield Utd,Arsenal
454,Ben Osborn,23.0,eng ENG,CM,62,22,21,1,1,0,3,0,3,0,0,0,0,15,2,5,16,5,1,0,0,15,0,2,0,1,10/04/20,Sheffield Utd,Arsenal
455,John Fleck,4.0,sco SCO,"CM,AM",28,14,12,2,0,0,1,0,0,2,2,0,0,10,1,3,13,1,0,0,0,10,0,0,0,0,10/04/20,Sheffield Utd,Arsenal
456,John Lundstram,7.0,eng ENG,"CM,DM",90,46,41,5,1,0,5,2,0,2,2,0,0,32,7,7,11,35,0,0,0,39,0,1,1,2,10/04/20,Sheffield Utd,Arsenal
457,Sander Berge,8.0,no NOR,DM,90,53,53,0,0,0,3,2,0,0,0,0,0,40,6,7,3,47,2,0,0,46,0,1,0,0,10/04/20,Sheffield Utd,Arsenal
458,Enda Stevens,3.0,ie IRL,"WB,LB",90,51,48,3,0,0,5,1,3,0,0,0,0,35,9,7,43,3,2,3,0,40,1,1,0,3,10/04/20,Sheffield Utd,Arsenal
459,George Baldock,2.0,eng ENG,"WB,RB",90,32,30,2,0,0,4,1,0,0,0,0,0,20,7,5,3,24,2,2,0,24,0,0,0,4,10/04/20,Sheffield Utd,Arsenal
460,Jack Robinson,19.0,eng ENG,CB,90,56,48,8,0,0,8,1,4,0,0,0,0,36,3,17,39,4,3,8,0,47,0,1,0,1,10/04/20,Sheffield Utd,Arsenal
461,John Egan,12.0,ie IRL,CB,90,28,28,0,0,0,4,0,0,0,0,0,0,20,4,4,2,23,3,0,0,27,0,0,0,0,10/04/20,Sheffield Utd,Arsenal
462,Chris Basham,6.0,eng ENG,CB,75,30,28,2,0,0,4,0,1,0,0,0,0,14,4,12,2,19,6,2,0,22,2,1,0,1,10/04/20,Sheffield Utd,Arsenal
463,Billy Sharp,10.0,eng ENG,"LW,CB",15,6,6,0,0,0,0,0,0,0,0,0,0,3,3,0,4,2,0,0,0,3,0,1,0,2,10/04/20,Sheffield Utd,Arsenal
464,Aaron Ramsdale,1.0,eng ENG,GK,90,30,24,6,1,0,7,0,0,0,0,0,0,9,0,21,2,21,0,0,5,13,0,1,1,0,10/04/20,Sheffield Utd,Arsenal
465,Daniel Podence,10.0,pt POR,FW,70,26,24,2,0,0,3,1,1,1,0,0,1,21,2,3,2,23,0,0,0,19,0,0,3,0,10/04/20,Wolves,Fulham
466,Joao Moutinho,28.0,pt POR,FW,20,9,7,2,1,0,2,1,1,1,1,0,0,5,1,3,0,9,0,0,0,6,0,0,0,0,10/04/20,Wolves,Fulham
467,Raul Jimenez,9.0,mx MEX,FW,90,23,22,1,0,0,8,0,0,0,0,0,0,16,4,3,1,19,0,1,1,17,0,2,0,0,10/04/20,Wolves,Fulham
468,Pedro Neto,7.0,pt POR,CM,81,41,36,5,0,0,6,2,3,4,0,1,1,26,4,11,31,9,0,1,0,34,0,1,0,1,10/04/20,Wolves,Fulham
469,Adama Traore,37.0,es ESP,CM,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,10/04/20,Wolves,Fulham
470,Leander Dendoncker,32.0,be BEL,CM,90,41,41,0,0,0,5,0,0,0,0,0,0,33,3,5,9,28,4,0,0,36,0,0,1,2,10/04/20,Wolves,Fulham
471,Ruben Neves,8.0,pt POR,DM,90,58,54,4,4,0,1,4,0,0,0,0,0,41,4,13,3,54,0,0,1,48,0,1,0,1,10/04/20,Wolves,Fulham
472,Romain Saiss,27.0,ma MAR,WB,90,58,50,8,0,0,3,2,4,0,0,0,0,36,9,13,44,4,2,8,0,46,0,0,0,4,10/04/20,Wolves,Fulham
473,Nelson Semedo,22.0,pt POR,WB,77,53,40,13,1,0,5,1,1,0,0,0,0,32,13,8,13,27,1,12,0,48,0,0,1,0,10/04/20,Wolves,Fulham
474,Ki-Jana Hoever,2.0,nl NED,WB,13,5,3,2,0,0,0,0,0,0,0,0,0,0,2,3,0,2,1,2,0,2,0,1,0,1,10/04/20,Wolves,Fulham
475,Maximilian Kilman,49.0,eng ENG,CB,90,60,60,0,0,1,3,0,0,0,0,0,0,54,3,3,46,12,1,0,1,55,0,2,1,0,10/04/20,Wolves,Fulham
476,Conor Coady,16.0,eng ENG,CB,90,64,63,1,1,0,1,2,0,0,0,0,0,47,6,11,1,59,2,0,1,58,0,0,0,0,10/04/20,Wolves,Fulham
477,Willy Boly,15.0,fr FRA,CB,90,56,55,1,0,0,7,0,0,0,0,0,0,45,3,8,6,46,2,1,0,48,0,0,0,1,10/04/20,Wolves,Fulham
478,Rui PatrÃ­cio,11.0,pt POR,GK,90,23,15,8,0,0,0,0,0,0,0,0,0,12,0,11,12,5,0,0,4,15,0,0,0,0,10/04/20,Wolves,Fulham
479,Aleksandar Mitrovic,9.0,rs SRB,FW,90,17,15,2,0,0,4,0,0,0,0,0,0,9,6,2,3,11,1,0,1,15,0,0,0,0,10/04/20,Fulham,Wolves
480,Joe Bryan,23.0,eng ENG,LW,66,21,17,4,2,0,3,1,4,1,0,0,1,13,1,7,16,3,0,1,0,14,0,0,1,0,10/04/20,Fulham,Wolves
481,Aboubakar Kamara,47.0,fr FRA,"RW,LW",24,13,13,0,0,0,0,1,4,0,0,0,0,9,1,3,2,11,0,0,0,7,0,0,0,1,10/04/20,Fulham,Wolves
482,Ivan Cavaleiro,17.0,pt POR,RW,66,20,19,1,1,0,3,1,3,0,0,0,0,13,4,3,3,15,2,0,0,13,0,0,0,1,10/04/20,Fulham,Wolves
483,Ademola Lookman,19.0,eng ENG,"LW,RW",24,20,19,1,0,0,3,0,1,1,0,0,0,18,2,0,2,18,0,0,0,17,0,0,0,0,10/04/20,Fulham,Wolves
484,Bobby De Cordova-Reid,14.0,jm JAM,AM,80,31,31,0,0,0,3,2,1,0,0,0,0,25,3,3,2,29,0,0,0,25,0,0,1,1,10/04/20,Fulham,Wolves
485,Neeskens Kebano,7.0,cd COD,AM,10,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,10/04/20,Fulham,Wolves
486,Andre-Frank Zambo Anguissa,29.0,cm CMR,CM,90,60,55,5,4,0,3,1,0,0,0,0,0,49,6,5,7,51,1,1,0,56,0,1,1,0,10/04/20,Fulham,Wolves
487,Tom Cairney,10.0,sco SCO,CM,90,88,86,2,2,0,8,9,0,0,0,0,0,67,7,14,84,4,0,0,0,80,0,1,1,2,10/04/20,Fulham,Wolves
488,Antonee Robinson,33.0,us USA,LB,90,69,61,8,0,0,5,1,5,0,0,0,0,47,10,12,52,5,2,8,0,57,0,1,1,1,10/04/20,Fulham,Wolves
489,Maxime Le Marchand,20.0,fr FRA,CB,90,58,57,1,1,0,3,5,0,0,0,0,0,44,5,9,52,5,0,0,0,56,0,0,0,0,10/04/20,Fulham,Wolves
490,Tim Ream,13.0,us USA,CB,90,56,56,0,0,0,2,2,0,0,0,0,0,45,4,7,40,10,4,0,2,52,0,0,1,0,10/04/20,Fulham,Wolves
491,Ola Aina,34.0,ng NGA,RB,90,88,75,13,4,0,4,4,5,0,0,0,0,54,17,17,11,64,3,9,1,67,0,2,1,2,10/04/20,Fulham,Wolves
492,Alphonse Areola,1.0,fr FRA,GK,90,24,18,6,0,0,0,2,0,0,0,0,0,14,5,5,1,14,0,0,9,21,0,0,0,0,10/04/20,Fulham,Wolves
493,Anthony Martial,9.0,fr FRA,FW,27,11,11,0,0,0,1,0,0,0,0,0,0,10,0,1,2,8,0,0,0,7,0,0,1,1,10/04/20,Manchester Utd,Tottenham
494,Marcus Rashford,10.0,eng ENG,LW,90,29,25,4,0,0,7,0,0,0,0,0,0,25,1,3,1,24,1,1,1,23,0,0,1,2,10/04/20,Manchester Utd,Tottenham
495,Mason Greenwood,11.0,eng ENG,RW,67,19,18,1,0,0,3,0,0,0,0,0,0,18,0,1,10,9,0,0,0,15,0,0,1,1,10/04/20,Manchester Utd,Tottenham
496,Donny van de Beek,34.0,nl NED,RW,23,10,10,0,0,0,2,0,1,0,0,0,0,9,0,1,1,9,0,0,0,9,0,0,0,0,10/04/20,Manchester Utd,Tottenham
497,Bruno Fernandes,18.0,pt POR,AM,45,28,24,4,0,0,6,3,2,1,1,0,0,22,2,4,1,25,1,0,1,18,1,0,1,1,10/04/20,Manchester Utd,Tottenham
498,Fred,17.0,br BRA,AM,45,26,24,2,2,0,4,1,0,0,0,0,0,25,0,1,19,7,0,0,0,21,0,0,2,1,10/04/20,Manchester Utd,Tottenham
499,Paul Pogba,6.0,fr FRA,CM,90,51,49,2,1,0,14,1,1,0,0,0,0,40,3,8,10,38,0,1,0,42,0,0,0,2,10/04/20,Manchester Utd,Tottenham
500,Nemanja Matic,31.0,rs SRB,CM,45,34,32,2,1,0,9,1,0,0,0,0,0,30,1,3,30,2,1,1,0,30,0,0,0,2,10/04/20,Manchester Utd,Tottenham
501,Scott McTominay,39.0,sco SCO,CM,45,23,22,1,1,0,8,1,0,0,0,0,0,23,0,0,3,20,0,0,0,22,0,0,0,0,10/04/20,Manchester Utd,Tottenham
502,Luke Shaw,23.0,eng ENG,LB,90,43,31,12,3,0,6,1,2,1,0,1,0,24,7,12,31,3,1,8,0,33,0,1,1,1,10/04/20,Manchester Utd,Tottenham
503,Harry Maguire,5.0,eng ENG,CB,90,51,50,1,1,0,6,1,0,0,0,0,0,41,3,7,6,40,3,0,0,42,0,2,0,1,10/04/20,Manchester Utd,Tottenham
504,Eric Bailly,3.0,ci CIV,CB,90,33,32,1,1,0,8,0,0,0,0,0,0,28,2,3,6,22,3,0,0,29,0,0,2,0,10/04/20,Manchester Utd,Tottenham
505,Aaron Wan-Bissaka,29.0,eng ENG,RB,90,48,39,9,0,0,8,1,1,0,0,0,0,36,8,4,1,37,1,9,0,42,0,0,0,3,10/04/20,Manchester Utd,Tottenham
506,David de Gea,1.0,es ESP,GK,90,21,15,6,0,0,3,0,0,0,0,0,0,13,1,7,1,16,0,0,4,20,0,0,0,0,10/04/20,Manchester Utd,Tottenham
507,Harry Kane,10.0,eng ENG,FW,90,28,26,2,1,1,6,1,1,0,0,0,0,23,3,2,6,21,0,0,0,21,0,0,0,1,10/04/20,Tottenham,Manchester Utd
508,Son Heung-Min,7.0,kr KOR,LW,72,35,32,3,0,0,3,1,0,3,1,1,0,30,2,3,3,31,0,0,0,34,0,0,0,0,10/04/20,Tottenham,Manchester Utd
509,Ben Davies,33.0,wal WAL,"LB,LW",18,24,23,1,0,0,1,0,0,0,0,0,0,22,1,1,20,3,0,1,0,22,0,0,0,1,10/04/20,Tottenham,Manchester Utd
510,Erik Lamela,11.0,ar ARG,RW,45,18,17,1,0,0,6,0,0,1,1,0,0,15,1,2,18,0,0,0,0,13,0,0,0,2,10/04/20,Tottenham,Manchester Utd
511,Lucas Moura,27.0,br BRA,RW,45,14,14,0,0,0,4,0,0,0,0,0,0,11,2,1,0,14,0,0,0,11,0,1,0,2,10/04/20,Tottenham,Manchester Utd
512,Tanguy Ndombele,28.0,fr FRA,CM,68,50,49,1,0,0,6,0,1,0,0,0,0,45,4,1,2,47,1,0,0,44,0,0,2,0,10/04/20,Tottenham,Manchester Utd
513,Dele Alli,20.0,eng ENG,CM,22,22,21,1,1,0,3,0,0,0,0,0,0,21,0,1,1,21,0,0,0,19,0,0,0,2,10/04/20,Tottenham,Manchester Utd
514,Moussa Sissoko,17.0,fr FRA,CM,90,66,66,0,0,0,4,1,0,0,0,0,0,62,2,2,3,62,1,0,0,65,0,0,0,0,10/04/20,Tottenham,Manchester Utd
515,Pierre-Emile Hojbjerg,5.0,dk DEN,DM,90,104,101,3,3,1,6,7,0,0,0,0,0,90,4,10,12,91,1,0,0,100,0,0,0,1,10/04/20,Tottenham,Manchester Utd
516,Sergio Reguilon,3.0,es ESP,"LB,LW",90,70,62,8,1,0,6,0,4,0,0,0,0,50,13,7,61,1,0,7,1,56,0,1,1,2,10/04/20,Tottenham,Manchester Utd
517,Eric Dier,15.0,eng ENG,CB,90,82,80,2,2,0,4,3,0,0,0,0,0,72,4,6,13,68,1,0,0,79,0,0,0,0,10/04/20,Tottenham,Manchester Utd
518,Davinson Sanchez,6.0,co COL,CB,90,86,84,2,2,0,3,4,0,0,0,0,0,76,1,9,5,79,1,0,0,81,0,1,0,0,10/04/20,Tottenham,Manchester Utd
519,Serge Aurier,24.0,ci CIV,RB,90,71,66,5,1,0,4,0,1,0,0,0,0,59,10,2,3,62,2,4,0,62,0,1,0,3,10/04/20,Tottenham,Manchester Utd
520,Hugo Lloris,1.0,fr FRA,GK,90,24,18,6,2,0,0,0,0,0,0,0,0,15,1,8,12,10,0,0,1,18,0,2,0,0,10/04/20,Tottenham,Manchester Utd
521,Ollie Watkins,11.0,eng ENG,FW,90,23,21,2,0,0,4,0,1,0,0,0,0,13,3,7,4,11,6,0,1,15,0,1,0,2,10/04/20,Aston Villa,Liverpool
522,Jack Grealish,10.0,eng ENG,LW,90,37,37,0,0,2,15,3,1,0,0,0,0,25,4,8,2,34,1,0,0,28,0,0,1,0,10/04/20,Aston Villa,Liverpool
523,Trezeguet,17.0,eg EGY,RW,86,28,28,0,0,2,12,1,4,0,0,0,0,15,4,9,4,18,1,0,0,22,0,0,0,1,10/04/20,Aston Villa,Liverpool
524,Bertrand Traore,15.0,bf BFA,RW,4,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,10/04/20,Aston Villa,Liverpool
525,Ross Barkley,20.0,eng ENG,AM,90,29,24,5,2,0,7,1,1,2,0,1,0,21,3,5,2,24,3,0,0,23,0,0,0,1,10/04/20,Aston Villa,Liverpool
526,John McGinn,7.0,sco SCO,DM,90,31,30,1,1,1,5,2,1,0,0,0,0,21,4,6,25,6,0,0,0,19,0,0,2,0,10/04/20,Aston Villa,Liverpool
527,Douglas Luiz,6.0,br BRA,DM,79,22,21,1,1,0,7,0,0,0,0,0,0,11,2,9,2,16,1,0,2,15,2,0,0,1,10/04/20,Aston Villa,Liverpool
528,Marvelous Nakamba,19.0,zw ZIM,DM,11,5,5,0,0,0,2,0,0,0,0,0,0,5,0,0,4,1,0,0,0,5,0,0,0,0,10/04/20,Aston Villa,Liverpool
529,Matt Targett,18.0,eng ENG,LB,90,27,15,12,1,0,7,0,0,0,0,0,0,12,8,7,14,0,1,11,1,26,0,0,0,0,10/04/20,Aston Villa,Liverpool
530,Tyrone Mings,5.0,eng ENG,CB,90,23,22,1,1,0,3,2,0,0,0,0,0,10,3,10,18,4,1,0,0,17,0,4,0,1,10/04/20,Aston Villa,Liverpool
531,Ezri Konsa Ngoyo,4.0,eng ENG,CB,90,10,9,1,1,0,4,1,0,0,0,0,0,4,1,5,0,7,0,0,0,8,0,1,0,0,10/04/20,Aston Villa,Liverpool
532,Matthew Cash,2.0,eng ENG,RB,79,32,25,7,0,1,8,0,1,0,0,0,0,9,3,20,6,15,3,7,0,16,0,5,1,2,10/04/20,Aston Villa,Liverpool
533,Ahmed El Mohamady,27.0,eg EGY,RB,11,9,9,0,0,0,3,0,1,0,0,0,0,8,0,1,2,7,0,0,0,8,0,0,0,0,10/04/20,Aston Villa,Liverpool
534,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,30,22,8,4,0,3,1,0,0,0,0,0,2,1,27,3,19,0,0,0,9,0,3,0,0,10/04/20,Aston Villa,Liverpool
535,Roberto Firmino,9.0,br BRA,FW,67,27,21,6,0,1,6,1,0,0,0,0,0,23,3,1,2,24,0,1,0,18,0,0,0,3,10/04/20,Liverpool,Aston Villa
536,James Milner,7.0,eng ENG,CM,23,19,18,1,0,0,2,0,1,1,1,0,0,12,2,5,1,18,0,0,0,14,0,1,0,1,10/04/20,Liverpool,Aston Villa
537,Diogo Jota,20.0,pt POR,LW,90,42,42,0,0,0,8,0,2,0,0,0,0,36,4,2,13,28,0,0,0,34,0,1,0,0,10/04/20,Liverpool,Aston Villa
538,Mohamed Salah,11.0,eg EGY,RW,90,38,38,0,0,1,12,1,1,0,0,0,0,28,6,4,29,7,1,0,1,34,0,0,0,1,10/04/20,Liverpool,Aston Villa
539,Georginio Wijnaldum,5.0,nl NED,"CM,DM",90,57,56,1,1,0,17,0,0,0,0,0,0,49,3,5,4,51,1,0,0,49,0,1,1,2,10/04/20,Liverpool,Aston Villa
540,Naby Keita,8.0,gn GUI,CM,45,33,31,2,0,0,5,1,0,0,0,0,0,29,2,2,1,31,0,0,0,29,0,0,1,0,10/04/20,Liverpool,Aston Villa
541,Takumi Minamino,18.0,jp JPN,"CM,FW",45,20,19,1,0,0,4,0,0,0,0,0,0,16,2,2,3,16,1,0,0,16,0,0,0,1,10/04/20,Liverpool,Aston Villa
542,Fabinho,3.0,br BRA,"DM,CB",90,72,69,3,2,0,6,0,0,0,0,0,0,60,0,12,2,68,1,1,0,63,0,0,0,1,10/04/20,Liverpool,Aston Villa
543,Andrew Robertson,26.0,sco SCO,LB,90,95,77,18,1,0,13,4,4,3,0,3,0,57,21,17,75,2,4,14,0,77,0,1,0,5,10/04/20,Liverpool,Aston Villa
544,Virgil van Dijk,4.0,nl NED,CB,90,84,83,1,1,0,15,5,0,0,0,0,0,63,6,15,14,59,3,0,0,74,1,1,1,0,10/04/20,Liverpool,Aston Villa
545,Joseph Gomez,12.0,eng ENG,CB,60,59,59,0,0,0,10,9,0,0,0,0,0,42,2,15,3,52,4,0,0,52,0,2,1,0,10/04/20,Liverpool,Aston Villa
546,Curtis Jones,17.0,eng ENG,CM,30,18,18,0,0,0,4,0,0,0,0,0,0,16,2,0,5,12,0,0,1,14,0,0,0,2,10/04/20,Liverpool,Aston Villa
547,Trent Alexander-Arnold,66.0,eng ENG,RB,90,76,60,16,2,0,10,7,4,2,0,1,0,39,15,22,13,49,2,12,0,63,0,1,0,2,10/04/20,Liverpool,Aston Villa
548,AdriÃ¡n,13.0,es ESP,GK,90,34,28,6,1,0,3,1,0,0,0,0,0,24,1,9,7,18,0,0,9,27,0,1,0,0,10/04/20,Liverpool,Aston Villa
